grid_step,n_nodes,n_cores,single_precision,subdomain_ratio,time2
50,18,24,1,3.2,3.16
50,33,16,0,2.0,3.66
20,11,14,1,3.227272727272727,77.04
50,20,34,1,2.2,2.5
20,51,32,0,2.8571428571428568,23.22
20,44,24,1,1.818181818181818,15.48
50,19,26,1,1.4285714285714286,2.99
50,48,30,0,1.0,2.54
20,22,24,0,2.066666666666667,45.7
20,28,26,0,4.75,36.47
50,18,16,0,2.0,5.77
50,38,16,0,2.4,3.51
20,45,28,1,1.0769230769230769,15.16
20,52,20,0,1.5833333333333333,24.15
50,12,28,1,2.2857142857142856,3.73
20,48,20,0,2.5,26.32
50,55,14,1,1.8,2.17
50,40,20,1,2.0,2.06
80,12,28,0,1.6,1.95
20,27,22,1,1.8,23.66
20,16,14,1,4.733333333333333,52.17
50,42,30,1,1.0,1.94
50,42,18,0,1.0,3.02
50,12,36,0,1.7142857142857142,6.42
20,30,32,0,3.875,33.74
20,34,36,1,2.2222222222222223,16.95
20,43,16,0,2.8181818181818183,31.95
20,24,36,1,1.2,22.11
20,45,18,1,3.6666666666666665,17.99
20,29,34,0,1.2142857142857142,33.66
80,10,30,1,1.3333333333333333,1.42
20,11,24,0,1.8636363636363635,90.69
50,46,20,0,1.6,2.66
20,58,16,0,3.875,25.54
80,19,20,1,1.0,1.3
50,13,22,0,1.6666666666666667,6.13
50,30,30,1,1.0,2.56
20,55,24,1,1.25,13.52
20,16,26,1,1.631578947368421,34.21
50,45,16,1,2.2,2.32
20,38,28,0,3.25,29.07
80,10,20,0,3.0,2.31
20,33,16,0,3.727272727272727,41.18
50,20,24,0,1.25,4.44
20,33,28,1,2.090909090909091,18.6
50,24,24,1,2.4,2.79
20,22,30,1,1.6666666666666667,25.08
20,18,14,0,1.2962962962962965,78.4
20,55,30,1,1.5,12.41
20,12,20,1,2.5,52.41
50,57,18,1,1.4,2.0
20,49,24,1,2.875,13.95
20,30,28,1,2.272727272727273,19.83
50,29,32,0,1.0,3.85
100,10,36,1,1.0,0.9
20,44,24,0,1.0,25.74
50,20,36,0,2.0,4.36
20,27,20,0,3.727272727272727,41.47
20,44,20,1,1.8333333333333333,17.52
20,60,20,0,2.0,20.78
20,36,24,1,1.2,18.59
50,12,30,1,4.4,3.6
20,18,28,0,1.15,54.41
50,20,22,1,1.1111111111111112,3.01
20,40,18,1,2.25,19.34
20,24,26,0,4.5555555555555545,42.37
20,54,36,1,1.4444444444444444,12.52
20,54,14,0,1.0588235294117647,30.28
20,18,22,0,2.7333333333333334,56.15
50,12,18,0,1.4545454545454546,7.3
20,36,34,1,2.2222222222222223,15.86
50,16,18,1,1.0909090909090908,3.95
50,51,26,0,1.0,2.46
50,32,18,1,1.8333333333333333,2.72
50,30,22,0,1.6666666666666667,3.28
20,34,14,0,2.5,43.66
20,43,34,0,1.2727272727272727,24.52
20,20,16,1,1.24,38.42
80,25,16,0,1.0,1.5
20,24,30,1,3.3,23.62
50,39,24,0,1.6,2.9
100,15,16,1,1.0,0.98
20,35,20,1,1.1764705882352942,20.97
20,44,16,0,2.8181818181818183,31.78
50,16,28,1,2.333333333333333,3.15
50,56,20,0,1.2,2.52
20,56,18,0,1.3076923076923077,23.52
20,12,24,1,3.6666666666666665,45.92
20,44,32,1,3.1428571428571432,14.53
20,58,34,0,1.75,19.95
50,14,30,1,3.2,3.36
20,26,26,1,4.2222222222222205,23.47
50,10,30,1,3.333333333333333,4.19
20,45,16,1,1.9230769230769231,20.55
50,39,28,1,1.4,1.96
20,14,30,0,4.545454545454546,65.53
20,24,22,0,3.727272727272727,43.95
20,60,18,0,1.2307692307692308,22.39
80,14,22,0,1.6,1.86
50,30,34,1,1.2,2.26
50,38,24,0,1.6,3.07
80,14,30,1,1.2,1.3
50,27,16,0,1.7142857142857142,4.4
50,46,16,0,1.3333333333333333,3.21
100,13,14,1,1.0,1.12
20,24,26,0,1.0526315789473684,41.56
20,45,24,0,1.818181818181818,25.11
50,50,24,0,1.2,2.5
50,44,20,1,1.8,2.06
80,15,14,1,2.4,1.52
20,35,24,0,2.272727272727273,30.04
80,17,18,0,1.1666666666666667,1.79
50,17,14,0,1.2727272727272727,6.68
20,60,20,1,2.0,14.13
50,14,16,1,3.571428571428572,4.36
50,19,30,0,2.6,4.57
20,24,36,1,3.4444444444444446,22.19
50,13,20,0,1.5,6.54
50,40,28,0,1.4,2.71
20,54,24,1,1.8,13.61
80,21,16,0,1.6,1.63
20,24,36,1,1.5384615384615383,21.53
50,18,32,0,2.4,4.79
50,23,22,1,1.125,2.91
80,10,30,0,2.0,2.13
50,14,30,0,3.2,5.8
80,15,24,1,1.0,1.3
50,16,30,0,1.25,5.08
50,48,24,0,1.2,2.74
100,11,16,0,1.5,1.43
80,19,16,1,1.1666666666666667,1.38
20,31,36,1,3.375,18.54
20,30,32,1,1.6666666666666667,19.29
20,14,22,0,1.5909090909090908,71.52
20,51,24,0,1.0769230769230769,23.12
20,56,36,0,4.6,23.04
20,50,32,0,1.5,22.3
20,24,22,1,2.066666666666667,26.82
50,20,30,1,2.6,2.67
50,26,32,1,1.1666666666666667,2.66
20,45,34,0,1.7777777777777777,23.62
20,42,28,0,2.0,25.83
50,54,22,1,1.2,1.92
20,14,16,0,1.1290322580645162,88.75
20,33,36,0,1.6363636363636365,33.36
20,36,16,0,1.8,36.71
80,33,16,1,1.0,1.07
50,14,16,0,3.571428571428572,6.92
20,24,20,1,3.4166666666666665,28.05
20,56,18,1,1.818181818181818,14.78
20,14,24,0,1.3478260869565215,71.5
20,20,24,1,2.2,30.48
50,12,26,0,2.2857142857142856,6.3
20,38,30,0,3.25,28.19
50,17,36,1,2.2,2.85
20,27,26,0,1.0555555555555556,38.07
80,23,24,1,1.0,1.11
50,25,36,0,1.0,3.94
20,50,32,0,4.166666666666667,24.99
20,49,18,1,5.0,16.29
50,39,30,0,1.2,2.85
20,36,22,1,1.3333333333333333,18.78
20,46,14,1,3.5,20.84
20,44,36,1,3.6666666666666665,14.05
20,52,32,0,1.6666666666666667,21.81
50,17,34,0,2.2,4.67
20,38,32,1,3.7142857142857135,16.01
20,19,28,0,1.5294117647058822,50.6
20,57,16,1,2.6,16.68
20,44,24,1,1.0,15.79
20,48,24,1,3.8571428571428568,14.73
20,10,28,1,4.428571428571429,50.47
20,38,26,0,1.4615384615384617,29.06
20,34,32,1,4.142857142857143,17.93
20,57,36,0,3.0,22.04
20,14,20,0,1.4,74.78
20,46,24,0,4.428571428571429,26.12
20,22,32,1,2.8181818181818183,24.9
20,52,28,0,2.375,23.09
50,23,36,0,1.6,3.99
50,39,36,1,1.0,5.42
20,60,26,1,4.166666666666667,13.68
20,28,28,1,4.375,21.69
20,27,16,1,1.7222222222222223,29.49
50,60,26,0,1.0,2.25
20,39,24,1,1.6666666666666667,17.33
20,18,30,0,1.3888888888888888,52.92
20,24,14,0,2.411764705882353,59.27
20,49,30,0,3.2857142857142856,23.55
20,17,30,0,1.8125,53.99
20,42,36,1,1.8888888888888888,14.24
20,30,16,0,2.2,42.94
20,56,20,1,1.4166666666666667,14.62
20,48,30,1,2.5,14.08
20,10,16,1,2.48,70.18
20,45,14,1,3.1818181818181817,21.22
50,39,34,1,1.0,1.98
80,20,24,1,1.2,1.14
50,26,36,1,1.6,2.39
100,10,32,1,1.2,0.9
20,31,34,0,1.1428571428571428,32.76
20,28,18,1,2.6923076923076925,25.43
20,46,22,0,1.9090909090909087,25.79
20,50,18,0,2.7,25.0
20,36,30,0,1.818181818181818,29.21
20,51,16,0,3.4444444444444446,28.85
20,21,32,1,1.5333333333333334,24.73
20,44,26,0,1.7272727272727273,25.8
20,25,24,1,1.0,25.4
50,14,20,0,2.8571428571428568,5.97
20,57,36,0,1.4444444444444444,26.17
20,39,34,1,1.1666666666666667,15.22
20,29,22,1,1.2941176470588236,23.88
20,36,22,1,1.6923076923076923,18.5
80,21,16,1,1.4,1.28
20,16,36,0,1.0,57.11
20,23,28,0,1.2352941176470589,41.99
50,55,18,0,1.0,2.56
20,51,16,1,3.4444444444444446,17.11
20,21,34,1,2.636363636363636,24.19
20,50,18,1,4.125,16.79
80,32,18,0,1.0,1.28
20,36,14,1,1.15,26.2
20,42,16,0,1.5333333333333334,33.9
50,42,22,1,1.1666666666666667,2.08
50,32,14,1,1.7142857142857142,3.0
20,46,20,1,1.75,16.81
100,10,18,1,2.2,1.09
50,44,18,1,1.3333333333333333,2.18
20,23,28,1,3.5,25.08
20,56,30,0,1.0909090909090908,21.11
20,26,28,1,1.1176470588235294,23.21
50,22,16,1,3.0,3.44
50,16,26,1,2.5,3.31
20,18,22,1,1.2272727272727273,33.45
20,60,18,1,1.818181818181818,14.3
20,46,26,0,2.333333333333333,24.72
50,34,20,1,2.2,2.33
50,24,18,0,1.7142857142857142,4.35
50,13,32,0,1.7142857142857142,6.0
50,35,28,0,1.4,3.01
20,44,30,0,3.571428571428572,25.02
20,35,32,1,3.125,17.43
20,19,26,0,2.9230769230769242,52.71
20,18,32,0,2.3846153846153846,50.66
50,11,14,1,1.2857142857142858,5.91
50,48,24,1,1.2,1.98
20,15,24,1,2.5625,38.98
50,18,30,1,1.8333333333333333,2.88
20,20,14,0,4.428571428571429,74.42
20,16,30,0,2.2,59.26
20,38,28,1,1.3076923076923077,16.8
20,11,30,1,1.5,44.12
20,54,26,1,2.1111111111111107,13.65
50,34,36,1,1.0,2.15
20,40,32,1,1.25,15.52
20,33,18,1,1.8,23.06
50,31,30,1,1.0,2.59
50,27,28,1,1.0,2.69
50,32,18,0,1.0,3.75
20,56,18,0,2.3,24.55
20,32,36,1,2.0,17.85
20,24,30,1,2.8181818181818183,23.13
50,50,32,0,1.0,2.39
20,18,20,0,4.583333333333333,59.8
20,12,30,0,4.583333333333333,77.94
20,47,20,0,2.5,25.85
50,26,20,0,3.0,3.84
20,60,20,1,1.3333333333333333,14.59
80,15,20,1,1.3333333333333333,1.38
20,18,32,0,4.1,53.44
50,40,34,1,1.0,1.84
20,19,18,0,1.0384615384615383,61.91
50,36,36,0,1.0,7.56
50,15,32,0,2.0,5.46
20,45,28,0,3.571428571428572,24.15
80,16,18,0,2.0,1.77
50,30,34,0,1.2,3.4
50,16,24,0,1.5,5.33
20,42,36,0,1.181818181818182,25.19
20,60,26,1,1.0,13.06
20,48,14,0,2.8181818181818183,32.14
50,24,24,0,1.8333333333333333,3.92
20,15,34,1,2.357142857142857,33.08
20,22,36,0,1.3333333333333333,42.12
20,38,18,0,2.0,32.03
20,15,32,0,1.25,60.58
50,25,16,1,1.0,3.15
50,19,32,1,2.4,3.21
50,44,18,1,1.8,2.18
20,26,32,1,1.2666666666666666,21.49
20,60,28,0,1.0909090909090908,20.18
20,45,26,1,1.3333333333333333,15.64
50,33,20,1,1.6666666666666667,2.28
20,30,20,0,1.0,37.54
20,42,30,1,2.875,15.2
80,11,34,0,1.4,2.03
50,60,16,0,1.6,2.57
80,25,14,1,1.6,1.22
20,44,16,0,1.4666666666666666,32.88
50,16,22,0,1.3333333333333333,5.26
80,27,14,1,1.2,1.24
20,27,30,1,3.6666666666666665,21.49
20,60,30,1,5.0,12.5
50,40,24,0,1.6,2.81
20,31,16,0,1.9375,43.14
20,50,30,0,2.5,22.37
50,24,18,1,1.7142857142857142,3.13
50,10,30,0,1.3,7.01
50,36,34,1,1.0,1.97
20,32,18,0,1.0,37.59
20,23,24,0,4.1,43.64
20,44,34,1,1.2727272727272727,14.0
20,50,18,1,1.0,16.79
20,55,36,0,2.2857142857142856,22.39
80,10,14,1,1.5,2.03
20,28,32,1,5.0,20.74
20,58,22,0,2.75,21.88
20,22,30,0,3.0,44.91
80,16,22,1,1.4,1.28
20,18,36,1,1.1111111111111112,28.39
20,13,20,0,1.52,80.47
20,34,30,1,2.7777777777777777,17.39
20,40,18,0,1.25,31.33
20,24,14,1,2.411764705882353,37.15
20,19,36,1,2.0769230769230766,26.0
50,57,24,1,1.0,1.84
20,39,28,0,1.7272727272727273,27.32
20,12,28,0,1.3478260869565215,81.31
50,42,20,0,1.8,2.85
50,15,18,1,3.6666666666666665,3.88
50,58,18,0,1.2,2.51
50,28,36,1,1.4,2.62
20,19,30,1,1.625,28.68
20,23,24,1,4.1,26.15
20,31,24,1,1.25,20.26
20,55,16,1,1.8333333333333333,17.01
50,26,36,0,1.6,3.77
20,18,26,1,2.9230769230769242,30.71
50,24,20,1,2.0,2.95
80,10,24,1,1.6666666666666667,1.5
50,39,16,0,2.4,3.34
20,56,34,1,2.4285714285714284,11.66
50,10,36,1,1.625,4.09
50,33,26,1,1.1666666666666667,2.2
50,35,16,1,2.8,2.47
20,53,18,0,3.0,25.04
20,37,32,1,1.1538461538461535,16.6
20,50,22,1,2.2,14.37
80,11,36,1,1.2,1.37
20,20,16,0,3.333333333333333,62.13
50,45,28,1,1.0,1.96
50,18,14,1,1.2727272727272727,4.05
100,10,24,0,1.0,1.34
20,20,14,1,4.428571428571429,43.69
50,44,30,1,1.2,1.76
50,26,14,0,2.0,4.61
20,45,14,0,1.4375,34.16
50,18,14,0,1.2727272727272727,6.03
50,11,18,0,1.6363636363636365,7.64
20,41,20,0,2.083333333333333,28.87
20,58,30,0,2.0,20.5
50,19,36,0,2.0,4.55
20,30,28,0,1.4285714285714286,33.3
50,14,32,0,2.333333333333333,5.6
20,24,20,1,2.2,28.67
20,18,26,0,2.9230769230769242,53.22
20,31,32,1,3.875,19.2
20,52,20,0,2.7777777777777777,23.66
20,49,30,0,1.2727272727272727,23.68
20,38,26,0,2.888888888888889,29.34
20,51,26,1,1.1666666666666667,14.31
20,40,20,0,3.1,30.37
20,44,36,1,1.181818181818182,13.98
20,38,20,1,1.9230769230769231,18.71
20,34,30,0,3.625,31.51
20,24,34,0,1.4285714285714286,38.39
80,23,20,1,1.2,1.16
20,41,20,1,2.083333333333333,18.25
50,45,28,0,1.0,2.66
50,28,20,1,1.4285714285714286,2.61
50,58,16,1,1.0,2.23
100,17,18,0,1.0,1.12
20,22,30,0,1.375,42.8
20,19,22,1,1.181818181818182,32.31
20,42,30,0,1.4545454545454546,25.56
50,32,14,1,2.333333333333333,2.94
50,25,36,1,1.6,2.41
50,42,20,1,1.6,2.23
20,33,32,0,2.2,32.17
50,40,20,0,1.3333333333333333,2.96
80,27,14,0,1.2,1.58
50,12,22,0,2.25,6.68
20,26,20,0,3.1666666666666665,43.62
20,36,20,1,2.25,19.73
80,23,20,0,1.2,1.48
20,29,26,1,4.75,21.57
50,19,20,0,4.0,5.01
50,23,16,1,1.5,3.51
80,20,14,1,1.3333333333333333,1.37
20,36,36,0,1.8,28.39
80,14,24,1,1.6,1.29
20,25,24,1,4.1,24.83
20,24,32,0,3.1,41.85
20,30,18,0,1.3888888888888888,41.0
20,56,20,0,3.125,22.89
20,17,24,1,2.9285714285714284,33.7
20,52,22,0,2.4444444444444446,23.59
50,25,32,1,1.3333333333333333,2.63
20,34,32,1,4.428571428571429,19.3
80,14,16,1,1.1428571428571428,1.6
50,40,32,0,1.2,2.84
20,48,24,0,1.1538461538461535,24.57
20,60,36,0,1.3333333333333333,20.68
20,58,28,1,2.125,12.79
20,60,30,0,1.0909090909090908,20.34
20,30,28,1,1.4285714285714286,20.26
20,21,22,1,2.333333333333333,29.18
50,28,20,0,1.4285714285714286,3.56
50,32,36,0,1.2,3.47
20,23,20,1,5.0,29.69
20,55,16,0,2.272727272727273,28.28
20,27,22,0,1.2222222222222223,39.65
20,25,18,1,1.35,28.21
20,30,20,1,1.0,23.32
20,18,24,1,1.7222222222222223,31.68
20,26,30,1,2.083333333333333,21.3
20,27,20,0,1.3888888888888888,42.28
80,28,18,1,1.0,1.12
50,12,18,1,1.4545454545454546,4.55
20,44,20,0,2.272727272727273,27.52
50,33,34,1,1.2,1.93
20,54,36,0,1.4444444444444444,21.19
20,10,36,1,2.5625,46.42
50,15,26,0,2.5,5.45
20,39,16,0,1.0526315789473684,35.33
20,60,28,1,2.125,12.14
100,14,14,1,1.0,1.04
80,18,14,0,2.0,1.87
20,52,24,1,1.25,13.83
50,45,18,1,1.1666666666666667,2.3
20,57,22,0,1.1538461538461535,21.91
20,26,24,0,1.0526315789473684,40.35
50,30,14,0,3.2,4.41
50,28,30,1,1.8,2.42
50,20,34,1,2.0,2.5
50,40,18,0,2.2,2.91
20,50,14,0,1.1764705882352942,32.03
80,12,16,0,3.0,2.34
80,10,36,1,1.0,1.39
20,24,24,0,4.1,44.12
20,26,24,0,2.583333333333333,38.5
20,12,36,1,1.35,38.22
50,10,22,0,2.2222222222222223,7.43
100,14,18,1,1.4,1.0
20,40,36,1,2.5,15.05
20,44,16,1,2.8181818181818183,19.93
50,27,32,0,1.6,3.69
100,10,26,0,1.4,1.31
20,40,18,1,3.3,22.15
100,20,16,0,1.2,1.04
20,32,28,0,5.0,33.14
50,28,18,0,1.125,4.0
20,13,30,0,4.166666666666667,70.4
20,25,24,1,1.0,24.37
20,49,16,1,3.1,18.4
20,38,36,1,4.333333333333333,15.8
50,26,14,0,2.142857142857143,4.72
50,58,14,0,1.1666666666666667,2.76
20,30,34,0,2.7777777777777777,33.16
20,42,28,1,2.0,19.66
20,20,32,1,2.583333333333333,26.17
20,27,16,0,1.35,47.67
50,13,34,1,1.5714285714285714,3.39
50,21,20,0,1.1111111111111112,4.62
20,36,20,0,3.3,32.62
20,50,14,0,3.5,32.53
20,56,24,1,3.2857142857142856,12.54
50,15,16,0,4.166666666666667,6.83
20,25,32,1,2.083333333333333,21.68
50,37,30,1,1.2,2.08
20,44,20,0,1.8333333333333333,28.28
50,11,14,0,1.2857142857142858,9.19
100,14,20,1,1.4,0.9
20,15,16,1,1.064516129032258,52.12
20,50,18,1,2.7,15.47
20,44,28,1,2.75,14.77
20,60,36,0,1.625,20.36
50,36,22,1,1.8,2.2
20,48,28,1,3.2857142857142856,13.81
20,30,36,0,2.7777777777777777,33.02
20,25,32,0,2.083333333333333,37.77
20,42,22,1,5.0,17.7
20,55,18,0,4.714285714285714,25.57
20,57,14,1,2.363636363636364,18.09
100,20,14,1,1.4,0.89
20,36,14,0,3.727272727272727,41.08
50,20,28,1,2.4,2.88
50,14,18,0,1.2727272727272727,6.33
80,12,18,1,1.6666666666666667,1.54
80,12,32,0,1.4,1.92
20,48,22,0,1.0,25.43
20,23,24,1,1.05,26.41
50,24,22,1,2.0,2.71
50,25,28,0,2.0,3.69
20,32,32,0,4.428571428571429,31.75
20,38,36,1,1.0,16.1
20,16,36,0,1.8,56.23
20,57,32,1,1.875,13.46
20,60,16,1,1.0666666666666669,16.54
100,17,18,0,1.0,1.13
80,10,34,0,1.1666666666666667,2.18
20,15,28,1,2.9285714285714284,35.22
20,42,30,1,1.0769230769230769,15.52
20,27,20,0,1.6875,40.92
50,32,20,0,2.4,3.26
20,42,22,1,2.0,16.37
20,36,34,0,3.8571428571428568,28.59
20,25,36,1,4.125,22.8
20,46,36,0,2.8571428571428568,24.2
20,10,24,0,1.064516129032258,98.23
20,40,30,0,3.125,26.66
20,34,34,1,1.0,17.73
50,35,26,0,1.4,3.01
50,21,36,1,1.0,2.68
20,51,22,1,1.0714285714285714,15.75
50,13,34,1,3.0,3.37
50,34,32,0,1.2,3.16
20,47,18,0,2.7,26.99
20,45,16,1,3.3,19.79
20,17,18,0,1.0740740740740742,66.09
20,26,18,1,3.4166666666666665,27.57
20,11,24,1,4.133333333333334,48.98
20,31,24,0,1.25,33.41
50,10,28,0,2.8571428571428568,7.32
20,14,30,0,1.9411764705882355,64.64
20,47,32,1,1.5,14.05
20,17,18,0,3.928571428571429,65.77
20,13,24,0,1.9,74.27
20,49,18,0,2.7,27.07
20,59,16,1,3.875,16.5
20,54,22,1,1.1538461538461535,15.22
20,49,16,1,1.0,18.56
20,30,26,0,4.75,36.7
20,13,34,0,2.7142857142857144,67.77
50,13,18,1,1.3636363636363635,4.44
20,19,20,1,1.04,34.74
50,51,26,1,1.0,1.77
20,44,18,0,1.3333333333333333,28.5
50,48,18,0,1.1666666666666667,2.91
20,44,30,1,1.25,14.98
20,20,22,0,4.545454545454546,52.97
100,17,14,0,1.4,1.19
20,44,30,1,1.4545454545454546,15.2
80,18,14,1,1.3333333333333333,1.46
50,45,22,1,1.0,2.11
20,60,34,0,2.2857142857142856,19.85
80,11,14,1,3.4,1.87
50,12,20,0,1.0833333333333333,6.95
20,55,20,0,2.7777777777777777,23.53
50,54,22,0,1.2,2.44
20,21,34,1,1.6428571428571428,24.67
20,48,28,0,2.5,23.17
50,24,36,0,1.1666666666666667,4.09
50,25,24,1,2.6,2.46
50,23,24,0,1.0,4.19
80,14,24,0,1.4,1.78
50,36,14,1,2.8,2.68
80,25,16,1,1.4,1.23
20,20,30,1,1.0,26.79
20,36,14,0,1.15,42.91
50,29,22,0,1.5,3.4
50,28,34,1,1.4,2.23
20,52,32,1,1.6666666666666667,12.89
20,55,34,0,1.5555555555555556,20.41
20,42,26,1,1.4166666666666667,15.97
50,35,32,1,1.4,1.95
20,37,22,0,1.6923076923076923,31.05
20,17,30,1,2.357142857142857,30.65
20,35,22,0,1.5714285714285714,31.81
20,43,26,0,1.7272727272727273,25.95
50,22,36,1,1.3333333333333333,2.58
20,45,16,0,2.25,33.8
20,21,34,0,3.888888888888889,44.33
20,18,20,1,1.08,35.82
20,18,20,0,1.65,58.5
50,14,30,1,2.333333333333333,3.26
20,54,28,1,3.8333333333333335,12.71
50,33,24,0,1.8,3.12
20,45,34,0,1.2727272727272727,23.48
20,42,34,1,3.2857142857142856,14.5
50,26,18,1,3.2,2.87
20,21,34,0,2.636363636363636,43.77
80,15,24,0,1.0,1.73
50,14,36,0,2.8,5.59
20,32,34,1,4.142857142857143,17.97
20,38,18,0,2.0769230769230766,32.05
20,20,18,1,4.583333333333333,35.05
50,13,28,1,2.142857142857143,3.59
50,20,18,0,1.625,4.86
20,15,30,1,4.545454545454546,34.49
50,48,20,1,1.0,2.29
50,10,24,0,4.166666666666667,7.73
20,12,14,0,1.1714285714285717,118.05
20,15,32,1,3.4166666666666665,33.41
80,10,36,1,1.6,1.39
20,42,36,0,3.8333333333333335,25.42
50,27,18,1,1.5714285714285714,2.93
20,34,18,1,4.5555555555555545,22.6
20,54,14,1,3.888888888888889,18.93
50,21,30,1,1.5,2.74
20,24,30,0,2.25,40.22
50,60,14,1,1.8,2.06
20,48,20,0,1.6666666666666667,25.81
80,16,20,0,1.1666666666666667,1.76
50,27,20,0,2.6,3.81
50,14,22,0,2.571428571428572,5.89
20,15,28,1,2.1875,35.76
80,11,20,0,1.8333333333333333,2.19
20,46,16,1,1.4,19.76
80,28,18,1,1.0,1.09
50,48,14,0,1.5,3.29
20,42,30,1,1.4545454545454546,15.11
50,14,22,0,1.5555555555555556,5.84
20,48,34,1,1.6666666666666667,12.87
20,40,24,1,1.0666666666666669,17.32
100,10,14,0,1.4285714285714286,1.62
20,21,32,0,1.5333333333333334,43.88
20,29,28,0,1.0,35.26
80,12,16,0,1.4285714285714286,2.27
80,36,14,1,1.0,1.14
20,49,18,1,2.090909090909091,16.41
80,11,18,1,2.6,1.65
20,30,36,0,1.818181818181818,32.31
20,28,30,0,1.0625,34.68
50,57,20,1,1.2,1.97
20,16,30,1,2.2,31.95
20,35,18,0,1.4375,34.61
20,60,16,1,1.6666666666666667,16.07
20,15,30,1,1.35,33.68
50,21,22,0,2.333333333333333,4.18
20,13,32,1,2.533333333333333,38.25
50,40,20,1,1.3333333333333333,2.35
20,12,22,1,2.25,49.58
50,50,18,1,1.6,2.11
20,56,24,0,2.5,20.81
50,15,14,0,1.0769230769230769,7.18
20,16,18,1,3.6666666666666665,44.2
20,41,14,0,2.9166666666666665,37.68
20,11,24,0,4.133333333333334,87.29
20,59,24,1,2.5,12.69
20,22,32,0,1.4666666666666666,45.58
20,25,30,1,1.25,22.17
50,30,14,1,1.8571428571428568,3.02
50,21,36,1,1.0,2.71
50,12,20,1,4.166666666666667,4.37
20,55,20,1,1.818181818181818,14.51
50,23,30,1,1.3333333333333333,2.73
20,49,36,0,4.6,23.06
50,11,18,1,1.6363636363636365,4.78
50,11,14,0,3.111111111111111,9.21
20,22,36,1,1.6923076923076923,22.81
20,55,24,1,3.571428571428572,13.02
20,11,20,0,2.272727272727273,94.63
20,55,22,0,2.4444444444444446,22.37
20,44,16,1,1.4666666666666666,20.61
50,15,20,0,1.3,5.63
80,11,16,1,1.5714285714285714,1.75
80,12,16,1,3.0,1.62
20,21,28,0,3.1818181818181817,46.46
50,16,14,1,4.666666666666667,4.53
50,16,14,0,3.571428571428572,6.96
20,44,28,1,1.5454545454545454,15.12
50,22,18,0,2.6666666666666665,4.38
50,20,18,1,4.4,3.09
50,37,14,1,2.8,2.65
50,42,16,0,1.5,3.32
50,25,26,1,1.1428571428571428,2.64
50,20,20,0,1.0,4.6
20,42,28,0,1.5454545454545454,25.31
20,16,26,0,2.533333333333333,59.78
20,16,14,0,1.1290322580645162,91.76
50,39,24,1,1.6,2.12
80,18,20,1,1.0,1.3
20,43,34,1,1.2727272727272727,14.38
20,11,32,0,3.0,80.17
20,50,26,0,2.2222222222222223,22.82
50,17,24,1,1.375,3.37
100,10,24,1,1.6,0.98
20,40,32,0,1.25,28.74
50,17,24,0,3.2,4.96
20,39,18,0,2.25,32.08
20,32,14,1,1.8235294117647056,28.45
20,36,18,0,4.5555555555555545,34.7
20,60,16,0,1.6666666666666667,25.15
50,13,36,1,3.2,3.44
80,20,30,1,1.0,1.69
80,22,14,1,1.6,1.31
20,33,34,1,1.0714285714285714,17.7
50,28,36,0,1.4,3.55
20,35,34,1,1.0,17.6
80,20,20,1,1.4,1.19
50,30,14,0,1.8571428571428568,4.25
20,12,34,0,1.45,74.19
20,36,24,1,2.7,18.02
20,45,24,1,1.818181818181818,15.26
20,39,16,0,2.583333333333333,34.05
20,20,36,0,1.25,46.71
20,46,28,0,2.625,24.91
50,14,18,1,1.2727272727272727,4.07
20,17,36,0,2.230769230769231,54.05
50,29,32,1,1.0,2.61
20,17,20,0,1.16,62.27
80,12,28,0,1.4,1.91
80,20,18,1,1.6,1.28
20,12,30,0,2.5625,75.24
50,19,34,0,2.2,4.49
80,22,22,0,1.0,1.47
50,54,26,1,1.0,1.89
20,48,28,0,1.3636363636363635,23.28
100,16,14,1,1.1666666666666667,0.99
80,14,20,0,1.3333333333333333,1.89
20,44,20,0,3.4444444444444446,27.16
20,56,24,0,1.3636363636363635,21.17
20,41,34,0,4.833333333333333,27.75
20,24,14,0,1.3478260869565215,59.31
20,31,32,0,1.0666666666666669,32.08
20,38,30,1,3.25,17.05
20,50,32,1,4.166666666666667,14.35
50,14,30,0,1.8571428571428568,5.52
20,21,22,1,4.090909090909091,29.19
20,44,32,1,1.3636363636363635,14.88
20,46,32,0,3.0,23.84
50,10,16,0,1.6666666666666667,9.17
50,35,20,1,1.1428571428571428,2.37
20,28,20,0,2.2142857142857144,40.55
20,18,16,1,2.05,42.18
50,36,34,0,1.0,3.0
50,15,28,1,2.333333333333333,3.19
50,13,36,0,3.2,6.02
80,10,18,0,1.25,2.39
20,33,22,1,1.4666666666666666,20.16
20,55,32,1,3.6666666666666665,13.25
50,26,20,1,3.0,2.64
20,42,34,0,1.2727272727272727,24.6
20,48,34,0,1.6666666666666667,25.69
50,23,22,0,1.125,4.08
20,40,24,0,4.714285714285714,27.84
20,21,30,1,3.0,25.51
100,10,14,1,2.8,1.16
20,32,34,0,1.0714285714285714,31.64
20,57,14,0,1.7692307692307692,28.48
80,33,16,0,1.0,1.34
20,16,24,1,2.7333333333333334,35.46
20,12,14,1,3.55,70.73
50,37,18,0,2.2,3.23
50,21,30,1,2.2,2.68
50,16,28,0,1.7142857142857142,5.11
20,22,24,1,1.1,27.08
20,30,34,1,1.1428571428571428,19.17
20,30,30,0,1.0,33.15
20,42,20,0,4.125,27.9
