x_length,y_length,grid_step,n_nodes,n_cores,single_precision,subdomain_ratio,time1
10000,10000,20,36,18,0,2.0769230769230766,37.72
46000,14400,80,45,14,0,1.6,7.22
23200,18000,50,21,24,1,3.3,13.39
10000,10000,50,10,14,0,1.4285714285714286,11.53
30000,12000,20,20,30,1,2.583333333333333,110.77
7200,24000,50,23,24,1,1.2,7.25
46000,14400,50,52,24,1,4.0,13.86
23200,18000,50,11,16,1,1.9090909090909087,23.04
10000,10000,100,16,16,1,1.0,2.05
23200,18000,80,32,30,0,1.2857142857142858,6.85
10000,10000,50,37,36,0,1.0,5.3
10000,10000,20,18,24,0,1.35,59.79
46000,14400,80,52,34,1,2.2,4.89
7200,24000,20,22,20,0,2.142857142857143,93.87
23200,18000,100,30,14,0,1.375,6.46
7200,24000,50,42,18,1,1.25,4.53
46000,14400,80,28,22,1,2.5,7.0
30000,12000,50,30,26,1,1.25,12.11
46000,14400,100,40,14,0,4.6,5.75
46000,14400,100,60,28,0,1.4,5.1
23200,18000,100,17,20,0,1.4444444444444444,4.43
46000,14400,20,60,16,1,1.3055555555555556,119.24
7200,24000,50,20,24,0,4.0,9.97
10000,10000,20,58,24,0,2.5,26.61
23200,18000,20,34,36,1,1.2307692307692308,80.71
46000,14400,100,45,30,0,1.6,5.59
7200,24000,20,15,24,1,3.0,71.61
7200,24000,20,30,28,0,1.1428571428571428,69.89
23200,18000,80,45,32,0,1.1666666666666667,5.83
10000,10000,50,24,16,0,1.5,8.24
10000,10000,50,30,20,0,1.0,7.73
46000,14400,80,27,34,0,4.2,10.77
7200,24000,100,22,24,1,1.2,3.55
7200,24000,20,48,26,0,2.727272727272727,51.33
7200,24000,50,48,16,0,1.7142857142857142,9.33
10000,10000,20,20,30,1,1.5625,32.0
30000,12000,50,54,36,1,1.8333333333333333,10.28
10000,10000,20,18,36,0,2.0769230769230766,54.76
7200,24000,20,33,32,0,2.6666666666666665,63.92
30000,12000,50,27,16,0,1.9230769230769231,14.96
10000,10000,20,36,18,0,1.1111111111111112,41.91
30000,12000,100,14,20,1,1.875,5.51
30000,12000,50,51,14,1,4.0,12.17
7200,24000,20,13,36,0,1.7391304347826086,132.33
30000,12000,50,36,34,0,2.833333333333333,13.33
7200,24000,20,44,30,0,4.0,52.98
10000,10000,20,24,32,0,1.3333333333333333,45.78
7200,24000,20,28,30,0,2.571428571428572,70.07
23200,18000,80,30,26,1,1.125,6.14
30000,12000,100,50,22,0,1.2,4.88
7200,24000,20,53,16,1,1.0,39.96
7200,24000,20,36,28,0,1.1578947368421053,60.31
7200,24000,20,48,30,1,2.0,35.69
30000,12000,20,57,14,0,1.1290322580645162,116.78
10000,10000,20,46,20,1,1.75,22.01
10000,10000,50,27,16,1,3.2,5.44
46000,14400,80,34,18,0,1.5,7.37
10000,10000,100,19,16,0,1.2,2.72
7200,24000,80,56,14,1,1.2,4.73
30000,12000,80,28,30,1,2.4,4.89
46000,14400,50,24,24,0,3.1666666666666665,26.59
10000,10000,20,51,26,0,1.1666666666666667,41.38
23200,18000,80,24,20,1,4.8,4.61
7200,24000,50,34,30,0,2.4,7.7
46000,14400,80,25,20,1,4.0,7.01
10000,10000,20,49,32,1,2.125,23.23
46000,14400,80,33,20,1,2.375,8.52
46000,14400,80,16,28,1,1.4166666666666667,7.63
46000,14400,100,54,18,0,1.0,5.75
7200,24000,50,21,36,1,1.25,5.23
10000,10000,50,52,30,1,1.0,5.92
10000,10000,20,51,28,0,1.2727272727272727,29.74
23200,18000,20,22,28,1,1.025,118.35
30000,12000,80,22,18,0,3.333333333333333,5.93
10000,10000,50,35,34,1,1.0,11.0
30000,12000,80,12,30,0,4.166666666666667,9.46
30000,12000,50,44,18,1,1.0,10.87
10000,10000,20,55,22,0,2.4444444444444446,27.89
7200,24000,100,10,14,0,1.75,4.2
30000,12000,50,39,18,0,1.1538461538461535,11.16
46000,14400,50,47,26,1,1.7272727272727273,13.48
23200,18000,50,57,20,1,1.6666666666666667,11.45
7200,24000,20,32,36,0,1.375,68.14
23200,18000,20,29,36,0,1.032258064516129,169.31
23200,18000,50,15,28,1,1.3529411764705883,15.64
7200,24000,20,49,16,0,1.1904761904761905,57.32
10000,10000,50,28,34,1,1.4,11.72
46000,14400,50,28,18,0,2.9230769230769242,29.47
10000,10000,80,12,24,0,2.0,3.5
10000,10000,20,16,18,1,3.6666666666666665,48.64
30000,12000,80,52,16,1,2.2,3.92
23200,18000,80,56,18,0,2.4,4.2
46000,14400,20,54,32,0,1.9090909090909087,146.5
10000,10000,20,57,36,0,3.0,31.41
23200,18000,20,14,36,0,1.1428571428571428,290.73
30000,12000,20,60,14,1,3.647058823529412,70.17
23200,18000,50,49,36,0,3.2,14.49
30000,12000,50,60,30,0,2.0,13.4
46000,14400,20,60,16,1,1.9,115.23
23200,18000,100,24,26,1,1.5,3.13
46000,14400,20,57,18,1,2.3076923076923075,104.75
23200,18000,80,24,22,1,1.2,5.5
10000,10000,20,42,22,1,5.0,22.64
10000,10000,20,21,28,0,3.1818181818181817,52.15
7200,24000,20,26,30,1,2.4,45.58
10000,10000,20,12,14,1,4.882352941176472,77.73
23200,18000,50,42,32,0,1.75,15.53
46000,14400,20,26,36,0,1.9333333333333331,294.18
7200,24000,50,24,24,1,1.2,7.11
30000,12000,20,33,26,0,4.533333333333333,132.01
30000,12000,20,50,14,1,4.411764705882354,85.49
7200,24000,20,24,18,1,3.75,57.37
23200,18000,50,55,20,1,2.25,11.57
46000,14400,80,59,26,1,1.5,8.8
23200,18000,80,48,28,0,1.8,4.46
46000,14400,80,51,26,0,1.8333333333333333,9.49
30000,12000,80,32,14,0,1.4444444444444444,5.05
46000,14400,80,41,28,0,2.333333333333333,7.8
7200,24000,50,45,16,0,2.6666666666666665,6.29
46000,14400,100,11,20,1,1.4285714285714286,8.05
23200,18000,80,22,18,1,4.333333333333333,4.71
7200,24000,20,40,24,1,4.5,40.1
23200,18000,80,20,36,1,1.0,8.03
23200,18000,50,55,36,1,1.25,10.67
46000,14400,80,50,14,1,2.8571428571428568,7.62
7200,24000,50,59,18,0,1.0,8.07
10000,10000,50,60,14,1,1.6,5.23
30000,12000,50,54,28,1,1.25,11.44
46000,14400,20,47,36,0,2.4,154.5
7200,24000,80,15,16,0,3.0,4.34
23200,18000,20,44,16,1,3.6,94.34
10000,10000,20,58,28,1,2.125,21.14
46000,14400,50,19,20,1,3.066666666666667,21.98
10000,10000,20,14,30,0,1.0869565217391304,73.94
10000,10000,20,39,14,0,3.4545454545454546,44.7
7200,24000,80,36,14,0,2.0,3.98
23200,18000,100,18,20,0,2.142857142857143,6.25
10000,10000,20,11,32,0,1.4090909090909092,87.47
10000,10000,20,50,20,0,2.5,34.29
30000,12000,80,40,24,0,1.5,4.24
7200,24000,20,50,28,0,4.5,49.47
10000,10000,20,38,36,0,2.5,32.67
30000,12000,20,23,20,0,2.1666666666666665,189.03
30000,12000,20,16,28,1,1.4324324324324325,134.06
46000,14400,20,40,28,0,2.28,224.12
10000,10000,50,16,36,0,1.8333333333333333,6.6
46000,14400,20,23,30,1,1.0416666666666667,194.74
7200,24000,20,15,32,0,1.44,120.69
10000,10000,20,11,14,1,3.227272727272727,83.91
30000,12000,80,27,22,1,3.4,4.11
46000,14400,20,52,30,0,3.2222222222222223,179.19
46000,14400,80,35,18,0,1.0833333333333333,9.16
23200,18000,20,50,30,1,4.833333333333333,67.85
46000,14400,80,19,24,0,2.555555555555556,8.46
30000,12000,80,15,36,0,1.0,6.08
46000,14400,100,21,20,0,1.0833333333333333,7.85
7200,24000,50,23,24,0,4.8,11.07
10000,10000,20,25,18,0,1.35,48.85
30000,12000,50,21,16,0,3.363636363636364,20.05
10000,10000,20,18,32,0,1.0,56.6
46000,14400,100,46,14,0,1.0,4.85
30000,12000,20,42,34,1,4.818181818181818,62.63
23200,18000,50,38,30,0,4.0,15.44
23200,18000,100,23,22,1,1.25,3.03
46000,14400,80,21,36,1,1.875,5.64
30000,12000,80,30,24,1,2.0,5.85
30000,12000,20,16,22,0,1.8378378378378384,258.04
23200,18000,50,56,24,1,2.2857142857142856,11.67
10000,10000,20,30,24,0,1.25,41.09
10000,10000,50,34,24,0,1.6,4.56
30000,12000,100,35,28,1,1.0,4.95
7200,24000,50,22,26,1,1.4444444444444444,6.49
23200,18000,100,10,36,1,2.142857142857143,4.09
23200,18000,80,37,34,1,1.1666666666666667,6.23
7200,24000,20,25,30,1,1.0,50.67
7200,24000,20,15,34,0,1.5652173913043481,130.98
30000,12000,100,33,14,0,2.6,3.33
46000,14400,100,51,16,0,2.1666666666666665,6.05
23200,18000,100,18,22,1,1.5,5.18
46000,14400,50,15,32,0,1.4736842105263157,36.59
30000,12000,20,15,26,1,1.425,147.56
46000,14400,80,38,20,1,1.6666666666666667,5.17
46000,14400,50,39,22,1,1.7692307692307692,14.71
10000,10000,20,56,20,1,1.0714285714285714,21.26
10000,10000,20,30,28,1,4.125,27.68
23200,18000,20,52,16,1,1.5714285714285714,95.89
30000,12000,50,16,36,0,4.714285714285714,21.13
23200,18000,100,60,18,0,1.4,4.0
46000,14400,20,54,14,1,3.4,137.69
7200,24000,20,40,22,0,2.769230769230769,54.95
46000,14400,80,45,34,0,2.4,8.45
23200,18000,20,59,30,1,2.533333333333333,62.62
23200,18000,20,57,28,0,5.0,102.79
7200,24000,20,54,30,0,2.1818181818181817,46.78
7200,24000,50,18,28,1,3.333333333333333,6.3
46000,14400,100,26,32,0,2.8,5.1
7200,24000,20,14,18,0,1.5454545454545454,149.88
30000,12000,20,45,20,1,1.7083333333333333,72.83
46000,14400,50,16,24,0,2.1111111111111107,39.57
7200,24000,80,22,30,1,1.6,4.76
46000,14400,50,12,24,0,2.833333333333333,40.91
7200,24000,50,22,20,0,1.4,8.19
46000,14400,50,42,18,0,1.9230769230769231,20.63
7200,24000,20,45,18,1,3.0769230769230766,40.15
10000,10000,50,54,14,0,1.8,7.38
46000,14400,100,21,18,0,4.166666666666667,6.94
7200,24000,20,10,36,0,3.0,164.45
30000,12000,20,15,20,1,1.875,168.69
46000,14400,100,57,32,0,1.0,6.2
23200,18000,20,57,16,1,3.388888888888889,79.16
23200,18000,20,37,34,0,1.4166666666666667,124.42
23200,18000,50,48,22,0,2.375,12.72
7200,24000,50,16,32,1,2.571428571428572,6.6
10000,10000,80,12,24,1,2.0,2.96
30000,12000,80,32,14,1,1.1,4.83
23200,18000,80,11,18,1,2.1666666666666665,6.94
10000,10000,20,23,22,0,4.5,54.22
7200,24000,50,26,28,0,1.1111111111111112,7.61
10000,10000,50,23,24,1,1.0,4.44
7200,24000,20,23,36,1,3.0769230769230766,44.55
10000,10000,20,22,14,0,1.5909090909090908,70.18
7200,24000,20,53,22,0,2.9090909090909087,48.85
7200,24000,20,15,32,1,4.0,69.76
46000,14400,20,41,16,1,1.2444444444444445,154.42
23200,18000,80,12,34,1,4.0,6.9
23200,18000,100,37,30,1,1.0,4.78
46000,14400,100,29,28,0,3.0,4.68
10000,10000,50,11,36,1,3.6,5.13
23200,18000,100,48,20,1,1.1666666666666667,2.97
7200,24000,50,37,26,0,1.8333333333333333,8.91
23200,18000,20,12,26,1,2.8235294117647056,210.12
46000,14400,80,35,16,1,4.666666666666667,6.13
7200,24000,20,20,24,1,4.0,58.23
30000,12000,50,60,28,0,1.25,9.98
30000,12000,20,37,20,0,4.6875,124.52
23200,18000,50,42,34,0,2.2857142857142856,14.2
10000,10000,80,25,16,0,1.4,2.76
7200,24000,50,20,36,0,2.6666666666666665,8.45
10000,10000,20,54,26,1,2.1111111111111107,19.98
23200,18000,20,56,22,1,2.05,67.94
23200,18000,80,20,18,1,1.1666666666666667,4.95
23200,18000,100,33,24,1,2.0,3.27
46000,14400,50,53,36,1,5.0,27.92
23200,18000,80,24,36,1,1.125,6.46
30000,12000,50,21,20,1,1.3125,13.17
46000,14400,20,28,32,1,2.84,178.09
30000,12000,20,45,22,0,1.2222222222222223,106.47
10000,10000,20,14,20,1,1.4,48.29
46000,14400,50,39,28,1,4.571428571428571,15.69
7200,24000,20,55,24,1,1.0,32.44
30000,12000,80,60,20,0,1.8,6.39
46000,14400,50,15,36,0,2.4285714285714284,37.67
7200,24000,50,29,36,0,2.4,13.13
23200,18000,50,14,30,1,1.2222222222222223,15.19
10000,10000,20,38,14,1,2.6923076923076925,29.57
7200,24000,80,16,18,1,2.5,3.83
30000,12000,20,22,36,0,1.5185185185185186,163.65
46000,14400,50,50,22,0,1.818181818181818,20.42
7200,24000,20,39,18,1,1.2272727272727273,41.42
23200,18000,50,15,22,1,3.5,16.23
7200,24000,100,14,36,1,1.2,3.99
46000,14400,50,12,20,1,1.9166666666666667,29.71
23200,18000,100,32,36,1,1.2,6.18
10000,10000,20,40,22,0,1.8333333333333333,33.09
23200,18000,80,24,30,1,1.0,6.28
7200,24000,80,22,20,1,1.1428571428571428,2.88
7200,24000,50,42,30,1,2.0,5.98
23200,18000,50,48,34,1,2.0,10.84
46000,14400,80,56,24,0,2.6,5.57
7200,24000,50,14,24,0,1.6363636363636365,10.85
30000,12000,100,35,36,0,1.0,5.46
23200,18000,20,12,20,1,3.135135135135135,250.58
23200,18000,80,33,32,0,1.5,9.17
30000,12000,20,18,16,1,2.8181818181818183,174.94
46000,14400,20,23,36,0,5.0,303.9
30000,12000,20,54,22,1,4.230769230769232,61.67
7200,24000,20,31,34,1,1.1052631578947372,40.8
7200,24000,50,24,28,1,3.6,5.92
10000,10000,50,42,18,0,1.0,6.31
46000,14400,20,21,30,1,1.0,197.08
23200,18000,100,20,24,1,1.5714285714285714,4.69
46000,14400,20,38,16,0,1.9189189189189189,255.0
23200,18000,80,29,28,1,1.25,5.39
10000,10000,20,34,34,1,1.0,24.5
23200,18000,100,25,22,0,1.125,4.47
7200,24000,50,60,24,0,1.8,7.16
30000,12000,50,57,36,0,1.6666666666666667,17.58
23200,18000,20,42,36,1,4.583333333333333,69.68
7200,24000,20,58,16,1,1.1,38.22
7200,24000,50,22,26,0,1.4444444444444444,8.1
10000,10000,50,46,14,1,1.1428571428571428,4.2
23200,18000,20,29,28,0,1.3225806451612905,157.6
7200,24000,20,54,22,1,2.5,33.95
23200,18000,80,34,32,1,1.5,7.3
30000,12000,100,18,28,1,2.8,4.59
46000,14400,100,26,36,0,1.0,5.71
46000,14400,20,20,28,0,2.2777777777777777,386.93
23200,18000,80,18,24,0,2.25,7.96
10000,10000,50,11,18,0,1.6363636363636365,9.26
7200,24000,50,51,20,0,1.2857142857142858,6.89
10000,10000,20,58,36,1,2.833333333333333,19.78
7200,24000,100,16,24,0,1.8,2.87
23200,18000,20,18,28,0,4.571428571428571,243.0
10000,10000,20,20,24,1,1.9375,34.38
10000,10000,20,40,24,0,1.0666666666666669,34.16
10000,10000,50,22,24,1,2.0,11.56
23200,18000,100,45,34,1,1.0,4.58
7200,24000,50,55,14,0,1.25,9.25
10000,10000,20,51,32,0,2.8571428571428568,32.21
23200,18000,20,21,30,0,3.6666666666666665,206.0
10000,10000,20,28,28,1,4.375,27.41
46000,14400,50,10,30,0,1.5,58.39
23200,18000,50,36,22,0,2.1,12.73
46000,14400,20,51,34,1,4.785714285714286,100.64
23200,18000,50,33,22,0,2.1,15.51
10000,10000,50,17,24,1,3.2,11.3
46000,14400,80,52,18,0,1.1,7.49
23200,18000,80,18,30,0,3.1666666666666665,6.52
46000,14400,50,30,28,0,3.555555555555556,34.88
30000,12000,20,10,22,1,4.533333333333333,236.81
23200,18000,100,12,18,0,1.9,5.06
46000,14400,20,45,16,1,1.1333333333333333,159.09
10000,10000,20,52,36,1,3.1666666666666665,21.99
46000,14400,50,51,18,1,2.7,13.36
30000,12000,80,21,26,1,3.4,4.73
46000,14400,80,33,14,1,3.375,6.03
30000,12000,20,30,20,1,2.4,100.52
46000,14400,80,42,28,1,1.25,5.29
10000,10000,20,50,30,0,1.6,28.03
30000,12000,20,25,18,1,3.458333333333333,117.28
30000,12000,20,48,16,1,1.84,78.9
30000,12000,80,20,14,0,3.7142857142857135,7.87
23200,18000,20,42,30,0,3.6666666666666665,117.57
30000,12000,80,36,16,0,2.5,4.96
7200,24000,50,21,36,0,3.2,8.65
10000,10000,20,45,28,1,1.4545454545454546,21.2
7200,24000,20,18,32,1,5.0,59.68
23200,18000,80,60,14,0,2.8,7.83
30000,12000,50,51,28,0,1.375,11.81
23200,18000,20,43,20,0,2.9,125.8
10000,10000,20,27,14,0,5.0,57.65
10000,10000,20,56,24,1,1.3636363636363635,19.99
10000,10000,20,28,20,0,2.2142857142857144,47.03
23200,18000,50,60,32,1,1.0,12.62
46000,14400,50,57,28,0,1.6,17.54
23200,18000,50,52,30,0,2.5,14.13
23200,18000,80,45,34,0,1.0,6.92
30000,12000,50,21,14,1,3.8181818181818175,15.32
30000,12000,20,49,20,0,1.0,100.86
46000,14400,50,10,34,1,3.8571428571428568,25.63
23200,18000,80,27,20,1,1.75,6.29
7200,24000,50,25,30,0,2.333333333333333,7.84
7200,24000,20,39,20,0,1.0434782608695652,59.32
10000,10000,20,51,24,0,4.833333333333333,29.4
46000,14400,80,56,26,1,1.8333333333333333,5.49
30000,12000,80,34,14,0,1.1,4.85
10000,10000,20,12,14,1,1.1714285714285717,74.09
46000,14400,100,40,18,1,1.0,3.91
10000,10000,50,44,24,1,1.0,5.4
30000,12000,20,53,26,0,1.2173913043478262,88.86
30000,12000,100,26,30,0,1.1666666666666667,3.31
23200,18000,50,14,14,0,1.32,32.85
30000,12000,20,15,28,1,1.325,146.02
7200,24000,100,17,18,1,1.1428571428571428,2.19
30000,12000,100,15,16,0,1.0,5.66
10000,10000,50,28,18,1,1.5714285714285714,12.88
23200,18000,100,18,16,0,5.0,4.94
30000,12000,50,35,28,1,3.5,12.49
23200,18000,50,52,36,0,1.5714285714285714,20.66
46000,14400,50,50,28,0,3.7142857142857135,25.71
30000,12000,50,58,24,0,1.5,9.71
23200,18000,50,29,16,0,2.4166666666666665,17.35
46000,14400,50,24,18,1,1.0416666666666667,27.41
46000,14400,100,10,14,0,2.2857142857142856,11.76
23200,18000,50,27,20,1,2.083333333333333,10.88
30000,12000,20,60,20,0,1.2916666666666667,82.44
23200,18000,80,21,24,1,3.333333333333333,6.16
46000,14400,100,56,30,1,1.0,4.6
10000,10000,80,10,24,0,1.6666666666666667,3.12
7200,24000,50,52,22,0,2.2,7.39
46000,14400,20,32,16,1,1.5777777777777775,192.56
46000,14400,20,29,30,1,3.2916666666666665,174.65
7200,24000,50,49,30,1,1.0,6.98
7200,24000,50,30,36,0,1.5,8.31
23200,18000,50,41,24,0,2.375,16.56
10000,10000,20,56,18,1,4.428571428571429,21.33
7200,24000,50,27,32,0,2.0,7.48
10000,10000,20,44,30,1,2.75,21.52
23200,18000,50,49,24,1,2.0,11.14
10000,10000,50,35,20,0,2.0,4.48
46000,14400,100,21,20,1,3.0,6.09
46000,14400,80,30,18,0,1.25,9.52
46000,14400,20,32,20,0,1.2666666666666666,277.99
10000,10000,50,33,28,0,1.1666666666666667,10.96
23200,18000,50,36,20,1,3.625,10.74
10000,10000,20,45,26,1,1.3333333333333333,24.2
10000,10000,50,12,28,1,1.3333333333333333,5.89
7200,24000,20,45,36,1,1.5384615384615383,32.66
23200,18000,80,15,36,0,3.1666666666666665,7.06
46000,14400,20,30,36,0,1.7,256.68
46000,14400,100,13,30,0,1.8888888888888888,7.29
30000,12000,20,33,16,0,1.2162162162162162,159.09
23200,18000,50,22,20,1,4.666666666666667,14.11
10000,10000,20,14,16,0,3.647058823529412,94.83
10000,10000,50,12,14,0,1.1428571428571428,11.43
23200,18000,50,50,28,0,3.0,15.07
46000,14400,100,60,16,0,1.2857142857142858,6.61
30000,12000,80,35,26,1,2.0,5.61
46000,14400,80,12,30,1,3.4444444444444446,8.95
30000,12000,80,24,18,1,1.4444444444444444,6.59
23200,18000,100,27,16,0,3.8,4.46
23200,18000,20,58,16,1,1.1612903225806452,78.38
46000,14400,50,21,26,0,3.9090909090909087,25.58
30000,12000,100,47,22,1,1.2,3.72
30000,12000,80,11,20,0,1.1333333333333333,11.46
23200,18000,20,48,26,1,1.0357142857142858,69.02
10000,10000,20,55,18,0,4.714285714285714,31.79
10000,10000,20,15,24,0,2.5625,70.76
46000,14400,50,51,26,0,2.875,17.98
30000,12000,50,41,34,0,2.0,12.15
10000,10000,20,57,30,1,2.0,19.16
30000,12000,100,15,16,0,2.25,6.57
46000,14400,50,46,36,1,1.0,22.37
7200,24000,50,10,34,0,4.0,13.52
7200,24000,50,30,22,0,1.5,7.01
30000,12000,100,22,32,1,1.8,4.63
23200,18000,20,49,30,0,1.08,105.68
23200,18000,50,22,20,0,4.666666666666667,18.07
46000,14400,80,47,34,0,2.4,8.47
7200,24000,80,26,34,0,1.0,6.47
30000,12000,100,18,34,0,1.3333333333333333,4.6
7200,24000,50,13,16,0,4.0,15.17
46000,14400,100,55,20,1,1.1428571428571428,3.32
46000,14400,100,31,14,1,1.4,4.03
30000,12000,50,42,32,1,1.0,11.33
7200,24000,20,21,32,0,1.0,86.96
23200,18000,50,25,24,1,1.3571428571428572,12.8
7200,24000,20,60,18,1,3.272727272727273,35.88
10000,10000,50,20,16,0,1.2,8.24
23200,18000,20,56,24,0,1.7142857142857142,95.94
46000,14400,100,54,18,1,1.0,3.26
10000,10000,50,25,24,0,1.0,5.71
10000,10000,20,46,36,1,1.3,21.73
46000,14400,20,52,36,1,3.8666666666666663,101.59
46000,14400,50,38,20,0,1.7142857142857142,22.49
10000,10000,20,38,36,0,4.333333333333333,36.71
46000,14400,80,10,14,0,1.12,21.71
46000,14400,80,40,30,0,2.333333333333333,6.68
23200,18000,20,35,36,1,2.05,77.75
30000,12000,80,44,24,1,1.3333333333333333,5.98
46000,14400,80,40,36,0,2.8,13.74
23200,18000,20,52,36,0,3.6666666666666665,120.29
23200,18000,100,12,34,1,3.8,3.57
10000,10000,20,40,30,0,2.0,33.45
7200,24000,50,54,30,1,1.6,7.04
30000,12000,80,51,28,0,1.4,5.7
10000,10000,20,60,26,0,1.7777777777777777,29.38
23200,18000,100,42,16,1,2.2,4.16
23200,18000,50,13,34,1,3.5,15.48
23200,18000,80,30,24,0,2.333333333333333,7.44
46000,14400,50,36,20,1,1.1111111111111112,15.51
7200,24000,80,22,28,1,1.6,4.7
10000,10000,20,46,28,0,2.625,32.95
23200,18000,80,31,34,1,1.1428571428571428,10.01
23200,18000,50,47,30,1,2.142857142857143,9.61
30000,12000,50,55,20,1,4.8,10.81
7200,24000,80,15,20,0,2.5,5.69
46000,14400,50,26,20,1,1.0454545454545454,21.17
23200,18000,20,36,34,0,1.2307692307692308,126.66
23200,18000,50,56,32,1,3.2,11.4
30000,12000,100,10,36,0,1.0,6.37
23200,18000,50,28,22,1,4.125,12.72
10000,10000,20,60,14,0,1.4285714285714286,33.91
46000,14400,50,28,36,0,1.0,23.19
30000,12000,20,60,20,1,1.2916666666666667,59.19
10000,10000,20,37,22,1,1.6923076923076923,25.98
10000,10000,20,20,14,0,2.9411764705882355,81.61
46000,14400,80,18,18,0,3.1,11.18
23200,18000,100,16,22,1,4.2,4.24
10000,10000,20,60,28,0,5.0,25.86
7200,24000,20,28,26,1,3.4615384615384617,46.81
7200,24000,20,18,26,1,4.0,61.31
23200,18000,20,59,32,0,2.4,92.98
7200,24000,20,33,16,0,1.1111111111111112,78.53
7200,24000,80,13,36,1,1.0,3.66
7200,24000,50,46,14,0,4.0,8.69
46000,14400,50,17,16,0,3.5625,48.68
10000,10000,20,50,16,0,1.3333333333333333,45.01
23200,18000,80,12,14,0,1.1111111111111112,11.29
10000,10000,20,15,24,0,3.8461538461538463,69.54
46000,14400,100,33,30,0,1.6666666666666667,4.99
23200,18000,80,26,20,0,4.4,7.31
7200,24000,20,39,30,1,3.6,39.96
23200,18000,100,36,14,1,3.2,4.25
46000,14400,80,35,16,1,2.2222222222222223,5.7
23200,18000,100,56,16,1,1.6,4.29
10000,10000,80,12,26,0,1.8,6.05
10000,10000,20,40,26,0,2.7777777777777777,33.16
46000,14400,80,34,28,1,4.0,5.63
7200,24000,20,25,34,0,2.571428571428572,74.51
7200,24000,50,15,24,0,1.3333333333333333,14.65
46000,14400,80,48,28,1,1.8333333333333333,5.5
10000,10000,20,54,28,0,2.25,29.6
23200,18000,20,56,36,1,3.4166666666666665,88.58
10000,10000,20,35,36,0,1.0769230769230769,34.87
23200,18000,50,60,16,1,3.2857142857142856,12.32
7200,24000,50,17,18,1,1.1428571428571428,7.4
23200,18000,50,54,20,0,1.5,14.37
46000,14400,50,54,26,0,2.875,17.69
30000,12000,80,43,26,1,1.6,3.49
30000,12000,100,16,30,1,2.0,4.15
46000,14400,20,15,28,1,1.0833333333333333,276.64
30000,12000,50,55,32,1,3.0,9.85
7200,24000,50,35,18,1,1.0,5.94
10000,10000,20,48,36,1,2.571428571428572,20.73
23200,18000,20,27,26,1,1.2352941176470589,103.54
30000,12000,100,15,20,1,1.2,4.4
30000,12000,80,26,28,0,2.6,6.08
10000,10000,20,25,32,0,1.3333333333333333,44.82
10000,10000,20,45,24,1,1.5,22.21
10000,10000,20,59,18,0,3.375,30.41
30000,12000,80,25,16,1,2.571428571428572,5.26
7200,24000,20,51,16,0,4.090909090909091,55.59
23200,18000,20,19,18,0,1.22,286.7
46000,14400,20,40,22,1,1.78125,128.18
23200,18000,20,21,36,0,1.3125,201.88
23200,18000,50,12,24,0,2.533333333333333,27.95
7200,24000,20,36,20,0,2.6666666666666665,61.17
7200,24000,80,27,16,1,1.6666666666666667,3.84
7200,24000,50,13,24,0,2.6666666666666665,12.84
23200,18000,50,15,24,0,3.1666666666666665,24.15
30000,12000,80,46,30,0,1.6,7.2
10000,10000,20,30,28,1,2.272727272727273,24.18
30000,12000,50,25,22,1,2.4,12.3
30000,12000,20,50,36,0,2.2,98.21
7200,24000,20,54,34,0,4.285714285714286,49.85
7200,24000,20,22,20,1,2.142857142857143,56.44
46000,14400,50,45,32,0,2.1111111111111107,26.37
10000,10000,20,19,18,0,1.0384615384615383,81.09
30000,12000,50,31,24,0,1.9,15.03
46000,14400,80,57,32,0,2.0,7.83
46000,14400,50,44,24,0,3.5,18.88
30000,12000,50,13,16,1,3.066666666666667,17.18
30000,12000,20,12,36,0,4.227272727272728,284.85
30000,12000,50,28,20,0,1.75,15.47
30000,12000,50,40,30,0,1.875,12.47
7200,24000,20,35,30,1,3.272727272727273,44.88
30000,12000,80,20,20,1,1.6666666666666667,4.8
46000,14400,80,18,30,1,1.25,8.73
7200,24000,20,41,34,1,1.5,34.34
30000,12000,50,32,14,0,4.625,17.94
30000,12000,50,46,30,1,1.0,8.25
30000,12000,50,21,16,0,1.8666666666666667,17.95
46000,14400,80,24,36,0,4.2,16.72
46000,14400,50,15,28,1,1.6842105263157894,26.07
23200,18000,80,22,16,1,1.8,5.62
7200,24000,50,37,24,0,2.0,6.09
10000,10000,50,20,20,0,1.5,7.76
10000,10000,50,22,36,1,1.3333333333333333,12.44
10000,10000,50,17,26,1,1.5714285714285714,5.75
30000,12000,80,42,20,0,1.2857142857142858,3.86
30000,12000,50,20,24,0,1.125,16.55
10000,10000,50,11,26,0,1.6666666666666667,8.15
7200,24000,50,43,16,1,3.6,8.36
23200,18000,20,36,20,0,3.6,147.19
30000,12000,20,12,22,1,4.62962962962963,200.73
30000,12000,100,18,32,1,1.1428571428571428,4.21
7200,24000,20,23,16,0,1.7307692307692308,107.86
10000,10000,20,26,22,0,3.4545454545454546,46.92
23200,18000,50,44,34,1,1.0,11.38
7200,24000,80,24,28,0,1.0,5.47
7200,24000,20,24,36,0,4.090909090909091,77.85
46000,14400,80,34,34,1,3.2,7.26
10000,10000,20,29,32,0,3.875,45.57
7200,24000,20,16,36,0,2.2222222222222223,121.74
23200,18000,50,46,14,1,1.6666666666666667,11.06
