x_length,y_length,grid_step,n_nodes,n_cores,single_precision,subdomain_ratio,n_hours,time_tot
10000,10000,20,20,14,0,2.9411764705882355,102,7423.299999999998
23200,18000,50,60,14,1,1.25,113,679.53
23200,18000,50,53,20,0,3.8333333333333335,3,26.5
10000,10000,20,28,32,0,3.875,94,3354.7
23200,18000,50,26,24,1,1.4615384615384617,79,612.12
7200,24000,20,39,22,1,1.5,99,2866.55
46000,14400,20,27,26,0,3.1481481481481484,113,27123.800000000007
7200,24000,20,48,36,0,3.75,50,1887.4
46000,14400,20,37,24,0,2.066666666666667,37,7118.52
23200,18000,80,13,14,0,1.375,106,852.92
23200,18000,80,30,24,1,1.7142857142857142,77,182.19
23200,18000,50,19,26,1,3.888888888888889,115,1101.7899999999997
46000,14400,20,51,34,1,4.785714285714286,38,2735.41
10000,10000,50,28,30,0,1.8,131,475.39
30000,12000,100,14,24,1,1.0,59,114.93
46000,14400,80,36,30,1,2.5,89,240.6
30000,12000,100,44,30,0,1.0,17,29.700000000000006
23200,18000,80,30,24,1,1.7142857142857142,95,223.77
10000,10000,20,15,24,0,3.8461538461538463,56,3718.24
30000,12000,20,13,28,1,1.1521739130434785,119,17862.420000000002
23200,18000,50,23,34,0,2.0,115,1521.6
7200,24000,100,16,22,0,1.8,14,24.47
23200,18000,50,28,28,1,4.142857142857143,97,679.1400000000001
7200,24000,20,44,30,0,4.0,99,4042.56
23200,18000,20,23,16,0,1.8461538461538465,88,21508.74
46000,14400,80,40,36,0,2.8,25,100.14
10000,10000,20,58,14,1,1.0,39,752.62
30000,12000,50,21,14,1,3.8181818181818175,122,1353.58
7200,24000,80,22,24,1,1.1666666666666667,27,45.91
46000,14400,100,11,34,0,1.0,112,594.46
10000,10000,20,14,14,0,4.176470588235294,91,9357.78
7200,24000,20,18,26,1,4.0,30,1601.79
10000,10000,50,25,30,1,1.3333333333333333,79,219.85
10000,10000,20,18,16,1,1.148148148148148,136,6007.469999999998
46000,14400,20,48,22,0,1.46875,26,4062.92
23200,18000,80,32,24,0,1.0,66,203.53
30000,12000,50,19,32,1,4.428571428571429,134,1065.7299999999998
30000,12000,100,13,28,0,1.375,79,245.07
23200,18000,50,24,20,1,2.4166666666666665,50,421.0100000000001
7200,24000,20,48,26,0,2.727272727272727,20,787.1999999999998
23200,18000,20,56,36,1,3.4166666666666665,45,1991.58
23200,18000,50,55,20,1,2.25,36,194.27
10000,10000,80,20,18,0,1.0,91,151.97
23200,18000,20,35,24,1,4.8125,48,3425.98
7200,24000,50,30,30,0,1.125,100,529.05
7200,24000,20,42,26,0,1.9285714285714288,137,5986.32
23200,18000,20,15,24,0,3.2,20,5736.36
10000,10000,80,18,18,0,1.0,9,16.939999999999998
10000,10000,20,17,30,0,2.357142857142857,21,1185.7
23200,18000,20,34,32,0,4.857142857142857,22,2879.96
10000,10000,80,15,22,0,1.6,128,234.56
23200,18000,80,16,22,1,3.7142857142857135,48,159.05
23200,18000,100,56,24,0,1.0,48,73.31
46000,14400,80,15,26,1,1.4615384615384617,46,227.47
10000,10000,20,55,18,1,4.714285714285714,93,1788.42
10000,10000,20,55,18,0,4.714285714285714,20,517.62
10000,10000,20,54,32,0,3.333333333333333,93,1987.38
30000,12000,20,21,20,0,2.3666666666666667,61,11677.38
30000,12000,20,54,20,0,1.32,123,9520.27
46000,14400,50,55,36,1,1.875,75,468.88
23200,18000,100,45,20,1,1.1666666666666667,137,170.38
23200,18000,100,40,32,0,1.0,35,58.99000000000001
10000,10000,20,31,36,1,3.375,68,1284.2799999999995
30000,12000,50,20,22,1,3.0,62,523.9100000000002
46000,14400,50,22,14,0,1.2307692307692308,102,2974.2300000000005
23200,18000,20,13,36,1,3.56,17,2796.84
30000,12000,20,39,30,0,3.333333333333333,61,5632.5
7200,24000,50,21,28,1,1.3333333333333333,120,487.94
23200,18000,80,49,36,1,1.2,110,187.19
7200,24000,20,22,26,1,1.0,36,1591.98
46000,14400,20,24,24,0,3.1666666666666665,54,15166.319999999998
46000,14400,20,48,18,1,2.1,2,225.09
30000,12000,20,20,20,1,1.6216216216216215,12,1394.16
7200,24000,20,54,22,1,2.5,21,493.35
30000,12000,20,55,24,1,3.8461538461538463,91,3865.54
30000,12000,100,10,14,0,1.75,73,362.16
10000,10000,20,28,32,0,1.1333333333333333,41,1509.77
7200,24000,80,28,14,1,2.4,101,166.08
7200,24000,20,11,20,1,2.6666666666666665,44,4307.18
30000,12000,100,10,14,0,1.75,46,229.32
46000,14400,80,10,36,0,1.2666666666666666,92,987.19
10000,10000,20,15,20,1,3.125,139,6020.42
7200,24000,50,20,14,0,3.5,134,1271.53
46000,14400,80,18,28,1,3.8571428571428568,21,92.77
10000,10000,20,53,32,0,1.6666666666666667,138,4541.4000000000015
23200,18000,20,22,32,1,1.8571428571428568,117,11302.66
46000,14400,100,55,30,0,1.0,115,226.34
23200,18000,50,23,28,0,1.0666666666666669,82,1054.5
46000,14400,80,39,24,1,2.0,80,220.81
23200,18000,50,10,16,0,2.090909090909091,109,3785.04
23200,18000,20,42,36,0,3.4285714285714284,18,1747.11
10000,10000,100,18,18,0,1.0,51,60.38
23200,18000,80,37,16,0,3.0,2,8.85
10000,10000,20,34,22,0,2.636363636363636,110,3663.62
46000,14400,80,52,16,0,4.4,68,289.18
46000,14400,80,39,16,0,3.1428571428571432,5,29.49
23200,18000,20,23,28,0,4.315789473684212,128,23123.49
46000,14400,100,21,36,1,1.25,100,194.57
10000,10000,20,17,36,0,2.230769230769231,47,2543.94
30000,12000,100,14,24,0,2.0,47,139.20999999999998
10000,10000,20,48,28,1,2.5,97,1372.27
23200,18000,20,55,24,0,1.5909090909090908,39,3193.34
10000,10000,100,15,24,1,1.0,99,91.91
7200,24000,20,48,18,0,3.333333333333333,50,2190.15
30000,12000,80,13,22,0,1.0769230769230769,76,423.94
7200,24000,50,38,18,0,1.5,56,271.12999999999994
23200,18000,20,13,36,1,3.56,34,5573.62
30000,12000,20,27,32,0,1.64,93,11764.54
23200,18000,50,50,18,0,1.25,64,511.91
46000,14400,100,48,14,0,3.8,37,99.2
10000,10000,50,37,16,1,2.4,7,21.290000000000006
30000,12000,50,41,22,0,1.4,21,162.19
46000,14400,80,46,26,0,2.0,138,924.99
46000,14400,80,18,14,0,1.0,66,628.73
23200,18000,80,27,28,0,3.2,113,416.59
10000,10000,100,18,14,1,1.4,42,41.66
7200,24000,20,21,26,1,3.4,1,57.03
23200,18000,20,54,14,0,3.0476190476190474,83,10138.01
23200,18000,80,15,28,0,1.181818181818182,19,101.52
46000,14400,50,33,24,1,4.75,127,1171.28
30000,12000,20,23,16,0,1.7567567567567568,125,26077.86
10000,10000,50,30,16,0,2.1666666666666665,123,500.69
46000,14400,20,54,32,0,1.9090909090909087,130,15780.01
46000,14400,80,11,36,0,2.6,30,276.83
10000,10000,20,38,30,1,1.2307692307692308,66,1113.47
23200,18000,50,40,16,0,3.2222222222222223,28,290.24
23200,18000,20,31,18,1,2.2068965517241383,43,4014.18
10000,10000,50,18,20,0,1.1,28,142.45
46000,14400,50,10,24,0,3.388888888888889,123,5236.620000000001
7200,24000,80,10,34,0,1.125,5,20.06
7200,24000,100,39,14,0,1.0,96,121.37
30000,12000,20,30,22,1,1.8518518518518519,121,8937.56
23200,18000,100,33,24,1,2.0,60,77.61
10000,10000,20,34,34,0,1.0,79,2449.72
46000,14400,50,46,16,1,1.1111111111111112,93,899.8199999999998
30000,12000,50,58,24,1,1.0,109,454.75999999999993
7200,24000,20,60,26,0,2.7,134,4240.370000000001
10000,10000,20,20,30,1,1.0,102,2827.61
10000,10000,50,12,34,1,3.2,53,195.34
10000,10000,50,38,30,0,1.2,85,256.9
7200,24000,20,30,26,0,1.35,24,1371.99
10000,10000,100,10,24,1,1.6,63,63.11
23200,18000,100,54,14,0,1.3333333333333333,21,39.99
10000,10000,20,52,36,1,3.1666666666666665,123,1572.61
30000,12000,50,60,14,0,2.5,65,490.15
7200,24000,20,42,30,1,1.7142857142857142,37,936.3
7200,24000,80,14,24,1,1.5714285714285714,102,187.48
23200,18000,100,21,20,1,3.8,87,153.75
30000,12000,80,28,30,1,2.4,1,4.89
46000,14400,100,52,14,0,3.4,79,197.74
46000,14400,80,38,24,0,2.142857142857143,55,220.02
23200,18000,80,28,26,1,1.25,19,51.71
7200,24000,50,37,34,1,1.3333333333333333,61,165.67000000000004
7200,24000,50,28,20,1,3.0,37,144.95
7200,24000,20,16,34,0,2.647058823529412,7,711.3500000000001
23200,18000,80,16,28,1,2.25,98,297.5
30000,12000,50,15,36,1,1.5384615384615383,121,1034.72
7200,24000,20,33,20,1,2.0,78,2757.3
23200,18000,80,42,26,1,2.2,104,230.8
7200,24000,50,18,22,1,1.6,112,536.32
46000,14400,20,44,18,0,1.3,41,7701.92
7200,24000,100,22,24,1,1.2,104,170.41000000000003
46000,14400,80,19,34,1,1.7777777777777777,19,71.87
30000,12000,100,42,18,0,1.1666666666666667,71,120.67
7200,24000,20,43,24,0,2.3076923076923075,1,48.58
7200,24000,50,36,18,0,3.6,103,500.3
46000,14400,20,55,36,0,4.846153846153847,75,9677.78
46000,14400,100,60,14,1,1.4285714285714286,48,96.34
10000,10000,50,12,18,0,1.4545454545454546,88,643.4200000000002
10000,10000,20,27,18,1,1.5,114,3185.51
7200,24000,20,50,16,1,3.75,49,1473.14
7200,24000,20,33,32,1,2.3076923076923075,134,3845.26
7200,24000,20,36,22,1,3.75,78,2604.91
23200,18000,20,37,34,0,1.4166666666666667,14,1510.74
7200,24000,80,15,14,1,2.5714285714285716,27,65.66
7200,24000,20,26,22,1,1.391304347826087,82,3366.84
7200,24000,20,30,26,1,2.4,86,2925.98
23200,18000,50,19,26,1,3.888888888888889,132,1263.7999999999995
46000,14400,80,35,26,0,2.6666666666666665,115,506.3
7200,24000,20,36,20,0,2.6666666666666665,112,5820.96
10000,10000,50,20,24,1,2.1666666666666665,70,216.3
10000,10000,20,44,36,0,2.8571428571428568,83,2115.71
46000,14400,20,26,22,1,3.851851851851852,84,13665.0
23200,18000,50,34,20,1,3.0,49,319.33
46000,14400,80,40,18,0,1.6666666666666667,95,389.63
10000,10000,20,40,24,1,1.6666666666666667,128,2220.39
46000,14400,80,30,30,0,1.3333333333333333,91,430.4
7200,24000,100,24,14,0,1.8,76,112.9
10000,10000,20,18,20,0,2.5625,123,7512.14
46000,14400,50,48,28,0,4.666666666666667,84,961.96
46000,14400,100,45,16,1,1.1111111111111112,28,60.85
7200,24000,80,39,20,0,1.2,27,71.11
7200,24000,20,46,36,1,3.75,32,711.7799999999999
23200,18000,100,55,28,1,1.0,56,63.63
7200,24000,100,10,16,1,2.0,104,174.56
7200,24000,50,45,32,1,1.8,100,242.58
10000,10000,50,35,28,0,1.4,134,405.24
30000,12000,50,20,24,0,4.625,113,1478.15
23200,18000,80,51,14,0,3.4,57,175.58999999999997
46000,14400,20,27,18,1,4.884615384615385,84,15287.04
10000,10000,20,25,32,0,1.3333333333333333,139,5348.16
10000,10000,50,30,20,0,1.0,108,399.35
46000,14400,80,14,34,1,1.3333333333333333,107,493.69
7200,24000,20,46,30,1,1.0588235294117647,136,3218.35
23200,18000,100,24,26,1,1.5,90,135.73999999999998
30000,12000,20,59,32,0,1.3888888888888888,23,1484.14
30000,12000,20,22,26,1,2.9565217391304346,30,2730.75
7200,24000,80,24,14,1,3.0,133,236.3
46000,14400,20,52,34,1,2.095238095238096,30,2209.9
23200,18000,20,50,36,1,1.1363636363636365,64,3049.7000000000007
7200,24000,50,42,30,0,1.8,13,60.32
30000,12000,20,48,28,1,1.04,85,3823.55
23200,18000,50,19,16,1,1.0909090909090908,2,30.4
23200,18000,50,23,34,0,2.0,70,928.05
46000,14400,20,21,34,0,1.2857142857142858,102,29283.41
23200,18000,50,56,24,1,1.75,132,620.4200000000002
30000,12000,50,34,24,1,1.7,102,549.49
46000,14400,100,26,16,0,1.8888888888888888,42,150.19
10000,10000,80,10,24,1,1.6666666666666667,123,185.43
10000,10000,20,27,28,1,1.0588235294117647,3,73.31
7200,24000,50,30,22,0,1.5,126,662.01
23200,18000,50,22,18,1,1.05,134,1307.7
7200,24000,20,28,24,0,1.0,115,7214.12
46000,14400,50,44,36,0,4.5,127,1548.1899999999996
10000,10000,20,44,16,1,1.4666666666666666,34,706.55
46000,14400,100,21,22,0,1.3,92,321.91
10000,10000,50,12,34,1,3.2,119,436.24
10000,10000,20,16,14,0,1.1290322580645162,119,10921.99
30000,12000,80,14,36,0,1.0,20,99.63
7200,24000,20,33,16,0,2.5,128,9063.64
10000,10000,50,17,28,1,1.5714285714285714,76,237.91
46000,14400,100,55,24,0,1.1666666666666667,138,262.97
46000,14400,20,44,18,0,1.3,117,21942.8
30000,12000,80,26,18,0,4.0,117,418.72
10000,10000,50,11,30,1,1.4444444444444444,49,195.47000000000003
10000,10000,20,57,28,1,3.8333333333333335,64,844.88
7200,24000,50,38,26,0,1.8333333333333333,33,155.42
10000,10000,50,35,32,0,1.2,67,211.45
7200,24000,80,44,14,1,1.0,137,330.8
10000,10000,20,60,26,0,1.7777777777777777,52,1085.59
46000,14400,100,25,34,1,1.125,124,236.52
7200,24000,80,23,16,0,1.8333333333333333,126,290.03
46000,14400,80,14,26,0,1.5384615384615383,10,83.87
23200,18000,50,56,20,0,1.181818181818182,70,526.1999999999998
30000,12000,100,54,24,1,1.0,23,39.290000000000006
30000,12000,80,26,28,0,2.6,136,448.88
10000,10000,20,60,28,1,3.8333333333333335,10,136.76
7200,24000,20,12,32,1,1.8,131,9100.51
30000,12000,80,14,36,0,2.142857142857143,139,664.74
23200,18000,50,60,20,0,2.7142857142857144,7,54.35
7200,24000,50,23,26,0,1.1,27,173.76
46000,14400,80,40,30,0,2.333333333333333,10,42.5
46000,14400,100,35,30,1,2.0,30,58.45
23200,18000,80,17,32,1,3.0,31,92.62
10000,10000,20,32,34,1,4.428571428571429,70,1311.11
23200,18000,80,31,32,0,1.2857142857142858,134,459.2
10000,10000,20,35,20,1,1.7857142857142858,35,731.71
23200,18000,100,44,18,0,2.0,93,149.5
7200,24000,20,46,16,0,3.4615384615384617,56,2795.26
30000,12000,80,13,22,0,1.0769230769230769,120,668.58
46000,14400,80,51,16,1,1.1,103,309.9500000000001
23200,18000,80,24,20,1,4.8,4,13.07
30000,12000,50,25,24,0,1.6666666666666667,61,648.23
7200,24000,80,21,22,1,1.1428571428571428,7,12.8
10000,10000,50,34,34,1,1.0,65,134.53
23200,18000,100,24,26,1,1.5,135,202.79
23200,18000,80,25,14,1,4.833333333333333,24,82.67999999999998
46000,14400,80,35,24,0,4.6,102,441.2600000000001
30000,12000,50,28,26,1,2.875,122,747.92
23200,18000,50,54,36,1,2.0,7,34.709999999999994
23200,18000,80,12,24,1,4.571428571428571,66,261.86
30000,12000,50,25,28,0,1.4166666666666667,62,684.53
46000,14400,20,60,24,1,1.2666666666666666,20,1374.09
30000,12000,20,45,32,1,1.55,71,3162.89
46000,14400,80,40,30,0,1.5714285714285714,71,288.9000000000001
30000,12000,80,45,30,0,1.6,10,26.52
7200,24000,50,57,32,1,1.0,90,252.08
23200,18000,100,12,34,1,3.8,37,79.89
10000,10000,20,57,28,1,1.181818181818182,7,99.19
23200,18000,20,29,28,1,1.25,116,9155.84
10000,10000,20,11,28,0,2.647058823529412,107,9116.69
7200,24000,50,60,24,0,1.8,77,252.64
46000,14400,20,38,20,1,1.5405405405405406,28,3240.11
30000,12000,20,36,36,0,4.583333333333333,72,7140.4
7200,24000,20,52,18,0,4.5,129,5445.88
7200,24000,20,55,34,1,4.571428571428571,68,1361.56
46000,14400,20,26,30,1,3.6666666666666665,31,4224.040000000001
10000,10000,20,14,16,0,4.733333333333333,136,12427.91
46000,14400,20,60,36,0,3.4,124,16536.030000000002
30000,12000,50,29,36,1,2.0,107,713.81
30000,12000,20,37,24,0,1.6,15,1517.14
7200,24000,80,13,24,1,3.0,106,197.44000000000003
10000,10000,20,12,32,1,2.7333333333333334,24,990.87
7200,24000,80,29,24,0,1.4,54,155.28
23200,18000,80,55,32,0,1.2,41,97.51999999999998
7200,24000,20,12,30,1,1.7307692307692308,115,8268.95
23200,18000,100,24,28,0,1.1428571428571428,75,178.63
30000,12000,50,60,32,0,2.0,66,405.02
10000,10000,20,28,30,0,1.9166666666666667,110,4016.54
46000,14400,80,44,36,1,1.1428571428571428,113,260.54999999999995
46000,14400,50,46,32,0,1.1666666666666667,123,1397.61
46000,14400,50,19,30,1,1.263157894736842,93,1218.4799999999998
30000,12000,50,12,22,1,1.1904761904761905,103,1296.61
30000,12000,80,15,24,1,1.5,65,200.6
30000,12000,50,21,18,0,3.0,9,131.67000000000002
23200,18000,50,38,18,1,2.7777777777777777,111,711.81
10000,10000,20,58,30,0,5.0,34,729.55
23200,18000,20,22,28,1,1.025,53,5529.47
23200,18000,20,42,16,0,4.5555555555555545,101,13802.91
7200,24000,50,13,16,0,4.0,60,724.3499999999998
10000,10000,50,56,18,1,1.4,12,28.2
10000,10000,50,25,24,0,1.0,46,181.66000000000003
30000,12000,20,32,32,0,2.5555555555555562,33,3831.09
10000,10000,20,27,14,0,5.0,105,5777.65
30000,12000,100,21,20,0,3.0,83,188.61
10000,10000,20,45,30,0,2.2222222222222223,99,2459.92
7200,24000,20,13,20,1,5.0,129,10645.44
23200,18000,100,24,26,1,1.5,86,129.78
23200,18000,100,36,22,1,1.8,39,55.69
30000,12000,100,20,14,0,3.5,93,273.49
23200,18000,20,35,24,1,4.8125,121,8600.949999999999
7200,24000,50,22,26,1,1.1,132,541.2400000000001
46000,14400,50,12,20,1,1.9166666666666667,46,1051.66
10000,10000,20,43,36,1,1.181818181818182,54,793.5100000000001
23200,18000,50,45,28,1,3.6666666666666665,50,258.63
10000,10000,20,36,36,0,4.5,123,3618.86
7200,24000,50,17,20,1,4.0,130,675.16
10000,10000,50,14,18,0,1.2727272727272727,100,634.81
7200,24000,20,39,30,1,3.6,79,2118.66
10000,10000,20,51,18,0,1.2857142857142858,60,1663.87
30000,12000,50,29,36,0,2.0,58,572.8100000000002
10000,10000,20,37,20,0,1.9230769230769231,98,3129.78
10000,10000,20,33,14,0,1.0454545454545454,5,238.09
46000,14400,50,31,26,1,2.636363636363636,125,1224.3200000000004
23200,18000,100,48,14,0,1.1428571428571428,16,33.85
23200,18000,50,26,24,0,5.0,125,1538.59
30000,12000,20,34,18,1,4.882352941176472,2,172.43
23200,18000,20,24,28,0,1.108108108108108,23,4023.22
23200,18000,20,13,34,1,3.423076923076924,33,5299.16
23200,18000,50,18,30,0,2.083333333333333,33,500.45
46000,14400,50,32,26,1,3.888888888888889,49,525.09
7200,24000,20,18,26,1,4.0,132,7020.03
46000,14400,50,34,16,0,1.75,95,1691.47
46000,14400,100,15,24,0,5.0,67,305.32
7200,24000,80,13,36,1,1.0,130,234.57
23200,18000,80,10,26,0,3.625,7,53.53
46000,14400,80,43,34,0,2.6,72,295.08
10000,10000,20,52,28,1,1.8888888888888888,87,1196.23
23200,18000,100,15,22,0,1.875,40,125.01
10000,10000,20,28,26,1,4.75,44,982.89
46000,14400,80,42,16,1,2.8571428571428568,96,314.9000000000001
23200,18000,50,23,14,0,2.2,85,1569.32
10000,10000,50,52,30,1,1.0,6,14.47
23200,18000,80,14,22,1,2.0,60,225.36
10000,10000,20,55,18,1,3.0,71,1090.34
23200,18000,50,30,18,1,4.75,119,919.08
46000,14400,80,35,36,1,3.0,105,256.36
30000,12000,80,35,22,0,1.6666666666666667,108,287.39
46000,14400,100,39,28,0,2.2,95,244.37
23200,18000,100,24,26,1,1.5,113,170.01
46000,14400,80,44,24,1,1.8571428571428568,65,161.70000000000005
46000,14400,100,40,18,1,1.0,99,192.07
46000,14400,50,20,18,1,2.0,32,526.14
30000,12000,100,18,24,0,2.0,122,297.56
7200,24000,20,54,34,0,4.285714285714286,79,2817.2899999999995
23200,18000,80,19,28,0,4.0,111,495.7
10000,10000,20,59,16,1,3.875,126,2084.35
30000,12000,100,34,22,1,1.6,120,150.72
7200,24000,20,50,16,0,3.75,41,1920.35
10000,10000,50,28,22,0,1.2857142857142858,135,484.69000000000005
30000,12000,50,42,30,0,1.75,49,375.89
10000,10000,50,28,18,1,1.5714285714285714,128,372.29
23200,18000,80,44,26,1,2.2,4,11.55
10000,10000,50,24,28,1,1.5,128,350.1400000000001
30000,12000,20,42,36,0,1.2857142857142858,58,4900.93
46000,14400,100,23,22,0,3.333333333333333,46,164.36
7200,24000,20,51,18,1,3.6363636363636362,38,1032.47
10000,10000,20,45,30,0,2.2222222222222223,19,477.52
10000,10000,80,24,14,0,1.6,3,6.27
7200,24000,50,27,30,1,1.125,88,322.25
7200,24000,20,13,36,0,1.7391304347826086,138,16773.72
7200,24000,50,14,30,1,2.5,96,484.62
7200,24000,20,30,34,0,1.05,109,5933.480000000001
46000,14400,80,19,16,1,2.727272727272727,39,199.07
30000,12000,80,40,24,1,1.5,7,16.62
23200,18000,80,32,30,0,1.2857142857142858,6,23.0
30000,12000,50,21,16,0,3.3636363636363638,116,1846.25
10000,10000,20,34,14,0,1.7058823529411764,128,5730.3
10000,10000,50,40,14,1,2.4,96,261.66
7200,24000,20,33,16,1,1.28,33,1400.13
23200,18000,50,36,20,1,3.625,81,496.34
23200,18000,20,40,36,1,2.1111111111111107,135,7349.01
46000,14400,100,30,20,1,2.142857142857143,79,171.96
7200,24000,20,52,20,0,3.272727272727273,107,4164.27
10000,10000,20,30,28,0,1.0625,12,425.22
30000,12000,80,46,18,0,1.6666666666666667,23,59.03
10000,10000,20,53,30,0,1.7777777777777777,6,144.68
23200,18000,50,60,20,0,2.7142857142857144,125,902.77
10000,10000,20,30,30,1,2.272727272727273,104,2033.81
7200,24000,100,10,20,0,1.0,96,210.86
46000,14400,100,10,24,0,3.111111111111111,82,497.15
10000,10000,20,13,16,0,1.2258064516129032,25,2489.9
30000,12000,20,49,22,1,1.1111111111111112,4,216.41
10000,10000,50,23,34,1,1.6,90,224.91000000000003
7200,24000,100,21,30,0,1.0,2,5.82
23200,18000,100,35,24,1,1.8,28,37.65
7200,24000,20,44,24,0,1.2222222222222223,46,2006.76
7200,24000,100,30,14,1,1.0,64,69.93
10000,10000,20,32,36,0,3.8571428571428568,113,3597.26
30000,12000,100,40,22,0,1.0,36,56.83
23200,18000,50,60,24,0,4.6,14,98.83
7200,24000,20,42,26,0,1.9285714285714288,86,3762.21
7200,24000,50,37,34,1,1.3333333333333333,86,232.67
10000,10000,20,13,28,1,1.8421052631578947,32,1296.5
46000,14400,50,28,14,0,1.6,86,1995.29
23200,18000,20,23,34,1,1.9230769230769231,54,4823.130000000001
30000,12000,50,29,36,0,3.333333333333333,51,468.02
46000,14400,80,40,26,0,2.333333333333333,52,212.33
30000,12000,80,26,18,0,4.0,124,443.64
46000,14400,50,31,30,0,3.2222222222222223,118,1801.08
23200,18000,50,60,36,1,1.8333333333333333,58,245.78
46000,14400,50,42,30,0,1.1538461538461535,103,1257.73
10000,10000,50,24,16,0,1.5,24,117.26
46000,14400,80,52,30,0,1.1428571428571428,45,157.5
30000,12000,100,18,34,0,1.3333333333333333,70,162.61
23200,18000,20,30,14,0,1.380952380952381,77,16451.05
46000,14400,100,28,30,0,2.1666666666666665,10,31.51
46000,14400,50,33,20,1,1.9285714285714288,51,521.94
23200,18000,20,29,34,1,4.533333333333333,39,2927.44
30000,12000,80,15,24,0,1.0,31,154.70999999999995
23200,18000,20,42,34,0,2.411764705882353,130,12404.36
30000,12000,50,54,14,1,2.75,34,198.75
10000,10000,50,19,20,0,1.0,5,26.16
46000,14400,100,46,14,0,1.0,110,291.5200000000001
10000,10000,50,34,16,0,2.4,131,476.18
23200,18000,50,50,28,0,3.0,18,147.32999999999996
46000,14400,50,35,36,0,2.333333333333333,75,1601.54
7200,24000,50,54,32,0,1.0,54,185.62
7200,24000,20,22,20,1,2.142857142857143,120,5925.52
10000,10000,50,36,22,1,1.3333333333333333,112,255.06
46000,14400,80,50,28,1,2.8,99,249.73
30000,12000,50,25,36,1,1.7777777777777777,121,708.0699999999998
10000,10000,50,24,20,1,3.2,97,273.23999999999995
10000,10000,20,16,18,1,3.6666666666666665,41,1816.64
10000,10000,20,15,18,1,3.4375,40,1889.15
46000,14400,80,14,34,1,1.3333333333333333,7,35.69
7200,24000,20,14,18,0,1.5454545454545454,46,6579.9299999999985
30000,12000,80,44,20,0,1.1428571428571428,53,130.42000000000002
23200,18000,100,12,28,1,1.0,138,302.11
7200,24000,80,17,18,1,1.25,77,143.96
30000,12000,20,47,22,0,1.148148148148148,118,10549.47
30000,12000,20,36,20,1,2.0,64,4208.77
46000,14400,80,44,30,0,2.1666666666666665,18,69.12
46000,14400,20,48,18,1,2.1,66,6483.6500000000015
7200,24000,20,50,36,1,3.75,9,209.87
30000,12000,80,18,14,0,4.428571428571429,28,156.75
30000,12000,20,50,24,1,5.0,34,1602.0700000000004
46000,14400,80,11,32,0,1.0625,97,917.0
10000,10000,20,37,22,1,1.6923076923076923,101,1908.98
23200,18000,100,33,24,1,1.0,70,98.26
7200,24000,20,11,30,1,1.0,38,2998.5
23200,18000,50,14,20,1,1.8333333333333333,124,1618.19
7200,24000,20,45,32,0,3.0,28,1062.49
10000,10000,50,36,36,1,1.0,137,305.97
46000,14400,100,40,28,1,1.1428571428571428,44,78.79
10000,10000,50,10,32,0,5.0,1,8.92
46000,14400,20,46,18,0,1.25,62,11102.31
30000,12000,20,51,16,0,1.76,50,4796.0999999999985
10000,10000,50,24,36,1,1.6,108,271.58
23200,18000,80,39,20,0,1.125,13,39.81
10000,10000,20,49,36,1,1.0,104,1435.52
46000,14400,80,11,14,1,4.333333333333333,67,594.9
46000,14400,50,28,14,0,1.6,21,491.19
23200,18000,50,24,30,1,3.625,131,950.67
23200,18000,80,19,22,0,1.5,83,382.39
30000,12000,80,42,36,0,1.2,71,168.82999999999996
30000,12000,50,60,34,0,1.0,32,218.59
30000,12000,100,49,18,1,1.4,51,61.52
10000,10000,50,33,16,0,1.125,11,42.64999999999999
46000,14400,50,34,20,0,1.4375,58,889.29
7200,24000,50,36,28,1,1.0,8,30.56
7200,24000,20,51,18,1,3.6363636363636362,13,371.22
46000,14400,20,40,28,1,2.9545454545454546,110,10701.22
46000,14400,100,14,30,0,1.5,45,202.84
23200,18000,20,42,36,1,4.583333333333333,130,6884.75
23200,18000,80,36,24,1,1.4285714285714286,127,248.06
46000,14400,100,14,24,1,4.666666666666667,23,70.64
7200,24000,20,50,36,0,1.6666666666666667,31,1078.02
30000,12000,80,29,14,0,1.2,124,478.98
7200,24000,20,56,34,0,3.125,1,44.9
10000,10000,50,37,20,1,2.0,4,12.51
46000,14400,20,27,26,0,3.1481481481481484,97,23286.52
46000,14400,50,54,28,0,2.625,101,1034.57
30000,12000,50,16,30,1,4.625,127,1148.78
46000,14400,100,12,36,1,1.0,82,265.7
7200,24000,80,28,30,1,1.2,118,270.46
30000,12000,50,18,28,1,4.125,106,900.5200000000002
23200,18000,80,60,16,0,1.2857142857142858,113,300.22
46000,14400,20,45,20,1,3.1666666666666665,81,8094.19
46000,14400,100,28,30,1,3.0,52,106.98
7200,24000,20,46,30,1,1.0588235294117647,36,860.3499999999998
46000,14400,20,57,20,0,4.2222222222222205,60,8161.0
23200,18000,20,15,30,0,1.7777777777777777,54,14148.79
46000,14400,50,53,36,1,5.0,73,814.16
30000,12000,80,55,20,1,1.3333333333333333,18,32.71
10000,10000,50,25,14,0,4.0,101,516.97
10000,10000,50,31,18,1,1.8333333333333333,131,361.35
23200,18000,80,11,30,1,3.7142857142857135,40,156.42000000000004
23200,18000,100,18,18,1,3.1666666666666665,115,237.57
46000,14400,80,27,36,1,1.0,133,407.94000000000005
7200,24000,20,10,32,1,1.5,73,6054.67
23200,18000,50,33,18,1,1.6153846153846154,127,920.24
