x_length,y_length,grid_step,n_nodes,n_cores,single_precision,subdomain_ratio,n_hours,time_tot
7200,24000,50,42,30,0,1.8,11,51.56
10000,10000,100,16,16,0,1.0,16,19.71
23200,18000,80,43,34,1,1.6,69,121.17
46000,14400,80,27,34,1,1.1,89,271.46
7200,24000,80,22,30,1,1.6,86,202.81
10000,10000,20,11,18,0,1.6666666666666667,127,13134.89
46000,14400,80,56,18,0,1.8571428571428568,121,427.06
30000,12000,100,39,28,0,1.0,71,107.85
30000,12000,20,50,36,0,2.2,48,3548.01
10000,10000,20,11,28,0,2.647058823529412,81,6902.01
46000,14400,80,46,26,0,2.0,17,117.92
46000,14400,100,30,22,0,1.1111111111111112,79,230.84
30000,12000,50,48,26,1,3.0,5,30.5
10000,10000,20,10,36,0,2.5625,120,12084.53
7200,24000,20,60,34,1,1.6363636363636365,25,493.71
10000,10000,20,57,34,0,1.4444444444444444,81,1678.46
23200,18000,20,52,20,1,3.4117647058823533,16,915.56
30000,12000,50,16,32,1,1.2,115,1032.92
7200,24000,50,12,26,1,1.5,73,453.45
23200,18000,100,23,30,1,1.0,77,121.01
46000,14400,20,18,24,1,2.375,95,20757.22
10000,10000,20,37,30,1,1.2307692307692308,64,1122.2
30000,12000,100,46,22,1,1.2,31,36.19
10000,10000,80,12,28,1,1.4,55,76.47
46000,14400,80,55,22,1,1.25,114,259.76000000000005
10000,10000,50,16,36,0,1.8333333333333333,97,503.88
7200,24000,50,45,26,1,1.5,21,67.05
46000,14400,50,36,32,1,1.5833333333333333,130,1075.5500000000004
23200,18000,80,18,32,1,2.2857142857142856,105,294.81
30000,12000,20,51,32,0,1.6111111111111112,95,6670.55
30000,12000,20,45,22,0,1.2222222222222223,71,6275.57
30000,12000,50,48,26,1,3.0,32,161.45
7200,24000,100,10,28,1,1.5,70,91.53
23200,18000,80,38,34,1,1.1666666666666667,80,146.00000000000003
23200,18000,50,60,32,1,1.0,29,140.58
46000,14400,20,37,24,1,5.0,9,995.91
46000,14400,50,31,30,0,3.2222222222222223,1,27.36
23200,18000,20,26,24,1,1.1891891891891893,14,1348.39
30000,12000,20,24,14,1,3.321428571428572,21,2853.92
7200,24000,50,27,26,1,2.6666666666666665,95,360.89
7200,24000,20,12,22,1,5.0,39,3304.82
23200,18000,20,18,30,0,1.7575757575757576,99,21814.76
30000,12000,100,19,18,1,2.6666666666666665,50,94.19
30000,12000,20,19,22,1,2.1935483870967745,102,11606.73
30000,12000,20,36,20,1,1.1212121212121209,27,1792.9200000000005
23200,18000,20,42,36,1,4.583333333333333,2,122.51
30000,12000,50,48,34,0,1.7142857142857142,131,856.7700000000002
30000,12000,80,19,30,1,1.7142857142857142,8,22.31
23200,18000,100,44,34,0,1.0,61,99.17
7200,24000,80,35,20,0,1.0,85,230.47
10000,10000,80,10,24,0,1.6666666666666667,69,152.72000000000003
7200,24000,20,55,14,1,1.8823529411764703,106,3307.7499999999995
46000,14400,20,38,16,0,1.9189189189189189,105,24543.16
7200,24000,20,32,30,1,4.5,8,255.46
30000,12000,20,15,28,1,1.325,67,8653.42
30000,12000,50,21,14,1,3.8181818181818175,64,712.1000000000001
46000,14400,50,35,14,0,1.3,124,2447.44
30000,12000,20,60,34,1,4.4,49,1768.7
23200,18000,80,50,32,1,1.4,81,136.17
10000,10000,50,12,30,0,4.0,45,297.8
7200,24000,80,18,18,0,1.25,28,73.7
46000,14400,50,60,28,1,1.7777777777777777,62,405.14
10000,10000,20,28,18,1,1.15,125,3404.51
30000,12000,100,18,20,1,4.0,105,181.87
7200,24000,20,36,22,0,1.6666666666666667,25,1254.2
10000,10000,20,46,22,1,2.2,1,21.39
30000,12000,50,20,36,0,1.3333333333333333,39,495.81
7200,24000,20,36,36,0,5.0,2,110.71
30000,12000,100,12,26,1,4.6,117,232.95
23200,18000,50,58,22,0,3.5,51,366.39
7200,24000,20,36,26,0,4.5,135,6882.63
46000,14400,20,28,24,1,2.7333333333333334,14,1996.05
30000,12000,50,28,30,0,2.625,100,959.96
46000,14400,80,23,30,1,2.7142857142857144,47,166.86
30000,12000,80,19,24,1,2.142857142857143,57,153.20000000000005
23200,18000,20,39,32,1,2.4444444444444446,117,7681.54
7200,24000,50,29,36,0,2.4,88,986.66
10000,10000,20,25,24,1,1.0,15,384.86
10000,10000,20,58,24,0,2.5,89,1903.65
46000,14400,20,52,30,0,3.2222222222222223,100,13738.23
10000,10000,50,24,26,1,1.1428571428571428,23,66.19
10000,10000,20,34,14,0,1.7058823529411764,80,3582.3
23200,18000,100,35,24,1,1.8,91,115.77
10000,10000,50,14,22,0,1.5555555555555556,20,118.17
30000,12000,20,21,24,1,1.606060606060606,34,3383.93
23200,18000,50,28,14,0,2.75,2,35.75
30000,12000,50,40,18,1,2.0,56,308.56
10000,10000,20,42,18,1,3.888888888888889,79,1513.12
7200,24000,20,46,20,1,4.5,79,2166.06
46000,14400,100,30,36,0,2.2,49,131.83999999999997
7200,24000,80,35,20,0,1.0,136,367.15
46000,14400,80,48,32,1,2.2,94,241.58
23200,18000,20,21,20,0,3.84,138,30052.88
23200,18000,50,37,36,1,1.3333333333333333,55,302.94
23200,18000,80,18,22,0,1.0833333333333333,54,263.87
10000,10000,50,27,22,1,1.2857142857142858,116,307.63
23200,18000,80,28,36,1,1.0,54,115.57
7200,24000,80,10,18,0,1.5,23,88.13
30000,12000,20,41,30,0,1.8,43,3743.95
7200,24000,50,14,20,0,1.6666666666666667,14,135.10000000000002
7200,24000,80,22,24,1,1.1666666666666667,25,42.75
10000,10000,20,20,30,1,1.5625,21,586.8
10000,10000,20,34,30,0,3.625,118,3725.99
7200,24000,50,30,22,0,1.5,122,641.0500000000002
7200,24000,80,17,18,1,1.25,126,234.61
46000,14400,80,11,30,0,1.1875,128,1240.4
10000,10000,20,16,22,0,3.0,104,6817.6399999999985
30000,12000,50,11,18,1,1.0384615384615383,98,1547.64
23200,18000,50,12,14,0,3.4117647058823533,47,1562.36
7200,24000,20,45,36,1,1.5384615384615383,92,2039.21
10000,10000,50,27,32,0,1.6,14,56.27
46000,14400,20,21,36,0,1.8529411764705883,89,26188.99
23200,18000,20,23,14,0,2.1025641025641018,20,5466.869999999999
30000,12000,50,19,32,1,4.428571428571429,1,12.37
7200,24000,20,22,14,0,1.8888888888888888,127,14442.7
46000,14400,50,31,24,1,2.4166666666666665,38,361.61
10000,10000,20,56,36,0,2.833333333333333,13,283.56
46000,14400,50,48,34,0,2.375,23,246.2
23200,18000,100,16,22,1,4.2,89,178.48000000000005
10000,10000,50,27,30,1,1.1666666666666667,65,175.26
10000,10000,20,50,36,0,2.0,63,1466.0000000000002
7200,24000,50,27,20,0,1.75,75,426.91
30000,12000,20,49,30,0,4.166666666666667,110,8504.79
7200,24000,20,48,36,0,2.0,97,3544.7000000000007
7200,24000,20,49,14,1,1.0416666666666667,63,2160.19
46000,14400,80,10,36,0,1.2666666666666666,121,1297.2
10000,10000,80,27,14,0,1.2,106,169.04
46000,14400,20,34,24,1,4.523809523809524,2,269.8
23200,18000,20,27,36,1,1.68,36,2733.96
7200,24000,20,10,28,1,3.4285714285714284,22,1959.95
23200,18000,20,34,32,0,4.857142857142857,35,4569.31
46000,14400,80,45,16,0,3.8333333333333335,67,290.74
10000,10000,80,28,18,1,1.0,109,120.89
23200,18000,80,14,22,1,2.0,107,400.67
30000,12000,100,19,14,1,1.875,55,126.31
23200,18000,80,57,30,1,1.2,80,123.34
7200,24000,20,56,16,1,4.5,58,1614.8
46000,14400,20,60,14,0,3.4166666666666665,31,5191.58
7200,24000,20,46,30,1,1.0588235294117647,21,506.65
30000,12000,20,33,16,0,1.2162162162162162,103,15248.97
23200,18000,100,27,14,0,1.5,87,230.14
23200,18000,80,38,30,1,1.8,6,15.740000000000002
7200,24000,20,52,36,0,1.0,83,3139.15
23200,18000,20,43,32,1,1.8,125,6758.369999999999
30000,12000,80,42,16,1,3.0,7,19.4
30000,12000,20,60,20,0,1.2916666666666667,82,5708.699999999999
30000,12000,80,34,14,0,1.1,76,265.1
7200,24000,20,32,30,1,4.5,129,3919.34
30000,12000,80,36,14,1,1.625,49,127.17
10000,10000,20,27,14,0,5.0,3,167.65
46000,14400,100,54,36,0,1.2,18,45.4
10000,10000,20,18,16,1,1.148148148148148,37,1637.61
10000,10000,80,12,34,1,1.4,29,40.09
10000,10000,20,25,36,0,2.7,25,937.23
10000,10000,50,40,30,1,1.2,25,52.56999999999999
23200,18000,20,35,24,1,4.8125,39,2787.9700000000007
30000,12000,20,56,30,1,1.3,22,849.56
23200,18000,50,48,30,1,4.6,84,425.51
46000,14400,20,30,26,1,2.814814814814815,87,11135.03
7200,24000,20,32,32,1,5.0,121,3776.41
30000,12000,100,50,18,0,1.0,56,105.69
7200,24000,50,15,18,0,3.5,69,666.08
46000,14400,20,22,30,0,1.0833333333333333,130,38021.73
10000,10000,20,51,14,1,3.888888888888889,123,2445.07
46000,14400,80,11,36,0,2.6,99,906.11
7200,24000,80,22,20,1,1.1428571428571428,123,198.08
7200,24000,80,12,14,0,3.1428571428571432,35,146.04999999999995
46000,14400,100,30,22,0,1.1111111111111112,109,317.84
7200,24000,50,27,30,1,1.125,28,103.85
30000,12000,20,15,16,1,4.166666666666667,33,6261.8499999999985
23200,18000,20,45,24,0,1.9090909090909087,139,14030.53
7200,24000,50,14,30,1,2.5,93,469.53
10000,10000,50,54,14,0,1.0,24,90.07
30000,12000,100,16,30,0,2.0,34,87.76
46000,14400,100,39,32,1,1.3333333333333333,17,27.9
46000,14400,100,52,36,1,1.2,6,16.51
23200,18000,50,13,34,0,3.5,40,857.89
7200,24000,80,14,14,1,1.2,122,310.58
46000,14400,80,42,28,1,1.25,54,145.73999999999995
46000,14400,100,28,20,0,4.6,13,42.14
7200,24000,20,30,28,0,1.1428571428571428,18,1031.24
46000,14400,20,22,30,0,1.0833333333333333,99,28961.67
7200,24000,50,52,22,0,2.2,116,413.34
7200,24000,50,27,36,1,2.4,25,78.34
30000,12000,20,36,20,1,1.1212121212121209,110,7271.75
7200,24000,20,24,18,0,2.0454545454545454,17,1446.81
7200,24000,20,60,18,1,2.3076923076923075,93,2207.24
46000,14400,20,37,28,1,4.315789473684212,20,2120.85
30000,12000,50,26,26,0,2.5555555555555562,126,1319.68
7200,24000,80,10,24,0,1.1,21,72.91000000000003
10000,10000,20,35,36,0,1.0769230769230769,115,3453.73
23200,18000,20,28,24,0,3.4285714285714284,92,14494.06
46000,14400,80,23,24,0,3.2857142857142856,56,326.7
23200,18000,50,37,22,0,2.333333333333333,68,621.4799999999998
30000,12000,50,11,28,1,1.0,17,216.61
30000,12000,100,16,30,0,2.0,19,50.26
10000,10000,20,51,18,0,1.2857142857142858,2,68.29
7200,24000,20,40,22,0,1.0476190476190477,34,1613.85
46000,14400,100,28,30,0,2.1666666666666665,71,206.58
23200,18000,20,44,36,1,4.333333333333333,131,6827.54
46000,14400,80,42,24,1,1.375,50,143.19
10000,10000,20,19,32,1,2.3846153846153846,33,932.6
23200,18000,20,42,34,1,1.0384615384615383,43,2268.3
30000,12000,20,25,16,0,2.5,124,23259.7
30000,12000,50,24,34,1,1.7,4,30.05
46000,14400,80,44,24,0,3.4,7,27.96
46000,14400,50,40,30,0,1.5,95,1173.34
10000,10000,20,51,20,0,3.625,75,1938.1
7200,24000,80,18,30,0,2.0,93,211.07
10000,10000,80,20,22,0,1.2,49,80.12
46000,14400,50,57,28,0,1.6,77,778.3
46000,14400,20,40,18,0,3.9583333333333335,6,1209.65
10000,10000,20,14,18,1,1.7826086956521738,28,1384.17
46000,14400,100,44,34,0,1.0,115,234.82
7200,24000,50,15,24,1,1.3333333333333333,10,56.2
30000,12000,80,36,18,1,3.0,96,216.87
30000,12000,50,14,32,1,1.0588235294117647,70,671.8199999999998
30000,12000,100,21,32,1,2.0,128,185.37
23200,18000,100,13,18,0,1.7,106,384.9500000000001
7200,24000,50,20,14,1,3.5,92,544.6
23200,18000,100,48,30,0,1.0,66,105.94
7200,24000,20,40,24,1,4.5,64,1754.9599999999996
23200,18000,20,24,36,1,3.5555555555555562,27,2405.74
30000,12000,20,10,22,1,4.533333333333333,120,26941.6
30000,12000,50,54,14,1,2.75,51,295.65
30000,12000,20,29,18,1,1.5454545454545454,68,5899.81
30000,12000,20,16,34,1,1.3142857142857145,120,13503.4
7200,24000,80,13,24,0,3.0,38,110.41
7200,24000,50,50,36,0,1.4,37,155.48
7200,24000,50,13,32,1,2.0,13,73.95
30000,12000,50,36,20,0,3.125,52,450.5
7200,24000,50,24,24,1,2.2857142857142856,75,300.0900000000001
46000,14400,50,57,18,0,1.1333333333333333,28,302.58
46000,14400,100,31,14,0,1.4,45,153.03
10000,10000,20,43,18,1,2.4545454545454546,133,2496.27
23200,18000,80,39,18,0,1.375,106,317.0300000000001
46000,14400,80,21,26,1,1.0,58,228.89
10000,10000,80,18,18,0,1.0,65,112.7
46000,14400,80,39,28,0,1.375,122,488.24
7200,24000,20,40,36,1,2.0,29,706.44
23200,18000,20,30,14,0,1.380952380952381,17,3646.45
46000,14400,20,26,30,1,3.6666666666666665,42,5709.920000000001
10000,10000,50,30,22,1,1.6666666666666667,13,31.68
7200,24000,100,15,14,1,2.0,66,96.84
10000,10000,20,49,32,1,2.125,48,700.5
10000,10000,20,30,36,0,1.5,20,675.4
23200,18000,50,54,32,1,3.4,94,488.51
10000,10000,20,44,26,1,1.7272727272727273,119,1920.31
10000,10000,20,51,22,1,1.0714285714285714,126,1991.27
10000,10000,20,23,22,1,4.5,126,3569.43
10000,10000,20,32,30,1,1.0666666666666669,42,828.93
30000,12000,50,34,16,1,1.2857142857142858,79,535.55
30000,12000,50,21,28,0,1.9090909090909087,89,1074.23
46000,14400,20,57,18,1,2.3076923076923075,66,5466.5999999999985
7200,24000,80,12,20,0,1.1,60,190.71
7200,24000,50,21,28,1,1.3333333333333333,53,217.26
46000,14400,50,60,16,0,1.3571428571428572,122,1454.47
46000,14400,50,10,28,0,4.642857142857143,73,3133.15
7200,24000,50,11,36,0,3.4285714285714284,90,949.63
23200,18000,50,56,24,1,2.2857142857142856,70,328.38
30000,12000,50,21,18,0,3.0,138,1966.05
30000,12000,100,12,34,0,3.4,46,144.39999999999995
10000,10000,50,57,26,1,1.0,125,231.12
30000,12000,80,40,20,0,1.2857142857142858,137,350.86999999999995
46000,14400,80,57,24,0,3.0,99,293.7
46000,14400,80,16,28,0,1.4166666666666667,15,109.14
10000,10000,20,10,36,0,1.08,12,1084.86
23200,18000,80,57,30,1,1.2,118,179.96
46000,14400,80,11,30,0,1.1875,97,940.63
23200,18000,20,14,30,0,1.380952380952381,115,32290.16
46000,14400,80,54,24,1,1.8333333333333333,34,75.86999999999998
10000,10000,20,15,28,0,1.0869565217391304,75,4786.65
10000,10000,50,17,24,1,3.2,49,164.42000000000004
10000,10000,50,20,32,0,2.4,33,152.17
7200,24000,50,22,26,0,1.4444444444444444,65,415.14
30000,12000,80,46,30,0,1.6,37,88.2
10000,10000,20,29,18,0,1.5882352941176472,119,4947.72
30000,12000,80,14,34,1,1.625,107,313.9600000000001
7200,24000,20,25,30,1,1.0,51,1888.17
23200,18000,50,23,22,0,1.4,85,1146.09
10000,10000,80,12,28,1,1.4,21,30.57
23200,18000,50,37,22,0,2.333333333333333,123,1118.6799999999996
7200,24000,20,52,36,0,1.0,62,2349.13
10000,10000,20,24,36,0,3.4444444444444446,89,3617.66
10000,10000,50,46,14,1,1.1428571428571428,44,116.43
30000,12000,20,60,34,1,4.4,73,2625.5
10000,10000,20,18,30,0,1.6875,114,5999.33
10000,10000,20,23,22,0,4.5,47,2194.14
23200,18000,50,42,36,1,4.4,38,193.15
30000,12000,50,31,32,1,2.7142857142857144,11,66.82
7200,24000,20,30,16,1,4.0,50,2267.9
46000,14400,50,40,20,1,2.5454545454545454,14,126.06000000000002
30000,12000,20,27,32,0,1.64,133,16814.94
7200,24000,20,23,16,0,1.7307692307692308,9,881.46
30000,12000,80,44,28,1,1.0,100,169.04
46000,14400,100,35,18,0,2.5,6,20.55
30000,12000,50,11,30,0,1.6875,131,2667.4
7200,24000,20,22,36,0,3.0769230769230766,36,2715.99
10000,10000,20,23,34,1,2.9,81,1883.38
23200,18000,50,20,36,1,1.5833333333333333,9,83.58999999999997
30000,12000,50,24,30,1,3.125,63,403.45
30000,12000,20,50,34,0,3.6666666666666665,42,2983.9700000000007
30000,12000,50,56,24,0,2.0,95,602.73
10000,10000,20,25,32,0,1.3333333333333333,108,4156.83
46000,14400,80,35,28,0,4.0,87,410.05
30000,12000,100,42,18,0,1.1666666666666667,45,77.77
46000,14400,80,11,32,0,1.0625,31,294.62
46000,14400,80,50,26,0,1.8333333333333333,12,47.52
23200,18000,50,56,32,1,3.2,134,644.4799999999998
23200,18000,20,55,36,0,2.923076923076924,88,6740.19
46000,14400,20,40,16,0,1.2666666666666666,121,27333.76
30000,12000,80,21,16,1,3.2857142857142856,27,80.0
7200,24000,50,14,20,0,1.6666666666666667,52,494.58
46000,14400,20,46,26,1,1.8518518518518519,17,1456.0
10000,10000,50,20,28,0,2.4,94,419.33
10000,10000,50,12,18,0,1.4545454545454546,19,139.72
10000,10000,20,51,18,0,1.2857142857142858,53,1471.3
7200,24000,50,29,36,1,1.0,68,215.45
10000,10000,100,20,18,1,1.0,131,110.98
10000,10000,20,45,32,1,1.3636363636363635,45,670.2099999999998
7200,24000,50,30,16,1,1.4,121,485.79
30000,12000,80,60,28,1,1.2,3,7.479999999999999
46000,14400,100,36,28,1,1.5,48,89.60000000000002
23200,18000,80,44,16,0,1.8571428571428568,61,178.13000000000005
46000,14400,80,44,30,1,1.125,26,69.84
30000,12000,100,44,18,0,1.6,73,114.65
7200,24000,20,46,36,1,3.75,16,362.5
46000,14400,50,52,30,1,1.3636363636363635,104,705.71
30000,12000,100,14,24,1,4.2,6,13.6
7200,24000,50,25,16,1,1.1666666666666667,28,129.48999999999998
23200,18000,50,60,32,1,1.0,119,551.88
23200,18000,80,35,14,1,3.333333333333333,57,158.58
30000,12000,80,32,14,1,4.6,2,7.15
30000,12000,50,35,24,0,4.166666666666667,103,877.83
7200,24000,80,26,34,0,1.0,82,240.56
23200,18000,20,48,30,1,1.8,25,1297.0700000000004
23200,18000,20,56,24,1,2.2777777777777777,110,5264.6
10000,10000,80,30,16,1,1.2,124,141.64
7200,24000,20,30,36,1,1.5,67,2042.86
30000,12000,20,35,32,1,2.7058823529411766,116,6303.61
46000,14400,50,40,28,0,3.5,128,1641.91
10000,10000,20,60,36,1,1.625,120,1492.86
10000,10000,50,10,24,0,1.6,61,458.58
7200,24000,80,25,22,1,1.3333333333333333,42,102.26
10000,10000,20,34,34,1,1.0,23,414.56
23200,18000,20,51,28,0,2.411764705882353,60,5214.95
46000,14400,100,26,32,0,2.8,87,271.70000000000005
7200,24000,50,26,28,1,1.375,45,167.59000000000003
46000,14400,100,14,24,1,4.666666666666667,47,142.64
46000,14400,100,24,18,0,1.8888888888888888,60,204.35
7200,24000,20,41,30,1,1.7142857142857142,127,3188.9
7200,24000,50,43,24,0,2.4,127,491.08
10000,10000,20,28,28,0,4.375,26,952.68
30000,12000,80,42,20,1,2.4,51,94.95
46000,14400,100,35,24,1,3.0,28,48.88
23200,18000,50,40,16,0,3.2222222222222223,14,146.6
46000,14400,100,12,36,1,1.0,42,139.70000000000002
23200,18000,100,27,16,0,3.8,47,114.4
23200,18000,50,22,18,1,1.05,38,372.66
10000,10000,20,57,32,1,1.875,78,1056.0600000000004
46000,14400,80,33,18,1,4.333333333333333,113,378.6
7200,24000,50,24,16,0,3.4285714285714284,96,718.29
23200,18000,80,28,34,1,1.0,3,9.13
7200,24000,50,22,18,1,1.6,27,126.8
7200,24000,50,46,36,0,1.0,39,162.02
30000,12000,50,15,26,1,1.1111111111111112,120,1197.25
30000,12000,50,57,36,0,1.6666666666666667,61,379.98
30000,12000,80,12,24,0,1.25,18,106.19
46000,14400,50,36,24,0,2.8,83,1128.9499999999996
10000,10000,20,56,18,1,3.375,71,1071.06
10000,10000,50,28,34,1,1.4,17,47.4
7200,24000,80,26,28,0,1.2,75,217.65
30000,12000,50,20,36,0,1.1538461538461535,106,1253.61
7200,24000,50,45,32,1,1.8,94,228.3
23200,18000,20,56,24,1,2.2777777777777777,70,3356.2000000000007
10000,10000,20,16,30,0,1.9375,79,4638.31
10000,10000,100,11,14,0,1.2857142857142858,113,181.13
30000,12000,20,36,32,0,2.2777777777777777,122,11592.05
10000,10000,50,25,14,0,4.0,24,128.89
10000,10000,50,30,22,0,1.5,86,299.73
23200,18000,100,40,32,0,1.0,121,196.59
7200,24000,80,52,14,1,1.2,28,66.80999999999999
10000,10000,20,52,28,1,1.8888888888888888,60,829.3
23200,18000,80,30,28,1,2.0,53,128.72
7200,24000,50,34,14,0,2.8571428571428568,95,575.49
7200,24000,20,44,30,1,4.0,112,2763.18
7200,24000,50,10,18,0,3.6,75,1008.24
30000,12000,20,42,32,1,1.4761904761904765,69,3287.85
7200,24000,20,30,28,0,1.1428571428571428,115,6516.59
46000,14400,20,47,36,0,2.4,99,13108.14
46000,14400,100,60,16,0,1.2857142857142858,48,111.89
46000,14400,50,58,14,1,3.1,14,126.19
46000,14400,20,24,36,0,4.75,91,25099.78
30000,12000,50,39,36,1,1.375,110,523.55
7200,24000,20,48,36,0,1.6666666666666667,81,2975.85
30000,12000,80,19,34,0,1.125,63,239.56
46000,14400,80,54,22,0,1.25,53,166.78
23200,18000,80,24,30,0,3.2,48,183.84
10000,10000,50,34,16,1,2.4,119,321.44
23200,18000,50,11,36,0,1.5625,50,1139.84
10000,10000,20,18,28,0,2.6923076923076925,109,5814.67
10000,10000,50,13,20,0,1.5,79,519.74
30000,12000,20,53,26,0,1.2173913043478262,17,1238.4599999999996
7200,24000,100,27,20,0,1.2,8,12.05
46000,14400,50,53,36,0,2.125,19,218.81
46000,14400,50,11,20,0,1.4642857142857142,12,534.0799999999998
46000,14400,80,51,30,0,2.4,97,358.44
46000,14400,80,23,16,0,5.0,58,411.65
10000,10000,50,40,18,1,2.0,21,50.5
30000,12000,50,55,34,1,1.4285714285714286,86,319.57
23200,18000,80,14,22,1,2.0,7,27.67
10000,10000,20,25,14,1,1.75,2,75.44
30000,12000,50,40,20,0,2.0,43,345.6500000000001
7200,24000,50,14,30,1,1.2727272727272727,69,362.6
46000,14400,50,48,34,0,4.5,59,619.9499999999998
46000,14400,50,40,20,0,1.6428571428571428,139,1827.38
46000,14400,50,29,24,1,4.2222222222222205,132,1463.7200000000007
30000,12000,20,34,14,1,1.5142857142857142,135,12694.46
46000,14400,20,56,36,1,1.6363636363636365,130,8494.650000000001
46000,14400,20,23,32,1,4.545454545454546,79,11941.81
7200,24000,80,21,24,1,2.0,102,157.16
30000,12000,20,60,24,0,4.166666666666667,114,7458.1100000000015
30000,12000,100,42,30,0,1.0,75,115.17
30000,12000,50,15,16,0,1.5,125,2498.11
30000,12000,80,20,24,0,3.0,76,308.46
10000,10000,50,18,24,0,1.375,16,82.09
7200,24000,50,58,36,0,1.2,72,263.51
30000,12000,50,33,26,1,4.5,30,181.08
7200,24000,50,16,14,1,4.5,102,726.25
10000,10000,20,49,30,1,3.2857142857142856,81,1148.5800000000004
23200,18000,20,56,22,1,2.05,41,2117.54
7200,24000,80,30,36,0,1.0,69,190.27
23200,18000,80,30,16,1,1.0909090909090908,124,340.46
30000,12000,80,15,36,0,1.0,128,592.82
7200,24000,50,25,24,0,3.0,120,727.8199999999998
7200,24000,50,30,28,0,2.8,54,278.95
23200,18000,50,17,36,1,2.7,78,690.02
23200,18000,50,48,22,0,2.375,51,404.72
30000,12000,100,43,18,0,1.0,2,4.73
30000,12000,80,18,30,0,1.8571428571428568,29,119.25
10000,10000,20,49,18,0,2.090909090909091,48,1317.59
46000,14400,100,42,30,0,1.1666666666666667,56,126.94
7200,24000,50,30,28,0,1.125,120,660.4499999999998
10000,10000,20,52,28,0,1.8888888888888888,97,2246.32
10000,10000,50,13,22,0,2.5714285714285716,84,540.5899999999998
30000,12000,20,60,22,1,3.0,128,5374.02
7200,24000,80,21,24,1,2.0,79,122.2
30000,12000,20,18,20,1,2.272727272727273,82,10723.97
46000,14400,20,20,28,1,2.2777777777777777,82,14891.23
23200,18000,80,23,28,1,1.5,67,175.53
7200,24000,50,12,20,0,1.125,63,694.9700000000001
7200,24000,50,30,26,0,1.0,74,403.02
10000,10000,80,12,24,0,2.0,53,105.94
23200,18000,20,26,24,1,1.1891891891891893,67,6374.910000000002
7200,24000,50,21,22,1,1.181818181818182,45,210.85
30000,12000,50,47,24,0,1.2,109,755.5600000000002
7200,24000,80,54,16,1,1.0,138,308.8900000000001
7200,24000,20,53,22,0,2.9090909090909087,48,1816.99
30000,12000,20,60,32,1,1.3888888888888888,122,4222.42
10000,10000,20,10,24,0,3.875,75,7453.120000000001
7200,24000,20,54,20,1,1.5,80,1928.43
46000,14400,50,24,30,0,1.4375,14,258.71000000000004
46000,14400,20,30,24,0,3.9583333333333335,26,6029.53
7200,24000,20,10,32,0,1.5,20,3155.5
7200,24000,20,30,36,1,1.5,106,3225.34
10000,10000,50,52,14,1,1.0,113,270.39
23200,18000,80,54,28,1,1.6,7,13.510000000000002
10000,10000,50,17,28,1,2.8,59,179.72
46000,14400,20,46,36,1,1.0,67,4975.74
30000,12000,20,20,30,1,3.75,92,8774.19
10000,10000,20,19,18,0,1.0384615384615383,63,3919.51
23200,18000,20,55,24,0,1.5909090909090908,79,6452.540000000001
