grid_step,n_nodes,n_cores,single_precision,subdomain_ratio,n_hours,time_tot
20,58,14,0,1.0,17,527.2
50,35,18,0,2.2,15,52.61
20,30,28,1,1.4285714285714286,101,2050.830000000001
50,34,26,1,1.4,16,36.85
50,12,34,0,3.2,17,105.27
20,12,20,0,3.875,58,5091.06
50,48,30,1,1.0,24,46.46000000000001
20,37,18,0,2.0769230769230766,126,4134.39
20,18,24,0,1.7222222222222223,38,2060.94
20,52,20,1,2.7777777777777777,24,349.81
20,16,28,1,2.333333333333333,57,1880.24
50,30,14,1,1.1111111111111112,57,181.77
50,22,18,1,1.2222222222222223,28,90.5
20,13,36,0,3.4166666666666665,131,8998.95
100,14,14,1,1.0,105,110.73
20,19,34,0,2.230769230769231,23,1185.86
20,38,36,1,4.333333333333333,116,1839.54
50,48,22,0,1.0,134,353.37000000000006
20,49,36,1,1.3,9,127.42
20,38,34,0,1.0769230769230769,135,3660.73
50,19,30,1,2.6,93,269.32
20,57,24,0,2.5,39,818.87
20,42,20,0,4.125,126,3519.91
80,13,20,1,1.5,5,9.07
20,28,14,1,2.0588235294117645,69,2208.72
50,21,28,0,1.2857142857142858,7,32.07
50,12,22,1,1.7777777777777777,125,512.4599999999998
20,41,34,1,4.833333333333333,113,1738.46
50,54,14,0,1.0,76,279.35
20,54,28,1,1.181818181818182,80,1033.27
20,50,36,0,2.0,61,1419.9400000000005
20,39,22,0,1.8333333333333333,19,555.09
20,12,26,1,1.9,128,5545.13
50,16,16,0,1.0,36,235.31
20,58,14,0,4.375,106,3100.38
20,13,36,0,3.4166666666666665,74,5088.749999999999
50,24,14,0,2.2857142857142856,87,434.0
50,29,26,0,1.1666666666666667,61,215.61
50,14,14,0,1.0,133,1015.66
50,40,36,0,1.0,78,242.06
20,38,28,0,1.3076923076923077,94,2620.5
50,19,20,0,4.0,116,583.66
50,46,16,1,1.3333333333333333,63,164.24
20,36,14,0,1.5882352941176472,34,1396.62
80,10,34,0,1.1666666666666667,16,36.13
20,12,14,1,3.55,111,7857.13
20,45,14,1,3.0,72,1588.65
20,26,22,1,5.0,58,1459.7399999999998
20,24,30,0,1.25,81,3294.350000000001
20,60,14,0,4.125,138,3771.23
20,49,36,1,1.0,45,632.53
20,60,36,0,1.3333333333333333,65,1352.71
20,11,34,1,3.2142857142857144,68,2867.95
20,45,32,1,1.3636363636363635,10,153.61
80,12,18,0,1.6666666666666667,13,28.64
20,27,20,0,2.5384615384615383,100,4008.13
50,15,14,1,2.2222222222222223,70,324.7000000000001
20,49,30,0,3.2857142857142856,131,3090.65
50,14,30,1,2.333333333333333,35,116.13
20,36,24,0,1.5384615384615383,127,3755.43
20,54,16,0,1.5384615384615383,74,1957.53
20,35,24,1,1.9166666666666667,10,195.21
20,28,30,0,4.375,117,4265.42
50,25,24,1,1.0,51,136.06
20,35,28,0,2.5,15,461.05
50,12,14,1,3.5,8,44.92
20,25,26,0,1.0526315789473684,81,3225.26
20,46,30,1,3.571428571428572,83,1208.87
20,57,36,1,1.4444444444444444,106,1314.21
50,20,30,1,1.6666666666666667,93,263.45
20,60,16,0,3.875,116,2944.85
50,60,24,0,1.0,26,63.88999999999999
20,56,34,1,1.75,105,1222.61
20,60,32,1,5.0,18,235.84
20,19,16,1,4.769230769230768,105,4241.44
20,55,34,1,4.4,76,907.21
20,45,30,0,1.8,79,1904.08
20,42,32,0,2.5,10,263.66
20,30,26,0,4.75,18,666.7500000000001
50,30,36,1,1.4,12,29.38
20,42,24,1,4.428571428571429,112,1909.0
20,14,24,0,1.3478260869565215,115,8226.43
20,14,24,1,2.411764705882353,113,4413.49
20,59,34,0,1.75,65,1303.64
20,26,22,0,5.0,76,3133.06
50,22,36,1,1.8,108,269.40000000000003
20,16,36,1,1.8,127,3849.34
50,11,34,1,1.2222222222222223,128,479.89
80,16,24,0,1.4,68,115.08
50,24,24,0,1.8333333333333333,67,265.29999999999995
20,56,34,0,1.75,78,1562.5500000000004
20,25,24,0,2.75,57,2401.15
100,18,20,0,1.0,133,138.59
20,26,30,0,3.6666666666666665,53,2005.42
20,10,24,0,2.5,8,763.71
50,13,22,0,1.6666666666666667,71,436.51
20,60,32,0,1.875,131,2741.55
50,31,22,0,1.5,64,216.44
20,22,28,1,3.1818181818181817,128,3311.28
20,56,36,1,2.833333333333333,94,1147.93
50,38,30,1,1.2,59,126.89
20,56,36,1,4.0,111,1353.0400000000004
20,45,14,0,1.9285714285714288,64,2207.7
20,33,24,0,2.4545454545454546,86,2769.8
50,37,18,0,2.2,114,369.6
20,13,18,1,1.4074074074074074,137,7019.230000000001
20,45,32,0,1.6,107,2818.01
50,45,16,1,1.3333333333333333,10,27.35
50,10,14,1,2.8,67,423.75
20,18,24,1,1.35,42,1335.55
20,49,26,0,1.9,33,807.2299999999998
20,59,22,1,2.75,97,1273.51
20,12,30,0,3.8461538461538463,115,8675.68
50,14,16,0,1.1666666666666667,50,427.77
20,17,36,0,1.9285714285714288,131,7132.9299999999985
80,12,30,0,1.6,11,22.87
20,21,36,1,1.7692307692307692,54,1283.63
20,57,24,0,4.333333333333333,3,72.15
50,14,20,0,5.0,98,618.57
50,15,18,1,2.8571428571428568,33,134.01
80,17,20,0,1.1666666666666667,25,56.94
20,36,30,1,1.2307692307692308,80,1363.0
20,34,32,0,4.142857142857143,121,3722.78
20,29,34,1,1.2142857142857142,120,2608.57
20,39,24,0,3.0,129,3618.96
20,10,18,0,2.2,55,5996.54
50,33,20,0,1.6666666666666667,14,48.58000000000001
80,36,14,1,1.0,26,29.84
50,11,30,0,3.0,122,809.37
20,49,30,1,1.2727272727272727,136,1935.82
20,54,28,0,1.181818181818182,117,2505.15
20,34,30,0,3.625,40,1268.21
20,59,22,0,2.75,23,498.39
50,30,24,0,1.3333333333333333,43,151.42000000000004
20,40,32,1,1.25,108,1682.63
20,13,34,0,1.5263157894736843,101,7154.450000000002
50,26,18,1,1.5714285714285714,16,48.2
20,30,24,0,2.8181818181818183,83,2856.2
80,24,16,1,1.4,14,19.34
20,59,32,0,1.875,80,1634.27
20,35,28,0,5.0,101,3185.07
20,24,28,1,1.1764705882352942,62,1472.0300000000002
20,20,24,0,1.25,138,6775.29
20,60,20,0,3.125,81,1771.2199999999998
100,15,24,1,1.0,15,15.47
20,55,36,1,1.4444444444444444,39,486.44
20,14,30,0,2.1875,108,6985.620000000001
20,10,24,0,2.5,61,5802.42
20,14,24,0,1.3478260869565215,133,9513.43
50,26,16,0,1.7142857142857142,54,238.4
80,14,18,1,2.0,59,85.38
20,13,20,1,1.52,83,3917.49
20,25,36,0,1.0,46,1774.83
20,24,22,0,4.5,86,3819.81
20,30,14,0,2.1875,74,3591.83
20,13,32,0,1.631578947368421,41,2834.56
20,28,20,1,2.9166666666666665,59,1448.23
20,58,16,1,1.1333333333333333,29,499.42
80,23,22,0,1.0,68,101.78
80,15,28,0,1.2,43,73.72
20,35,16,0,1.4705882352941178,70,2627.28
20,41,28,1,1.4166666666666667,54,874.7599999999999
20,16,14,1,4.733333333333333,3,159.12
20,16,18,1,1.148148148148148,32,1368.01
20,30,14,0,4.545454545454546,115,5616.95
20,10,26,0,1.52,111,10443.46
20,16,28,1,2.333333333333333,46,1519.3300000000004
20,20,24,0,5.0,123,6239.11
50,26,20,0,1.4285714285714286,3,13.010000000000002
20,55,24,1,2.75,94,1284.71
50,13,28,0,2.0,113,678.71
20,32,16,0,2.066666666666667,89,3649.45
20,14,14,0,4.176470588235294,119,12235.06
20,18,28,1,1.15,120,3672.37
100,13,14,0,1.0,98,143.34
20,46,34,0,1.4,65,1498.49
20,29,22,0,1.2941176470588236,139,5160.32
20,12,28,1,1.3478260869565215,109,4598.08
20,27,36,0,1.3846153846153846,68,2556.15
20,10,22,0,2.272727272727273,19,1877.46
20,34,30,0,1.1428571428571428,18,554.0
20,50,32,1,2.8571428571428568,39,541.58
50,36,14,0,2.8,23,89.67999999999998
50,58,16,0,1.0,46,130.67
20,23,30,0,3.3,25,1038.42
20,37,22,1,1.6923076923076923,51,967.48
20,47,32,1,1.5,107,1511.0500000000004
20,16,30,0,2.2,105,6226.47
20,54,16,1,1.5384615384615383,53,912.08
50,32,30,1,1.0,36,95.5
20,21,20,0,1.0869565217391304,26,1362.53
20,55,32,0,5.0,86,1862.25
20,36,28,0,3.375,29,847.35
20,28,32,0,1.1333333333333333,104,3821.87
100,10,32,0,1.2,40,52.23
20,46,26,1,1.9,57,886.6999999999998
50,29,14,0,2.333333333333333,37,158.57
50,34,34,1,1.0,40,83.53
20,14,36,1,1.5882352941176472,90,3101.38
50,10,36,1,1.1,7,30.2
20,23,30,1,1.3125,116,2823.61
20,30,26,0,2.083333333333333,3,107.28
20,42,16,0,1.5333333333333334,46,1562.73
20,56,36,0,1.625,125,3156.35
20,54,20,1,2.7777777777777777,14,209.93
20,50,34,1,2.8571428571428568,120,1503.61
20,36,32,0,1.1538461538461535,42,1252.43
20,26,28,0,3.888888888888889,61,2351.7
50,22,18,1,2.6666666666666665,68,206.13
20,45,22,0,3.0,32,851.63
20,13,28,0,2.235294117647059,95,6736.17
20,29,14,1,2.0588235294117645,37,1159.9799999999998
50,24,18,0,1.375,64,273.64
50,20,24,0,2.1666666666666665,94,421.09
20,11,30,0,1.5,95,7882.290000000001
20,48,34,0,1.6666666666666667,109,2803.53
20,20,36,0,2.8181818181818183,115,5291.030000000002
50,14,20,1,5.0,60,238.29
20,14,18,0,1.7826086956521738,14,1110.57
20,44,14,1,1.2941176470588236,89,2043.26
20,52,20,0,4.428571428571429,3,77.45
20,25,22,0,4.5,69,2853.71
20,14,22,0,2.647058823529412,127,9025.39
50,23,14,1,1.75,62,220.24
100,20,14,0,1.4,116,128.85000000000002
50,23,36,1,1.6,79,198.32
50,27,20,0,1.8333333333333333,99,369.65
50,38,32,0,1.2,13,43.37
20,12,18,0,1.5185185185185186,34,3138.63
20,38,32,0,1.1538461538461535,52,1426.96
50,52,14,0,1.0,46,143.74
20,32,26,1,3.4444444444444446,10,200.66
50,10,36,1,4.4,63,257.56
20,30,26,1,2.083333333333333,70,1410.47
20,12,18,0,3.4444444444444446,23,2119.89
20,55,34,0,1.5555555555555556,125,2558.15
20,19,26,1,1.368421052631579,119,3560.580000000001
50,44,24,0,1.0,9,25.85
50,45,16,1,2.2,128,298.57
50,57,16,0,1.6,135,378.19
20,39,32,0,1.25,25,686.8399999999998
20,50,14,1,1.7857142857142858,124,2453.38
50,60,16,0,1.0,24,73.49000000000002
50,10,36,1,4.4,5,23.24
50,27,16,0,1.375,5,22.62
20,35,14,0,5.0,137,5977.54
80,17,24,0,1.4,31,65.61
20,42,14,1,1.3529411764705883,57,1324.2699999999998
20,48,28,0,1.7,133,3139.73
20,23,24,1,1.05,99,2618.96
50,24,24,1,2.4,49,139.00000000000003
20,15,20,0,1.32,128,8906.050000000001
20,38,14,0,2.6923076923076925,10,400.01
20,29,22,0,1.2941176470588236,16,599.4799999999998
20,27,16,1,1.7222222222222223,43,1271.4299999999996
20,36,16,0,1.8,52,1913.35
50,26,32,0,1.1666666666666667,87,367.09
20,60,32,0,1.875,118,2470.11
50,35,16,0,1.4285714285714286,120,412.99
20,22,28,0,3.1818181818181817,139,6231.92
20,49,36,1,2.4285714285714284,78,990.03
50,20,22,0,3.6,58,257.31
50,49,20,0,1.4,80,211.15
20,55,28,0,4.166666666666667,117,2645.09
20,25,36,1,1.0,101,2166.06
20,26,28,1,4.75,12,275.54
20,54,28,0,2.8571428571428568,136,2866.84
20,57,32,1,3.333333333333333,45,560.62
20,43,36,1,1.181818181818182,117,1710.79
20,52,36,0,1.4444444444444444,94,2061.98
20,40,16,0,2.583333333333333,99,3400.27
50,14,24,1,1.75,23,83.68
50,33,26,1,1.1666666666666667,109,242.47000000000003
50,42,20,1,1.8,96,203.32
20,42,26,1,1.7272727272727273,5,84.03999999999998
80,12,26,0,1.8,95,191.23
50,31,26,1,1.1666666666666667,124,323.13
20,46,20,0,1.75,38,1055.16
20,60,20,0,2.0,72,1549.86
20,51,24,1,2.2222222222222223,133,1863.1
50,13,36,0,1.5714285714285714,95,561.8199999999998
20,34,30,1,2.7777777777777777,128,2231.74
20,55,22,0,2.4444444444444446,50,1124.0200000000002
50,33,34,0,1.2,110,335.44
50,17,18,0,1.0,11,61.61
20,50,34,1,5.0,12,157.4
80,10,18,0,1.25,25,60.59
20,16,24,0,2.7333333333333334,81,5101.589999999998
20,23,36,0,2.7,127,5107.450000000002
50,52,18,0,1.4,45,122.37
20,28,28,1,3.1,87,1851.14
20,39,18,1,1.0555555555555556,2,45.37
20,49,22,0,2.2,68,1681.7
20,48,36,1,3.333333333333333,91,1193.53
20,12,24,1,3.6666666666666665,85,3909.18
50,31,14,1,2.333333333333333,113,331.4899999999999
80,12,18,0,2.6,13,29.01
50,18,30,1,2.6,92,268.23999999999995
50,14,20,1,5.0,135,534.5400000000002
20,32,20,0,2.583333333333333,3,111.34
50,22,22,0,1.0,120,500.5
20,22,34,0,2.636363636363636,8,351.9500000000001
20,51,26,0,4.833333333333333,76,1865.14
20,43,24,1,1.8181818181818181,73,1179.5
20,27,22,1,1.8,117,2773.47
20,30,28,0,1.4285714285714286,59,1969.23
20,51,32,0,1.6666666666666667,98,2294.34
20,38,16,0,1.7333333333333334,5,181.86
20,46,36,0,2.8571428571428568,124,3006.36
20,19,24,1,3.1538461538461537,40,1229.1999999999996
50,51,24,1,1.0,112,219.65
50,27,26,1,1.0,115,313.3
20,55,36,0,1.4444444444444444,17,362.28
20,42,30,0,1.0769230769230769,30,884.2
50,33,32,1,1.0,115,296.75999999999993
50,13,30,0,1.8571428571428568,125,741.35
20,56,36,1,2.142857142857143,54,691.16
20,25,34,1,2.9,133,2782.65
20,33,32,0,4.428571428571429,45,1431.7
50,48,22,1,1.0,53,108.28999999999998
20,33,34,0,4.142857142857143,103,3223.71
20,22,22,0,4.090909090909091,53,2519.9300000000007
50,15,14,1,1.0769230769230769,1,5.99
50,22,20,1,1.1111111111111112,107,318.15
20,54,20,1,1.8181818181818181,59,860.86
20,14,16,1,3.647058823529412,125,6442.3499999999985
80,15,24,0,1.6,121,218.62
20,35,28,1,5.0,63,1212.8000000000004
20,27,32,1,1.5384615384615383,122,2500.14
20,27,28,0,1.7692307692307692,104,3751.77
50,22,22,1,1.0,137,405.85
20,58,16,1,1.1333333333333333,24,414.47
20,44,16,1,2.8181818181818183,66,1320.57
50,10,32,0,5.0,5,38.8
20,36,30,1,3.375,112,1935.69
20,11,36,0,2.7333333333333334,4,326.0900000000001
20,14,14,1,4.176470588235294,19,1104.82
20,26,14,1,2.235294117647059,95,3235.24
50,51,20,1,1.2,114,245.36
50,19,24,1,3.2,9,29.61
50,21,18,0,1.2222222222222223,29,137.17999999999998
50,10,20,1,2.0,7,35.48000000000001
20,60,32,0,1.875,24,507.38999999999993
20,50,14,1,1.7857142857142858,90,1781.88
50,10,36,1,2.6666666666666665,20,81.96000000000002
20,18,28,0,1.5882352941176472,126,6687.21
50,12,34,0,1.375,120,747.77
50,24,18,1,1.375,31,97.5
20,11,18,0,1.6666666666666667,98,10135.71
20,30,26,0,1.1875,96,3321.15
50,46,18,1,1.6,38,85.52
50,49,20,0,1.4,5,14.65
50,15,34,1,1.8333333333333333,99,311.29
20,33,32,1,1.8181818181818181,109,1962.59
20,60,22,0,1.25,60,1268.0700000000004
50,29,34,1,1.2,139,313.08
20,50,36,1,1.3,136,1701.28
20,10,36,1,1.65,121,6238.51
50,25,28,0,1.1428571428571428,120,451.43
50,51,24,0,1.0,116,296.55
20,10,16,1,1.6129032258064515,116,8716.640000000001
20,30,28,0,1.9166666666666667,136,4586.58
50,30,14,1,2.333333333333333,121,362.34
20,27,24,1,2.0769230769230766,114,2549.92
50,14,28,1,2.0,34,114.36
20,32,36,0,2.0,44,1369.44
20,50,18,1,2.7,51,794.05
100,17,20,0,1.0,135,143.12
20,45,28,0,3.8571428571428568,129,3275.38
20,35,24,1,4.375,34,675.3599999999999
20,27,30,0,1.125,50,1820.1700000000005
20,25,36,0,4.125,56,2203.21
20,14,20,1,1.4,19,878.27
20,57,20,0,1.2307692307692308,112,2527.4100000000008
20,55,36,1,5.0,74,965.77
20,39,36,0,1.0833333333333333,33,969.27
50,36,36,1,1.0,51,115.05
20,56,18,0,1.8181818181818181,88,2063.04
20,52,34,1,2.7142857142857144,82,1032.56
50,51,22,1,1.2,67,127.72
20,21,26,0,3.4545454545454546,112,5179.74
80,15,16,1,1.1428571428571428,90,139.45000000000002
20,55,16,0,2.272727272727273,33,950.25
20,36,20,1,3.3,115,2310.84
50,40,24,0,1.0,63,191.92
50,35,20,1,1.1428571428571428,46,110.8
20,30,30,0,2.272727272727273,91,3048.4999999999995
20,30,28,1,1.0625,57,1153.89
50,30,22,0,1.6666666666666667,130,428.35
20,33,36,1,1.1538461538461535,1,62.71
20,54,18,0,3.0,104,2574.05
20,50,22,0,2.2,134,3144.35
50,30,24,1,2.0,102,246.16
20,32,28,1,5.0,40,783.6
20,35,14,1,2.5,124,3307.89
50,20,16,0,1.2,36,195.84000000000003
20,56,26,1,1.8888888888888888,113,1452.66
20,38,18,1,2.0769230769230766,13,274.39
20,15,16,0,1.64,42,3557.84
50,11,26,1,1.6666666666666667,123,498.93
50,40,24,1,1.0,72,273.91
20,19,36,0,2.0769230769230766,21,1012.29
20,54,14,0,1.0588235294117647,43,1306.39
20,15,18,1,3.4375,129,6078.38
20,21,16,1,2.411764705882353,132,4810.8600000000015
20,20,14,0,2.9411764705882355,75,5460.669999999999
20,19,20,1,3.8461538461538463,71,2422.8
20,52,24,1,1.9,89,1274.5
20,44,16,0,2.8181818181818183,91,2896.32
20,35,34,0,1.0,101,2964.05
50,20,32,0,2.4,91,404.47
20,32,26,0,3.4444444444444446,32,1050.66
50,17,22,0,1.2222222222222223,71,379.49
50,32,30,1,1.0,73,191.7
20,45,14,1,3.1818181818181817,133,2827.51
20,15,14,1,1.0606060606060606,17,951.96
20,48,28,0,3.2857142857142856,57,1332.67
20,60,30,1,1.3,34,396.06
20,35,36,0,1.0769230769230769,88,2643.9999999999995
20,45,22,1,4.714285714285714,109,1796.7200000000007
20,14,24,1,1.3478260869565215,30,1191.88
50,45,24,1,1.2,98,201.86
20,19,34,0,2.230769230769231,44,2266.73
50,11,34,1,1.2222222222222223,94,353.07
80,25,24,0,1.0,54,72.63000000000002
20,51,26,0,4.833333333333333,61,1498.09
20,33,30,0,3.0,25,784.02
50,12,22,0,1.7777777777777777,19,125.92
50,13,32,1,2.5,61,219.24
50,15,24,0,1.1,30,171.68
20,37,34,0,1.0769230769230769,38,1065.27
20,15,14,1,4.4375,81,4462.7
50,54,20,1,1.4,12,25.92
20,52,22,1,1.7272727272727273,74,1124.59
50,12,36,0,3.2,105,660.79
50,20,26,1,1.4285714285714286,106,303.5
20,21,24,1,3.727272727272727,67,1883.39
20,35,32,1,3.125,109,1923.59
50,10,32,1,5.0,31,132.23
20,37,26,1,1.4615384615384617,55,1038.86
20,20,30,0,1.0,70,3387.87
20,28,32,1,5.0,91,1892.38
100,13,20,0,1.4,17,22.0
20,38,16,0,1.7333333333333334,137,4865.219999999998
20,45,26,0,1.7272727272727273,49,1249.98
20,31,26,1,1.1875,127,2559.870000000001
20,10,18,0,1.8518518518518519,6,659.77
50,24,30,1,1.3333333333333333,131,358.13
100,13,18,1,1.4,43,45.42
20,15,32,1,3.4166666666666665,97,3247.21
20,10,30,0,2.05,131,11856.71
20,54,20,1,1.5,103,1635.31
20,43,26,1,1.7272727272727273,112,1785.66
50,29,22,0,1.5,135,462.04
20,58,32,1,1.875,16,201.88
50,22,26,1,1.2857142857142858,18,52.42999999999999
50,10,28,1,5.0,129,561.52
20,23,26,0,3.8,9,393.13
80,15,16,1,2.4,131,197.58
50,17,22,0,3.6,113,579.2699999999999
20,24,36,0,1.5384615384615383,74,2851.14
20,55,26,0,2.1111111111111107,14,306.44
20,19,32,1,1.7333333333333334,53,1443.9
100,14,14,1,1.0,49,52.49
20,28,34,1,1.2142857142857142,2,43.34
20,37,24,1,1.5384615384615383,121,2257.51
20,58,14,0,1.0,68,2073.52
20,26,20,0,1.3157894736842106,107,4501.7
20,30,24,0,2.25,1,40.52
20,26,26,0,1.0,59,2331.6
20,45,16,0,1.9230769230769231,50,1565.05
20,45,32,1,4.5,130,2014.06
80,17,14,1,1.1428571428571428,14,22.47
20,52,16,1,3.4444444444444446,25,439.36
50,33,16,0,2.0,123,451.42
100,20,14,0,1.4,73,81.55
20,55,26,0,3.1428571428571432,112,2444.74
50,24,24,1,1.8333333333333333,88,246.19
50,35,18,0,2.2,9,32.81
80,18,32,0,1.0,90,138.69
50,24,24,0,1.8333333333333333,38,151.62
20,36,20,1,1.25,137,2760.6600000000008
50,39,20,1,2.0,63,136.8
20,57,36,1,3.0,115,2201.7
20,35,28,0,5.0,131,4129.47
20,16,18,1,4.769230769230768,29,1213.55
100,12,30,0,1.0,130,159.37
20,56,30,1,3.8333333333333335,126,1681.21
80,17,16,0,1.0,20,40.34
50,31,34,0,1.2,115,387.21
20,27,26,1,1.0555555555555556,6,142.85000000000005
20,35,36,1,3.571428571428572,71,1175.6799999999996
20,49,18,0,2.7,75,2035.52
20,54,16,1,3.4444444444444446,100,1701.1
50,24,36,1,1.1666666666666667,3,9.25
20,27,20,1,1.6875,51,1368.9
20,28,22,1,1.2941176470588236,92,2141.13
50,20,18,0,1.1,35,171.37
20,34,32,0,4.142857142857143,66,2033.18
20,53,34,0,1.5555555555555556,29,619.34
50,37,36,1,1.0,2,6.46
20,11,26,0,2.3684210526315788,19,1687.75
20,15,36,1,3.727272727272727,2,70.2
20,49,32,1,1.5,89,1201.4299999999996
20,53,20,0,2.7777777777777777,25,605.31
20,51,26,0,2.1111111111111107,14,326.79
20,35,16,0,2.2142857142857144,79,2998.9500000000007
20,42,22,1,1.1333333333333333,22,380.2000000000001
50,56,16,0,1.1666666666666667,111,328.22
50,31,14,0,2.333333333333333,24,104.27
50,21,26,0,2.8,125,531.33
20,57,34,1,1.75,78,1198.78
50,13,24,1,2.2857142857142856,49,189.92
50,10,20,0,3.125,63,493.74
80,18,14,1,1.3333333333333333,71,105.43
20,30,32,0,2.5,100,3567.53
20,51,36,0,1.5555555555555556,124,2804.28
20,31,36,0,1.2307692307692308,70,2353.34
50,40,24,1,1.0,67,154.32
20,20,16,0,3.333333333333333,128,7957.35
20,28,20,1,2.2142857142857144,52,1275.24
20,14,36,1,1.5882352941176472,27,935.44
50,44,14,1,1.2857142857142858,24,63.95
20,17,20,1,1.16,11,420.95
50,15,34,1,1.8333333333333333,130,408.32
50,19,22,1,3.6,45,143.22
80,22,20,0,1.2,9,15.53
50,60,20,0,1.2,19,46.26
50,15,28,0,3.2,4,24.44
20,12,30,0,2.5625,111,8358.0
20,37,26,0,1.4615384615384617,138,4091.48
50,25,20,0,1.25,86,341.7700000000001
20,49,16,0,1.0,74,2149.17
20,51,28,1,1.8888888888888888,114,1494.55
50,54,24,0,1.0,67,165.95
20,18,24,1,1.35,52,1652.55
20,45,28,0,3.8571428571428568,52,1323.43
50,26,28,1,1.0,63,166.9
20,18,36,0,2.0769230769230766,58,2957.77
20,60,24,0,1.6,90,1827.59
20,16,34,1,2.2142857142857144,86,2678.38
50,30,32,1,1.0,14,38.75
50,18,26,0,3.2,51,250.94
20,57,14,0,1.7692307692307692,65,1856.39
50,33,26,0,1.1666666666666667,3,10.51
20,35,26,0,5.0,8,252.23
50,54,18,0,1.4,95,255.21
80,12,28,0,1.4,68,132.03
50,13,34,1,1.5714285714285714,126,428.52
80,10,24,1,1.6666666666666667,57,86.43
20,48,22,1,4.428571428571429,62,970.96
20,42,28,0,2.0,123,3185.29
50,26,20,1,3.0,127,336.74000000000007
20,37,36,1,1.0,42,1042.3
50,30,28,1,1.8,106,263.03
20,22,32,1,1.4666666666666666,62,1487.78
50,45,18,1,1.1666666666666667,43,101.39
80,12,30,1,1.0,11,16.22
20,21,20,0,4.545454545454546,62,3138.09
20,38,22,0,1.6923076923076923,38,1124.08
20,29,28,0,4.375,112,4018.67
20,45,20,1,2.7,11,179.42
80,10,24,1,1.6666666666666667,5,8.43
50,25,16,0,1.0,103,456.66
20,56,30,1,2.125,53,661.31
50,18,32,1,1.8333333333333333,70,205.17
20,10,16,1,1.6129032258064515,63,4735.280000000002
50,33,16,0,1.125,58,219.37
20,30,24,0,1.9230769230769231,53,1813.74
50,28,30,1,1.1666666666666667,78,197.54
20,27,34,0,3.2222222222222223,109,3890.63
50,48,16,1,1.3333333333333333,53,141.14999999999995
50,40,16,1,1.6666666666666667,88,230.53
50,14,34,0,2.8,32,176.89
20,30,32,0,4.714285714285714,120,4089.58
20,18,36,0,2.0769230769230766,128,6522.87
80,10,16,0,1.7142857142857142,52,138.71
20,13,24,0,1.9,116,8619.08
20,21,18,0,5.0,124,6883.1799999999985
20,15,26,0,1.7368421052631582,129,8412.960000000001
50,20,28,0,2.8,79,335.93000000000006
20,42,22,1,1.1333333333333333,1,21.73
50,21,28,0,1.2857142857142858,91,391.59
80,10,20,1,3.0,85,135.55
20,14,26,1,2.235294117647059,13,690.6600000000002
50,21,22,1,2.333333333333333,36,100.94
20,12,20,1,2.5,87,4565.249999999999
80,11,36,0,1.2,92,197.88
20,18,36,1,2.0769230769230766,91,2464.87
50,58,14,0,1.1666666666666667,68,190.76
50,23,16,0,1.5,93,450.16
50,21,20,0,1.8571428571428568,44,199.53000000000003
20,36,22,1,1.3333333333333333,122,2296.4
50,44,20,1,1.8,54,113.52
20,30,18,0,3.727272727272727,70,2772.54
100,20,14,0,1.4,74,82.65
50,13,24,0,5.0,82,523.86
20,36,32,1,3.8571428571428568,61,1028.5500000000004
20,18,34,0,1.9285714285714288,17,892.56
20,13,28,0,1.8421052631578947,60,4288.5700000000015
20,24,22,1,3.727272727272727,77,2398.69
50,29,22,0,1.5,72,247.84
80,18,16,0,2.0,17,30.56
20,45,30,0,2.2222222222222223,127,3153.76
20,60,24,0,1.3636363636363635,123,2476.6
20,15,14,1,2.1739130434782608,62,3380.4100000000008
20,55,16,0,2.272727272727273,99,2816.73
50,29,26,1,1.1666666666666667,71,183.31
20,60,32,0,1.2,107,2212.26
20,16,18,0,4.769230769230768,104,7168.02
20,47,20,1,2.5,7,122.69
20,49,36,1,1.0,126,1734.94
80,15,16,1,2.4,34,52.08
20,39,30,1,1.3333333333333333,135,2179.26
20,11,32,1,3.0,65,2829.93
100,10,24,1,1.0,5,9.37
20,40,28,1,1.4166666666666667,51,836.1899999999998
50,11,14,1,1.2857142857142858,65,385.46
50,25,34,1,1.6,11,27.02
100,10,18,1,1.3333333333333333,65,75.36
50,25,32,1,2.0,130,319.73
20,60,14,0,1.9166666666666667,91,2745.03
20,29,30,0,4.125,127,4438.07
50,10,26,1,1.5,49,212.75
50,57,14,1,1.8,81,196.62
20,14,30,1,2.1875,64,2345.44
20,32,26,0,3.4444444444444446,8,266.34
80,13,24,1,1.8,134,185.85
50,39,18,1,2.2,128,289.42
20,14,34,1,2.5,113,3809.31
20,18,30,1,1.3888888888888888,26,755.46
50,48,20,1,1.0,20,47.6
20,32,24,0,1.3333333333333333,100,3288.18
20,22,30,1,1.375,1,29.11
20,38,22,0,1.6923076923076923,81,2391.29
50,18,26,0,1.5714285714285714,48,222.17
80,11,14,0,1.375,40,112.03
50,10,32,1,3.333333333333333,9,39.15000000000001
20,40,36,0,1.6,98,2572.24
20,38,32,1,3.7142857142857135,75,1205.81
20,11,20,1,1.8,41,2258.43
20,54,18,0,1.3846153846153846,92,2237.11
50,16,14,0,3.571428571428572,59,412.02
50,10,36,0,1.625,95,683.03
80,15,18,0,1.3333333333333333,36,70.37
50,27,24,0,2.2,127,460.44999999999993
20,49,16,0,4.375,131,3806.24
