grid_step,n_nodes,n_cores,single_precision,subdomain_ratio,n_hours,time_tot
80,11,16,1,1.5714285714285714,6,12.14
50,30,24,0,2.2,77,247.01
20,12,24,1,2.05,3,140.76
80,13,24,0,1.8,27,52.08000000000001
50,13,26,0,2.142857142857143,78,464.64
80,10,22,1,1.8333333333333333,51,85.13
20,60,24,1,1.3636363636363635,55,694.04
20,55,36,0,2.2857142857142856,129,2896.29
20,55,28,0,1.8888888888888888,117,2468.86
100,11,20,1,1.8,139,137.43
50,16,30,1,2.1666666666666665,128,404.86
20,57,34,1,1.4444444444444444,20,274.31
50,10,22,0,1.8,7,56.55
20,13,36,1,2.923076923076924,81,2983.53
20,10,32,0,3.333333333333333,53,4656.89
50,44,16,0,1.5,11,36.58
20,30,34,1,2.7777777777777777,88,1830.95
50,55,18,0,1.0,77,200.05
20,58,18,1,3.375,36,534.0500000000002
50,16,16,1,1.0,94,423.31
100,10,36,1,1.0,67,61.57
50,37,36,0,1.0,105,343.44
20,56,24,1,3.2857142857142856,2,30.05
20,14,20,0,4.428571428571429,29,2207.92
20,60,24,1,1.6,85,1221.26
20,36,36,1,1.0,97,1573.17
20,20,24,0,5.0,117,5935.09
20,50,22,0,1.8181818181818181,71,1711.2
20,42,14,0,3.1818181818181817,78,2804.57
20,30,20,1,2.75,27,634.1199999999999
20,36,14,0,2.6923076923076925,13,536.61
20,57,22,1,2.75,32,423.89
20,35,32,0,1.0714285714285714,78,2284.57
80,10,20,1,3.0,108,171.89
50,21,18,0,2.0,108,502.46
20,42,20,0,1.0625,37,1063.75
20,19,30,1,1.625,108,3124.43
20,34,20,0,2.4166666666666665,53,1790.9
20,60,32,1,3.333333333333333,47,614.66
50,27,32,1,1.6,93,242.81
20,16,20,1,1.24,47,1853.1
50,11,36,0,1.2222222222222223,136,890.68
80,15,16,1,1.1428571428571428,113,174.64
20,37,36,1,1.0,47,807.29
50,23,26,0,1.1428571428571428,49,199.09
20,26,14,0,1.8421052631578947,120,6596.87
100,15,24,0,1.0,122,135.18
20,33,20,0,4.5555555555555545,67,2332.81
20,18,34,1,4.5555555555555545,48,1348.96
20,22,20,0,4.545454545454546,68,3394.21
20,29,28,1,4.375,1,25.87
20,35,32,1,4.428571428571429,57,1043.37
20,36,16,1,1.0,21,506.14
20,60,18,1,2.7777777777777777,38,566.11
20,24,22,0,2.066666666666667,39,1661.0100000000002
20,20,36,1,2.8181818181818183,31,789.14
20,59,22,1,2.75,61,802.99
20,21,16,0,1.3478260869565215,42,2576.34
50,51,24,1,1.0,102,200.25
20,36,34,0,4.833333333333333,28,821.9200000000002
20,49,30,1,3.2857142857142856,10,148.19
20,36,26,0,1.6666666666666667,47,1428.57
20,20,26,1,1.3157894736842106,136,3863.51
20,36,20,1,3.3,94,1889.58
20,23,14,1,1.6666666666666667,117,4449.48
20,55,18,1,4.714285714285714,63,1212.12
20,57,20,0,3.25,122,2821.19
100,14,14,0,1.0,23,33.4
50,57,26,0,1.0,79,198.43
50,18,18,0,4.4,125,676.5600000000002
20,59,32,1,1.875,42,514.05
20,52,30,0,1.7777777777777777,32,704.9599999999998
20,50,36,0,3.333333333333333,19,463.55
20,34,36,1,3.8571428571428568,100,1760.28
20,55,20,0,2.2,90,2062.92
20,55,32,1,5.0,76,970.31
50,18,16,0,5.0,26,155.32
50,34,34,1,1.0,139,285.49
20,24,22,0,3.727272727272727,40,1763.4
50,10,28,0,5.0,65,490.92
50,52,24,1,1.2,47,94.17
20,52,16,0,3.4444444444444446,119,3293.58
80,13,16,0,1.2857142857142858,47,106.2
50,10,22,1,2.2222222222222223,108,504.47
20,39,34,1,2.1111111111111107,108,1632.52
20,29,34,1,1.2142857142857142,57,1243.99
50,60,22,0,1.2,48,106.53
20,18,26,0,3.4166666666666665,100,5544.079999999999
100,12,24,0,1.2,48,60.01
20,57,28,1,3.8333333333333335,74,975.58
20,50,32,0,4.166666666666667,3,83.15
20,17,32,0,1.933333333333333,89,4741.27
20,50,34,1,2.8571428571428568,60,754.8100000000002
20,45,26,1,1.7272727272727273,130,2024.54
20,39,26,0,1.5833333333333333,36,1013.68
20,22,32,0,2.8181818181818183,31,1433.32
20,33,14,0,2.333333333333333,130,5707.87
20,18,16,1,3.6666666666666665,102,4309.26
20,52,28,1,2.375,97,1292.62
50,16,32,0,2.0,127,651.98
50,32,30,0,1.0,47,170.08
80,22,14,1,1.6,114,150.34
20,55,20,0,2.2,74,1697.0
20,14,30,1,1.9411764705882355,96,3400.99
20,57,32,0,1.3,15,323.47
20,55,20,1,2.7777777777777777,117,1653.54
80,11,32,0,1.4,33,68.07
20,55,18,0,4.714285714285714,109,2793.35
80,12,22,1,2.0,60,83.78999999999998
50,25,32,1,2.0,51,126.97
50,27,36,1,1.4,30,73.49000000000002
50,26,36,1,1.4,1,4.12
100,19,20,1,1.0,33,28.110000000000007
20,46,14,1,3.5,85,1778.98
50,45,26,0,1.2,7,20.46
50,54,14,0,1.8,62,198.31
20,48,28,0,3.2857142857142856,11,261.33
50,26,18,1,3.0,83,242.22
20,23,32,0,1.4,125,5499.940000000001
20,45,20,1,2.272727272727273,24,397.07
20,50,36,1,1.0909090909090908,117,1600.68
20,59,20,1,3.125,92,1259.93
20,16,26,0,2.533333333333333,91,5445.95
50,14,26,1,2.0,128,431.43
50,11,34,0,3.6,106,690.31
50,18,28,1,2.8,132,380.3
50,44,16,0,1.5,134,428.95
20,54,22,0,1.6363636363636365,50,1173.5299999999995
50,11,20,0,1.8,114,808.43
20,26,24,1,4.5555555555555545,7,171.45000000000005
20,38,22,1,1.6923076923076923,12,219.4
80,18,20,0,1.6,68,113.2
50,25,34,1,1.6,33,77.17999999999998
50,19,22,0,1.1111111111111112,116,544.3599999999999
50,16,26,1,1.7142857142857142,7,28.13
20,44,36,1,3.6666666666666665,6,89.6
20,51,14,1,2.636363636363636,123,2452.18
50,58,16,1,1.0,139,311.63
20,25,36,1,1.5384615384615383,136,2836.43
50,25,34,0,1.6,6,32.93
50,39,36,0,1.0,75,229.48
50,13,32,0,2.5,136,822.9100000000002
20,12,14,1,2.6956521739130435,124,8366.69
100,11,16,1,1.5,57,64.75000000000001
80,33,16,1,1.0,124,136.17000000000002
20,35,28,1,2.5,101,1803.71
50,20,36,0,2.0,76,333.17
20,52,30,1,4.166666666666667,85,1220.35
50,20,18,0,4.4,133,653.25
20,60,26,1,2.8571428571428568,12,155.1
20,33,14,0,1.0454545454545454,64,2996.93
50,50,16,0,2.0,97,262.39
20,45,28,1,1.5454545454545454,46,673.49
20,36,20,1,2.8181818181818183,31,638.94
20,18,36,0,4.5555555555555545,113,5956.73
20,38,20,0,1.9230769230769231,49,1504.85
20,30,32,1,1.0666666666666669,92,1817.0
20,52,18,1,1.4615384615384617,105,1691.58
20,20,32,1,2.583333333333333,18,475.68000000000006
20,33,36,0,3.8571428571428568,37,1154.9999999999998
50,32,28,1,1.1666666666666667,121,305.22
50,56,16,0,1.1666666666666667,59,179.5
20,27,20,0,3.727272727272727,4,170.67
20,35,18,0,3.1818181818181817,15,518.09
20,45,22,0,2.0,124,3214.85
20,16,36,1,4.1,60,1861.05
20,18,14,0,1.2962962962962965,119,9332.71
50,12,34,1,1.375,23,83.96999999999998
20,21,16,1,1.3478260869565215,2,76.75
50,40,24,1,1.6,85,180.05
20,25,32,0,2.083333333333333,69,2611.55
20,18,24,0,3.1538461538461537,118,6379.3
50,44,20,0,1.8,112,299.55
20,60,16,1,2.5,107,1710.4
50,25,20,0,1.25,127,504.13
50,35,32,1,1.2,139,293.68
20,28,18,1,1.5882352941176472,41,1061.35
20,18,36,0,4.5555555555555545,8,431.63
80,10,16,0,1.7142857142857142,5,14.16
50,38,28,1,1.4,85,177.73999999999995
20,11,32,1,3.0,8,354.42
80,10,20,0,2.0,46,109.08
20,51,28,0,1.2727272727272727,44,1024.33
20,18,16,0,1.148148148148148,81,5602.250000000001
20,28,30,0,1.4285714285714286,64,2284.04
20,27,32,1,3.4444444444444446,31,686.5200000000002
20,45,32,0,1.3636363636363635,47,1143.83
20,57,36,1,3.0,49,938.46
100,16,20,1,1.2,106,90.6
80,32,18,0,1.0,94,122.76
20,56,18,1,1.8181818181818181,67,994.87
20,58,18,0,3.375,94,2193.63
50,16,36,0,2.4,105,545.0799999999998
50,11,30,1,1.4444444444444444,79,313.37
50,16,26,0,1.7142857142857142,11,57.83
20,20,30,1,2.75,24,652.54
20,39,26,1,1.5833333333333333,22,406.77
20,20,18,1,1.08,106,3860.31
50,45,14,1,1.5,102,263.18
50,24,30,0,2.2,46,171.19
20,32,32,1,1.0,17,321.08
100,20,20,0,1.0,18,19.36
20,24,36,0,3.4444444444444446,67,2724.68
50,18,26,1,1.5714285714285714,92,279.86
20,45,20,1,1.0,128,2209.73
20,54,30,0,4.166666666666667,116,2607.99
50,15,24,0,1.625,49,276.57
50,21,20,0,1.1111111111111112,19,90.44
20,40,28,1,1.4166666666666667,106,1733.24
20,14,32,0,1.8235294117647056,95,10709.04
80,11,16,1,3.0,12,22.05
20,15,24,0,2.5625,132,9281.37
20,40,30,1,1.3333333333333333,54,870.52
50,11,30,0,3.333333333333333,92,615.98
50,19,22,0,1.1111111111111112,94,441.62
50,34,36,0,1.0,20,65.21000000000001
20,13,32,0,1.631578947368421,66,4560.31
20,15,36,0,2.5384615384615383,138,8241.85
50,16,36,0,1.0,27,147.65
50,15,34,1,2.6,75,230.95
20,57,24,1,4.333333333333333,75,947.3
20,27,16,0,1.7222222222222223,135,6424.5999999999985
20,30,20,1,4.1,56,1278.35
50,40,24,1,1.6,69,146.77
20,35,20,0,1.1764705882352942,34,1114.59
50,22,14,1,2.5714285714285716,19,69.09
50,35,32,1,1.2,92,194.98
20,19,20,1,1.04,40,1394.7900000000004
20,22,14,0,1.5909090909090908,58,3904.0
20,34,32,1,4.142857142857143,134,2407.82
20,13,24,1,2.1578947368421053,11,472.8
20,15,34,0,2.357142857142857,131,7896.98
20,30,28,1,1.0625,109,2199.61
100,19,18,0,1.0,2,3.45
50,15,18,0,1.181818181818182,81,479.15
50,27,30,1,1.1666666666666667,29,79.13999999999999
50,24,22,0,2.0,83,329.97
20,42,32,0,1.7,100,2599.53
20,38,24,0,2.6,116,3374.97
20,30,36,0,2.7777777777777777,33,1095.0500000000004
80,11,14,1,3.4,134,251.58
20,46,36,0,2.8571428571428568,92,2231.96
50,21,24,0,2.8,24,105.78
20,52,24,1,1.25,135,1872.43
20,54,26,1,4.5,127,1764.5
50,38,18,1,2.2,59,144.11999999999995
50,17,24,1,1.375,91,314.93
50,23,36,0,1.6,80,322.41
80,12,18,1,1.6666666666666667,66,102.58
50,12,30,1,1.625,63,237.65
20,29,28,0,1.0,132,4661.02
20,60,26,1,1.0,20,268.68
20,30,16,1,2.2,57,1612.19
20,31,14,0,2.1875,51,2372.9
20,51,22,1,4.142857142857143,21,319.01
80,10,26,1,1.5,133,196.82
20,52,24,1,2.2222222222222223,77,1092.91
20,22,34,1,1.5714285714285714,78,1812.18
20,20,30,0,4.1,41,1925.74
20,59,20,0,3.125,13,292.9000000000001
20,54,14,1,3.888888888888889,4,80.08
80,30,14,0,1.2,15,24.16
20,45,18,1,1.125,115,2101.7899999999995
20,25,34,1,1.4285714285714286,120,2501.55
20,32,18,1,4.1,31,746.67
20,33,20,1,1.375,66,1430.16
50,16,30,1,2.0,83,262.04
20,59,16,1,3.875,94,1556.35
50,39,36,0,1.0,10,35.24
50,44,20,0,1.8,69,185.17
20,42,32,1,3.2857142857142856,50,744.07
20,45,22,0,2.0,37,963.29
100,10,28,0,1.4,79,103.63
50,30,28,0,1.8,63,215.84
20,15,18,0,1.2222222222222223,71,5272.63
50,30,20,1,1.0,125,335.18
50,52,18,1,1.6,84,181.39
20,55,24,0,2.75,25,565.04
20,33,32,1,1.0,74,1350.42
20,32,24,0,1.3333333333333333,38,1253.96
20,10,24,0,1.64,118,11364.25
20,16,36,0,4.1,88,5141.64
50,24,22,0,1.125,124,496.09
80,36,16,1,1.0,57,63.1
20,40,24,1,4.714285714285714,87,1475.52
50,27,26,1,2.2,123,305.3900000000001
20,33,14,1,1.0454545454545454,132,3773.08
20,12,14,1,1.1714285714285717,94,6809.1500000000015
20,38,36,1,2.5,135,2078.65
20,18,26,1,3.4166666666666665,19,598.2700000000002
20,60,16,1,1.6666666666666667,133,2143.67
20,28,36,1,1.8181818181818181,123,2395.94
20,57,22,1,3.7142857142857135,46,621.3199999999998
50,20,36,0,1.3333333333333333,67,304.25
20,32,34,1,4.142857142857143,106,1912.62
20,15,36,0,1.3888888888888888,113,6767.879999999999
20,23,14,0,1.6666666666666667,67,4268.1799999999985
50,13,26,0,2.142857142857143,107,636.9
50,15,32,1,2.0,19,62.22
20,56,30,1,2.8571428571428568,113,1509.46
20,13,36,0,3.4166666666666665,52,3579.55
20,55,36,1,1.875,26,366.41
20,49,16,0,3.1,39,1172.4199999999996
50,56,20,1,1.2,44,98.76
20,54,36,0,3.0,34,749.14
50,16,14,1,4.666666666666667,46,209.78000000000003
50,11,30,1,3.333333333333333,50,190.69
20,50,32,1,1.5,16,212.26
100,15,16,1,1.0,119,116.42
20,53,26,1,2.1111111111111107,84,1141.0199999999998
20,10,36,0,4.583333333333333,26,2378.67
20,26,24,1,4.5555555555555545,60,1431.79
20,50,22,1,2.7777777777777777,85,1244.6
20,56,26,0,2.375,134,2846.34
20,28,30,1,1.4285714285714286,13,272.22
50,35,26,1,1.4,22,49.38
20,18,24,0,1.7222222222222223,4,221.88
20,31,34,0,1.1428571428571428,39,1286.91
20,14,32,0,1.8235294117647056,5,566.04
20,35,24,0,1.0625,76,2333.27
20,19,26,1,1.368421052631579,94,2813.830000000001
20,24,32,1,1.3333333333333333,136,3050.56
80,24,24,0,1.0,58,81.85
20,36,20,1,2.25,6,122.99
50,25,28,1,1.1428571428571428,50,175.67
80,10,18,1,2.1666666666666665,1,3.04
20,15,30,1,4.545454545454546,91,3142.5400000000004
20,13,22,1,2.3684210526315788,136,6074.91
20,42,30,0,1.5454545454545454,31,792.13
50,32,14,1,2.333333333333333,77,227.96
20,27,28,0,1.0588235294117647,21,782.2
20,11,36,0,1.2272727272727273,93,7515.580000000001
20,40,16,0,2.583333333333333,126,4326.1
20,54,32,1,1.6666666666666667,46,589.41
20,11,26,0,2.3684210526315788,105,9223.07
20,26,30,0,4.75,28,1108.68
50,11,24,1,4.166666666666667,110,464.18
20,54,30,1,1.181818181818182,98,1244.3100000000004
50,48,20,1,1.0,87,201.03
50,34,32,0,1.2,54,172.68
20,55,36,0,1.4444444444444444,15,320.50000000000006
20,53,18,1,3.0,127,1985.29
50,32,34,1,1.2,92,201.07
50,29,24,1,1.3333333333333333,21,54.790000000000006
20,55,14,0,3.888888888888889,82,2424.25
20,56,34,1,1.75,41,480.85
20,25,22,0,4.5,47,1945.55
20,26,24,0,4.5555555555555545,72,2867.53
20,45,24,1,1.8181818181818181,79,1210.39
20,28,36,0,2.3,46,1725.0399999999993
80,14,18,0,2.0,122,233.48
50,25,20,0,1.25,133,527.89
50,19,18,1,4.4,16,55.83
50,11,28,0,1.5555555555555556,15,101.71
20,45,24,1,2.7777777777777777,12,188.99
20,54,28,1,1.181818181818182,17,223.72
20,44,24,0,1.0,31,813.0000000000001
80,24,16,1,1.4,53,67.7
50,22,36,0,1.8,9,37.28
50,13,30,0,1.8571428571428568,82,486.79
20,56,24,1,2.5,73,915.86
20,57,22,0,3.7142857142857135,59,1715.39
80,16,18,1,1.1666666666666667,99,141.05999999999997
20,52,14,1,3.888888888888889,103,1979.84
50,18,30,1,1.4285714285714286,98,287.6
50,27,16,1,1.375,82,253.99
20,32,28,0,5.0,51,1694.2
50,57,24,1,1.0,111,207.5
20,58,36,0,1.625,50,1025.42
50,37,20,0,2.0,75,230.13
20,14,16,0,4.733333333333333,56,5119.1100000000015
20,28,22,1,1.2941176470588236,26,609.27
20,38,14,1,2.6923076923076925,37,951.89
20,30,22,1,1.6666666666666667,51,1107.3
20,33,16,0,1.1,31,1250.4
20,44,24,1,4.428571428571429,99,1611.66
20,39,30,1,1.7272727272727273,56,923.53
20,51,32,1,2.8571428571428568,27,387.21
50,13,36,1,3.0,115,399.29
20,31,18,0,1.6875,13,491.72
80,14,14,0,1.0,51,124.82
80,11,14,0,3.4,119,329.4
50,40,20,1,1.3333333333333333,63,150.89
50,15,32,0,2.0,80,438.06
20,57,36,1,1.625,139,1678.54
50,19,16,1,1.2,122,487.96
100,10,18,1,2.2,13,16.020000000000003
20,45,30,1,1.8,29,410.35
20,40,36,0,4.166666666666667,64,1828.55
20,60,32,0,3.333333333333333,55,1729.54
20,58,36,0,2.833333333333333,120,2452.74
20,26,36,1,1.6666666666666667,74,1511.5800000000004
50,42,16,0,1.5,91,305.5900000000001
20,56,34,1,2.4285714285714284,112,1311.98
100,18,20,1,1.0,29,24.81
20,51,28,1,1.8888888888888888,87,1141.93
20,30,32,0,1.6666666666666667,34,1138.77
50,32,32,0,1.0,123,448.59
100,15,18,0,1.2,23,29.08
20,51,32,1,2.8571428571428568,77,1093.71
20,53,36,1,1.4444444444444444,41,897.4599999999998
50,10,34,1,4.0,51,204.47
50,10,16,0,2.5,60,553.3299999999998
100,11,14,1,1.2857142857142858,35,41.59
20,56,16,1,1.1333333333333333,87,1620.63
20,25,22,0,1.1,25,1060.39
20,30,26,1,2.083333333333333,3,67.12
50,33,14,1,2.333333333333333,88,233.71
20,54,14,0,1.0588235294117647,107,3244.3100000000004
50,18,16,0,5.0,16,96.22
20,25,20,0,1.25,5,222.04
20,49,24,0,1.5454545454545454,98,2264.53
20,30,14,0,1.0869565217391304,30,1460.5
20,17,30,1,1.8125,118,3559.28
80,23,18,1,1.2,124,153.64
20,28,24,1,2.8181818181818183,19,418.99
20,60,14,0,1.0625,10,283.6
20,26,24,1,3.8,88,2114.4700000000007
20,57,18,0,1.3846153846153846,58,1357.78
20,18,18,1,2.2777777777777777,94,3721.79
50,16,14,0,1.1666666666666667,125,895.59
50,34,16,1,2.4,45,123.12
20,33,30,1,1.0666666666666669,94,1730.96
50,35,16,0,1.4285714285714286,60,207.19
50,15,18,1,1.181818181818182,8,33.54
20,57,36,1,1.4444444444444444,111,1375.36
20,58,36,0,4.0,107,2341.34
80,10,34,1,1.1666666666666667,2,4.77
20,33,20,0,1.6666666666666667,69,2358.03
20,48,26,0,1.25,103,2463.29
20,43,20,1,2.272727272727273,84,1423.12
20,57,28,1,2.125,81,1003.08
20,50,34,1,2.8571428571428568,97,1216.57
20,48,30,1,4.166666666666667,7,99.25
50,39,28,1,1.4,41,82.04
20,48,20,0,1.6666666666666667,35,909.46
20,36,36,0,2.2222222222222223,17,490.34
20,28,18,0,3.727272727272727,35,1472.9
50,39,16,0,2.4,27,92.13
20,24,14,0,1.3478260869565215,105,6231.19
80,18,20,1,1.6,85,111.03
50,12,18,0,1.4545454545454546,120,877.02
20,52,28,0,1.8888888888888888,109,2522.8
20,48,26,1,2.2222222222222223,15,227.8
20,55,30,0,2.8571428571428568,76,1669.41
20,15,30,0,2.0625,50,3159.39
20,23,24,1,1.05,96,2539.73
20,50,26,1,2.2222222222222223,41,567.9300000000002
50,16,18,1,1.0909090909090908,101,400.2
20,20,24,1,1.9375,20,605.52
20,25,20,0,1.25,39,1692.54
20,33,36,0,3.8571428571428568,120,3727.17
50,48,22,1,1.0,15,33.41
20,13,28,0,1.8421052631578947,5,362.12
20,22,26,1,1.1578947368421053,133,3546.63
20,52,26,0,2.1111111111111107,10,234.23
20,14,18,0,1.2962962962962965,100,7920.13
20,54,16,1,2.7,21,365.63
80,21,20,0,1.2,82,124.57
20,36,32,1,2.0,32,549.59
80,10,14,0,1.5,67,195.63
50,38,16,1,1.6666666666666667,137,374.29
50,34,36,1,1.0,115,249.21
20,45,32,0,1.6,59,1556.09
50,21,20,1,1.8571428571428568,139,429.42
50,17,34,0,2.2,108,505.73
20,43,32,1,1.3636363636363635,6,98.6
20,35,30,1,4.714285714285714,27,503.8
50,11,14,0,3.111111111111111,61,563.6800000000002
20,24,22,1,4.5,13,352.4500000000001
20,56,30,0,5.0,16,336.74
20,30,22,0,1.6666666666666667,136,4837.6500000000015
50,19,34,1,2.2,82,222.13
20,18,28,1,3.727272727272727,75,2324.58
20,55,20,0,2.7777777777777777,69,1628.81
50,24,16,0,2.6666666666666665,81,384.64
50,25,18,0,1.375,62,249.2
50,58,20,1,1.2,92,172.12
20,11,16,1,1.4516129032258065,62,4056.089999999999
50,22,26,0,1.2857142857142858,120,487.4
20,48,20,1,1.0666666666666669,21,352.43
20,10,24,1,1.64,83,6416.04
20,35,24,0,4.125,111,3367.77
50,57,24,0,1.0,123,298.69000000000005
20,27,32,0,1.2,31,1139.66
20,24,36,0,2.7,99,4313.34
100,10,36,1,1.0,107,97.57
50,22,28,0,1.2857142857142858,10,48.73
20,15,32,0,2.2,72,4689.51
50,35,16,1,1.4285714285714286,116,307.71
20,56,32,0,1.875,34,697.44
20,19,28,1,2.6923076923076925,32,917.69
50,12,36,0,1.7142857142857142,72,467.54
20,46,36,0,3.5,88,2105.05
50,30,26,1,1.1666666666666667,104,267.54999999999995
20,39,22,1,1.2666666666666666,94,1752.12
20,39,14,0,3.4545454545454546,20,797.48
20,55,16,0,1.8333333333333333,32,866.41
50,32,24,0,1.3333333333333333,121,410.59
20,26,36,0,1.6666666666666667,24,877.15
80,22,18,1,1.2,127,167.1
20,38,24,1,3.875,135,2389.7200000000007
20,60,14,0,2.272727272727273,67,1816.45
20,43,28,0,1.5454545454545454,63,1676.1999999999996
20,44,26,1,2.4444444444444446,50,772.1400000000001
20,36,22,1,1.6923076923076923,32,596.17
80,10,20,0,2.0,62,146.36
50,32,14,0,1.7142857142857142,77,317.52
20,57,26,0,1.0833333333333333,73,1578.81
20,49,24,1,2.0,51,763.4
20,59,24,0,2.5,72,1499.33
20,21,18,0,1.173913043478261,74,4018.48
20,26,22,0,1.1578947368421053,99,4036.91
50,39,18,0,1.0,70,225.77
20,56,18,1,1.8181818181818181,10,152.40999999999997
50,10,14,0,2.8,74,730.18
50,14,14,0,1.0,127,969.94
80,14,22,0,1.6,94,175.84000000000003
50,17,18,0,1.0,32,173.48
50,39,26,0,1.4,102,289.55
50,29,30,0,1.0,93,330.85
20,25,24,0,1.0,92,3715.45
50,36,22,1,1.8,95,210.55
20,20,14,0,4.428571428571429,86,6402.55
50,10,24,1,2.5,34,156.89
20,48,22,0,1.8181818181818181,137,3357.39
20,55,36,0,1.4444444444444444,111,2325.94
50,19,36,1,2.0,116,316.45
20,36,18,1,1.1111111111111112,77,1666.6
20,34,18,1,2.230769230769231,50,1093.44
20,29,28,1,1.0,107,2267.8
20,24,18,1,1.7222222222222223,129,3840.43
50,54,22,1,1.2,22,44.8
50,12,30,0,4.4,39,249.96
20,60,34,1,1.3333333333333333,125,1451.42
20,23,30,0,1.3125,76,3130.51
20,16,26,0,1.631578947368421,56,3407.47
50,36,14,1,2.8,105,282.79
50,10,20,1,3.125,9,45.74
20,40,16,0,1.6666666666666667,24,846.63
20,54,34,1,2.5714285714285716,33,406.79
50,19,24,0,3.2,87,419.62
20,24,36,0,1.2,122,4811.48
50,21,32,0,1.5,84,371.1
50,20,16,0,5.0,94,500.83
20,57,20,0,1.2307692307692308,29,659.08
50,10,36,1,1.1,45,181.44
50,12,24,0,1.0909090909090908,120,782.51
20,59,32,0,1.875,63,1288.66
20,52,30,0,1.0,126,2897.31
50,42,26,0,1.4,43,116.68
20,51,18,1,3.0,22,345.41
20,44,34,1,1.2727272727272727,23,327.38
20,10,26,0,1.52,34,3201.61
20,18,16,1,1.148148148148148,16,710.6700000000002
100,17,20,0,1.0,124,131.57
50,56,14,0,1.0,89,259.61
50,10,20,0,2.0,36,276.76
20,11,34,1,3.2142857142857144,112,4721.23
50,28,30,0,1.8,13,50.59
20,49,30,0,1.2727272727272727,3,78.24
20,50,18,0,1.0,41,1084.28
20,39,16,1,4.5555555555555545,70,1525.49
20,15,26,1,1.7368421052631582,52,1950.39
50,23,28,1,1.1428571428571428,47,129.54999999999998
20,32,18,0,1.8,78,2880.09
20,45,16,0,3.3,62,1955.81
20,35,36,0,2.875,51,1796.38
50,12,22,1,1.7777777777777777,115,471.56
80,23,14,0,1.6,115,196.6
80,15,16,1,1.6666666666666667,135,190.06
20,27,20,1,1.6875,5,137.02
50,60,16,1,1.6,93,195.76
50,33,20,0,1.5,72,237.65
50,10,14,1,1.4285714285714286,116,730.96
50,19,22,1,1.1111111111111112,123,392.8
20,44,24,1,2.2,35,546.39
50,35,36,1,1.0,32,69.9
20,23,32,0,3.1,65,2664.12
20,49,18,0,5.0,97,2537.85
50,30,28,0,1.8,15,52.64
50,22,18,0,2.6666666666666665,66,290.36
20,18,22,0,2.7333333333333334,70,3933.97
20,48,24,1,2.0,8,122.97
20,35,26,1,1.3571428571428572,105,1970.12
100,17,18,0,1.0,43,50.35999999999999
20,35,18,0,3.1818181818181817,16,552.3600000000001
20,57,28,0,1.181818181818182,130,2773.67
20,40,30,0,2.0,130,3450.6599999999994
50,48,26,0,1.2,106,272.7
50,14,20,0,1.4,123,720.8299999999998
20,21,28,1,1.3529411764705883,115,3034.3
20,35,24,0,4.125,55,1670.97
100,10,30,1,1.2,48,48.09
20,39,24,0,3.0,97,2722.32
50,36,14,0,2.8,55,212.56
50,37,22,1,1.8,42,96.17
20,26,14,1,1.8421052631578947,115,3926.26
100,10,20,0,2.0,139,189.68
20,25,20,0,1.25,80,3465.79
20,36,20,0,1.25,82,2672.5
20,21,28,0,1.3529411764705883,119,5388.170000000001
50,35,34,0,1.0,55,172.3
20,27,22,1,1.2222222222222223,25,610.44
20,35,30,1,1.1428571428571428,134,2414.44
50,27,14,1,1.2222222222222223,74,245.52
20,45,28,0,1.5454545454545454,16,394.21
50,39,26,1,1.4,125,264.21000000000004
20,50,18,0,2.7,119,2979.73
20,18,16,0,4.769230769230768,87,6143.450000000002
20,44,30,1,1.4545454545454546,90,1374.81
50,35,36,1,1.0,53,114.0
50,21,32,0,1.5,11,49.9
20,12,20,1,2.5,70,3674.28
20,56,24,0,3.2857142857142856,124,2626.5400000000004
20,27,32,0,1.2,137,5012.9
20,10,24,1,2.5,87,4628.219999999998
80,10,34,0,1.1666666666666667,113,247.59000000000003
50,46,14,1,1.1428571428571428,125,327.84
20,58,20,0,3.125,17,381.04
20,12,24,1,4.769230769230768,4,187.87000000000003
20,43,32,1,1.3636363636363635,22,341.16
50,31,32,1,1.0,15,45.86000000000001
80,18,16,0,2.0,137,239.36
20,10,36,0,3.8461538461538463,56,4886.9299999999985
100,16,20,1,1.2,27,24.24
80,23,24,0,1.0,70,108.43
50,20,26,0,3.0,2,10.0
20,16,20,1,3.333333333333333,48,1888.62
50,30,32,1,1.6,101,224.88
20,45,26,1,1.7272727272727273,30,472.54
20,56,20,1,1.4166666666666667,17,255.07
50,14,20,0,5.0,58,366.97
20,45,18,1,3.6666666666666665,118,2128.26
20,55,26,0,2.1111111111111107,8,178.04
50,25,30,0,1.3333333333333333,80,295.8900000000001
20,52,20,1,1.5833333333333333,108,1757.2900000000004
50,22,16,0,1.3333333333333333,14,74.16000000000003
20,25,14,0,1.75,34,1937.83
50,19,36,1,2.0,92,251.41
50,40,20,0,2.0,139,407.31
20,18,14,0,1.2962962962962965,120,9411.11
50,50,14,1,1.1428571428571428,59,140.44
80,12,14,1,3.0,26,47.18
20,30,34,1,3.625,17,331.49
80,10,18,0,2.0,126,303.85
20,36,28,1,4.428571428571429,14,248.58000000000004
20,38,18,1,2.0769230769230766,95,1980.81
20,50,36,0,3.333333333333333,104,2294.850000000001
20,60,30,1,5.0,28,361.45
80,10,14,1,2.833333333333333,10,20.78
100,15,16,1,1.0,74,72.77
50,58,18,0,1.2,46,117.04999999999998
