grid_step,n_nodes,n_cores,single_precision,subdomain_ratio,time1
20,20,32,0,1.6666666666666667,53.06
20,29,24,0,1.1764705882352942,40.79
50,19,32,1,1.6666666666666667,4.44
20,34,22,1,2.636363636363636,26.12
20,48,32,1,1.5,21.49
50,18,24,1,3.2,4.66
50,33,16,0,2.0,4.9
20,11,14,1,3.227272727272727,83.91
50,20,34,1,2.2,3.89
20,51,32,0,2.8571428571428568,32.21
20,44,24,1,1.818181818181818,19.92
50,19,26,1,1.4285714285714286,4.4
50,48,30,0,1.0,6.93
20,22,24,0,2.066666666666667,50.15
20,28,26,0,4.75,43.34
50,18,16,0,2.0,7.07
50,38,16,0,2.4,7.05
20,45,28,1,1.0769230769230769,20.41
20,52,20,0,1.5833333333333333,29.15
50,12,28,1,2.2857142857142856,5.08
20,48,20,0,2.5,31.27
50,55,14,1,1.8,3.68
50,40,20,1,2.0,3.64
80,12,28,0,1.6,3.56
20,27,22,1,1.8,28.91
20,16,14,1,4.733333333333333,54.78
50,42,30,1,1.0,5.6
50,42,18,0,1.0,4.5
50,12,36,0,1.7142857142857142,11.72
20,30,32,0,3.875,41.3
20,34,36,1,2.2222222222222223,25.5
20,43,16,0,2.8181818181818183,37.5
20,24,36,1,1.2,29.28
20,45,18,1,3.6666666666666665,23.43
20,29,34,0,1.2142857142857142,38.3
80,10,30,1,1.3333333333333333,3.17
20,11,24,0,1.8636363636363635,93.67
50,46,20,0,1.6,4.21
20,58,16,0,3.875,29.92
80,19,20,1,1.0,3.43
50,13,22,0,1.6666666666666667,7.41
50,30,30,1,1.0,4.75
20,55,24,1,1.25,18.25
20,16,26,1,1.631578947368421,40.24
50,45,16,1,2.2,3.93
20,38,28,0,3.25,33.97
80,10,20,0,3.0,4.05
20,33,16,0,3.727272727272727,45.35
50,20,24,0,1.25,5.95
20,33,28,1,2.090909090909091,25.04
50,24,24,1,2.4,5.08
20,22,30,1,1.6666666666666667,29.35
20,18,14,0,1.2962962962962965,81.51
20,55,30,1,1.5,17.89
20,12,20,1,2.5,57.99
50,57,18,1,1.4,5.94
20,49,24,1,2.875,18.71
20,30,28,1,2.272727272727273,24.18
50,29,32,0,1.0,5.52
100,10,36,1,1.0,2.17
20,44,24,0,1.0,30.3
50,20,36,0,2.0,6.17
20,27,20,0,3.727272727272727,46.26
20,44,20,1,1.8333333333333333,23.51
20,60,20,0,2.0,28.95
20,36,24,1,1.2,22.74
50,12,30,1,4.4,8.32
20,18,28,0,1.15,60.87
50,20,22,1,1.1111111111111112,4.36
20,40,18,1,2.25,27.23
20,24,26,0,4.5555555555555545,48.83
20,54,36,1,1.4444444444444444,18.43
20,54,14,0,1.0588235294117647,34.63
20,18,22,0,2.7333333333333334,59.62
50,12,18,0,1.4545454545454546,8.32
20,36,34,1,2.2222222222222223,20.81
50,16,18,1,1.0909090909090908,5.2
50,51,26,0,1.0,4.36
50,32,18,1,1.8333333333333333,10.53
50,30,22,0,1.6666666666666667,5.23
20,34,14,0,2.5,49.08
20,43,34,0,1.2727272727272727,29.42
20,20,16,1,1.24,43.7
80,25,16,0,1.0,3.18
20,24,30,1,3.3,28.19
50,39,24,0,1.6,4.44
100,15,16,1,1.0,1.82
20,35,20,1,1.1764705882352942,25.5
20,44,16,0,2.8181818181818183,36.12
50,16,28,1,2.333333333333333,4.62
50,56,20,0,1.2,4.47
20,56,18,0,1.3076923076923077,27.64
20,12,24,1,3.6666666666666665,51.9
20,44,32,1,3.1428571428571432,21.75
20,58,34,0,1.75,26.96
50,14,30,1,3.2,4.9
20,26,26,1,4.2222222222222205,30.33
50,10,30,1,3.333333333333333,5.51
20,45,16,1,1.9230769230769231,26.28
50,39,28,1,1.4,3.64
20,14,30,0,4.545454545454546,69.81
20,24,22,0,3.727272727272727,49.35
20,60,18,0,1.2307692307692308,27.02
80,14,22,0,1.6,2.86
50,30,34,1,1.2,4.4
50,38,24,0,1.6,6.77
80,14,30,1,1.2,2.28
50,27,16,0,1.7142857142857142,5.92
50,46,16,0,1.3333333333333333,4.83
100,13,14,1,1.0,2.23
20,24,26,0,1.0526315789473684,46.05
20,45,24,0,1.818181818181818,30.58
50,50,24,0,1.2,4.37
50,44,20,1,1.8,4.34
80,15,14,1,2.4,2.43
20,35,24,0,2.272727272727273,34.27
80,17,18,0,1.1666666666666667,3.33
50,17,14,0,1.2727272727272727,9.51
20,60,20,1,2.0,22.5
50,14,16,1,3.571428571428572,5.9
50,19,30,0,2.6,6.17
20,24,36,1,3.4444444444444446,26.55
50,13,20,0,1.5,9.62
50,40,28,0,1.4,4.35
20,54,24,1,1.8,18.44
80,21,16,0,1.6,2.68
20,24,36,1,1.5384615384615383,25.65
50,18,32,0,2.4,6.76
50,23,22,1,1.125,4.28
80,10,30,0,2.0,3.14
50,14,30,0,3.2,10.24
80,15,24,1,1.0,2.4
50,16,30,0,1.25,6.46
50,48,24,0,1.2,5.55
100,11,16,0,1.5,2.2
80,19,16,1,1.1666666666666667,2.48
20,31,36,1,3.375,42.1
20,30,32,1,1.6666666666666667,24.19
20,14,22,0,1.5909090909090908,78.02
20,51,24,0,1.0769230769230769,27.62
20,56,36,0,4.6,31.07
20,50,32,0,1.5,31.14
20,24,22,1,2.066666666666667,31.25
50,20,30,1,2.6,5.27
50,26,32,1,1.1666666666666667,4.42
20,45,34,0,1.7777777777777777,31.95
20,42,28,0,2.0,34.03
50,54,22,1,1.2,4.48
20,14,16,0,1.1290322580645162,92.14
20,33,36,0,1.6363636363636365,37.09
20,36,16,0,1.8,41.14
80,33,16,1,1.0,3.37
50,14,16,0,3.571428571428572,8.26
20,24,20,1,3.4166666666666665,34.74
20,56,18,1,1.818181818181818,19.39
20,14,24,0,1.3478260869565215,75.43
20,20,24,1,2.2,35.43
50,12,26,0,2.2857142857142856,7.7
20,38,30,0,3.25,33.17
50,17,36,1,2.2,4.31
20,27,26,0,1.0555555555555556,43.37
80,23,24,1,1.0,4.08
50,25,36,0,1.0,7.08
20,50,32,0,4.166666666666667,33.17
20,49,18,1,5.0,20.75
50,39,30,0,1.2,4.62
20,36,22,1,1.3333333333333333,24.02
20,46,14,1,3.5,28.42
20,44,36,1,3.6666666666666665,19.35
20,52,32,0,1.6666666666666667,28.44
50,17,34,0,2.2,6.04
20,38,32,1,3.7142857142857135,21.07
20,19,28,0,1.5294117647058822,55.69
20,57,16,1,2.6,22.58
20,44,24,1,1.0,20.18
20,48,24,1,3.8571428571428568,20.25
20,10,28,1,4.428571428571429,56.29
20,38,26,0,1.4615384615384617,33.6
20,34,32,1,4.142857142857143,23.13
20,57,36,0,3.0,31.41
20,14,20,0,1.4,79.41
20,46,24,0,4.428571428571429,32.87
20,22,32,1,2.8181818181818183,29.56
20,52,28,0,2.375,27.26
50,23,36,0,1.6,7.2
50,39,36,1,1.0,13.1
20,60,26,1,4.166666666666667,19.89
20,28,28,1,4.375,27.41
20,27,16,1,1.7222222222222223,32.85
50,60,26,0,1.0,5.78
20,39,24,1,1.6666666666666667,22.3
20,18,30,0,1.3888888888888888,56.24
20,24,14,0,2.411764705882353,62.81
20,49,30,0,3.2857142857142856,29.15
20,17,30,0,1.8125,60.52
20,42,36,1,1.8888888888888888,19.51
20,30,16,0,2.2,48.41
20,56,20,1,1.4166666666666667,21.15
20,48,30,1,2.5,20.5
20,10,16,1,2.48,74.38
20,45,14,1,3.1818181818181817,26.47
50,39,34,1,1.0,3.91
80,20,24,1,1.2,3.02
50,26,36,1,1.6,8.1
100,10,32,1,1.2,2.48
20,31,34,0,1.1428571428571428,42.03
20,28,18,1,2.6923076923076925,30.15
20,46,22,0,1.9090909090909087,32.29
20,50,18,0,2.7,29.73
20,36,30,0,1.818181818181818,38.86
20,51,16,0,3.4444444444444446,45.67
20,21,32,1,1.5333333333333334,29.6
20,44,26,0,1.7272727272727273,30.73
20,25,24,1,1.0,29.26
50,14,20,0,2.8571428571428568,7.38
20,57,36,0,1.4444444444444444,47.85
20,39,34,1,1.1666666666666667,19.97
20,29,22,1,1.2941176470588236,27.19
20,36,22,1,1.6923076923076923,22.67
80,21,16,1,1.4,3.39
20,16,36,0,1.0,63.75
20,23,28,0,1.2352941176470589,48.29
50,55,18,0,1.0,5.49
20,51,16,1,3.4444444444444446,21.51
20,21,34,1,2.636363636363636,30.34
20,50,18,1,4.125,21.04
80,32,18,0,1.0,3.72
20,36,14,1,1.15,29.7
20,42,16,0,1.5333333333333334,37.23
50,42,22,1,1.1666666666666667,5.27
50,32,14,1,1.7142857142857142,4.66
20,46,20,1,1.75,22.01
100,10,18,1,2.2,2.94
50,44,18,1,1.3333333333333333,3.73
20,23,28,1,3.5,30.1
20,56,30,0,1.0909090909090908,26.96
20,26,28,1,1.1176470588235294,28.72
50,22,16,1,3.0,5.03
50,16,26,1,2.5,4.76
20,18,22,1,1.2272727272727273,39.01
20,60,18,1,1.818181818181818,19.36
20,46,26,0,2.333333333333333,33.39
50,34,20,1,2.2,3.77
50,24,18,0,1.7142857142857142,5.72
50,13,32,0,1.7142857142857142,7.44
50,35,28,0,1.4,4.91
20,44,30,0,3.571428571428572,30.25
20,35,32,1,3.125,41.15
20,19,26,0,2.9230769230769242,59.76
20,18,32,0,2.3846153846153846,55.46
50,11,14,1,1.2857142857142858,7.22
50,48,24,1,1.2,5.66
20,15,24,1,2.5625,43.57
50,18,30,1,1.8333333333333333,4.3
20,20,14,0,4.428571428571429,76.85
20,16,30,0,2.2,63.43
20,38,28,1,1.3076923076923077,21.05
20,11,30,1,1.5,48.04
20,54,26,1,2.1111111111111107,19.98
50,34,36,1,1.0,4.11
20,40,32,1,1.25,21.99
20,33,18,1,1.8,28.36
50,31,30,1,1.0,6.08
50,27,28,1,1.0,4.31
50,32,18,0,1.0,6.37
20,56,18,0,2.3,32.2
20,32,36,1,2.0,22.9
20,24,30,1,2.8181818181818183,27.9
50,50,32,0,1.0,4.63
20,18,20,0,4.583333333333333,63.7
20,12,30,0,4.583333333333333,84.28
20,47,20,0,2.5,30.99
50,26,20,0,3.0,5.18
20,60,20,1,1.3333333333333333,21.57
80,15,20,1,1.3333333333333333,3.06
20,18,32,0,4.1,57.74
50,40,34,1,1.0,14.32
20,19,18,0,1.0384615384615383,81.09
50,36,36,0,1.0,13.17
50,15,32,0,2.0,6.72
20,45,28,0,3.571428571428572,29.15
80,16,18,0,2.0,3.16
50,30,34,0,1.2,5.07
50,16,24,0,1.5,7.41
20,42,36,0,1.181818181818182,30.47
20,60,26,1,1.0,20.54
20,48,14,0,2.8181818181818183,37.16
50,24,24,0,1.8333333333333333,6.58
20,15,34,1,2.357142857142857,37.54
20,22,36,0,1.3333333333333333,47.9
20,38,18,0,2.0,36.26
20,15,32,0,1.25,67.65
50,25,16,1,1.0,4.47
50,19,32,1,2.4,4.75
50,44,18,1,1.8,3.75
20,26,32,1,1.2666666666666666,27.6
20,60,28,0,1.0909090909090908,25.53
20,45,26,1,1.3333333333333333,24.2
50,33,20,1,1.6666666666666667,3.69
20,30,20,0,1.0,42.04
20,42,30,1,2.875,20.66
80,11,34,0,1.4,3.09
50,60,16,0,1.6,5.46
80,25,14,1,1.6,3.16
20,44,16,0,1.4666666666666666,36.22
50,16,22,0,1.3333333333333333,8.31
80,27,14,1,1.2,2.72
20,27,30,1,3.6666666666666665,26.33
20,60,30,1,5.0,23.95
50,40,24,0,1.6,4.41
20,31,16,0,1.9375,51.8
20,50,30,0,2.5,27.75
50,24,18,1,1.7142857142857142,4.55
50,10,30,0,1.3,8.32
50,36,34,1,1.0,11.17
20,32,18,0,1.0,42.66
20,23,24,0,4.1,47.74
20,44,34,1,1.2727272727272727,19.38
20,50,18,1,1.0,20.62
20,55,36,0,2.2857142857142856,30.37
80,10,14,1,1.5,3.64
20,28,32,1,5.0,25.78
20,58,22,0,2.75,27.26
20,22,30,0,3.0,52.91
80,16,22,1,1.4,2.4
20,18,36,1,1.1111111111111112,33.76
20,13,20,0,1.52,86.27
20,34,30,1,2.7777777777777777,23.21
20,40,18,0,1.25,36.9
20,24,14,1,2.411764705882353,40.0
20,19,36,1,2.0769230769230766,30.31
50,57,24,1,1.0,5.1
20,39,28,0,1.7272727272727273,31.94
20,12,28,0,1.3478260869565215,87.38
50,42,20,0,1.8,5.68
50,15,18,1,3.6666666666666665,5.28
50,58,18,0,1.2,4.1
50,28,36,1,1.4,4.79
20,19,30,1,1.625,55.67
20,23,24,1,4.1,31.8
20,31,24,1,1.25,24.55
20,55,16,1,1.8333333333333333,20.9
50,26,36,0,1.6,10.22
20,18,26,1,2.9230769230769242,34.88
50,24,20,1,2.0,4.39
80,10,24,1,1.6666666666666667,2.43
50,39,16,0,2.4,5.29
20,56,34,1,2.4285714285714284,17.72
50,10,36,1,1.625,6.44
50,33,26,1,1.1666666666666667,4.87
50,35,16,1,2.8,3.94
20,53,18,0,3.0,30.36
20,37,32,1,1.1538461538461535,21.17
20,50,22,1,2.2,18.78
80,11,36,1,1.2,2.96
20,20,16,0,3.333333333333333,66.84
50,45,28,1,1.0,4.1
50,18,14,1,1.2727272727272727,5.41
100,10,24,0,1.0,2.25
20,20,14,1,4.428571428571429,47.27
50,44,30,1,1.2,5.44
50,26,14,0,2.0,6.05
20,45,14,0,1.4375,38.57
50,18,14,0,1.2727272727272727,7.27
50,11,18,0,1.6363636363636365,9.26
20,41,20,0,2.083333333333333,32.87
20,58,30,0,2.0,30.36
50,19,36,0,2.0,6.04
20,30,28,0,1.4285714285714286,37.83
50,14,32,0,2.333333333333333,7.43
20,24,20,1,2.2,46.27
20,18,26,0,2.9230769230769242,57.47
20,31,32,1,3.875,24.01
20,52,20,0,2.7777777777777777,27.88
20,49,30,0,1.2727272727272727,30.88
20,38,26,0,2.888888888888889,33.23
20,51,26,1,1.1666666666666667,23.56
20,40,20,0,3.1,33.24
20,44,36,1,1.181818181818182,20.6
20,38,20,1,1.9230769230769231,23.29
20,34,30,0,3.625,39.32
20,24,34,0,1.4285714285714286,43.37
80,23,20,1,1.2,2.32
20,41,20,1,2.083333333333333,25.77
50,45,28,0,1.0,4.58
50,28,20,1,1.4285714285714286,4.08
50,58,16,1,1.0,3.89
100,17,18,0,1.0,2.55
20,22,30,0,1.375,47.41
20,19,22,1,1.181818181818182,37.57
20,42,30,0,1.4545454545454546,32.39
50,32,14,1,2.333333333333333,4.52
50,25,36,1,1.6,4.81
50,42,20,1,1.6,5.29
20,33,32,0,2.2,37.16
50,40,20,0,1.3333333333333333,4.79
80,27,14,0,1.2,3.14
50,12,22,0,2.25,8.63
20,26,20,0,3.1666666666666665,48.95
20,36,20,1,2.25,24.34
80,23,20,0,1.2,2.64
20,29,26,1,4.75,27.13
50,19,20,0,4.0,7.51
50,23,16,1,1.5,4.82
80,20,14,1,1.3333333333333333,2.97
20,36,36,0,1.8,49.75
80,14,24,1,1.6,2.32
20,25,24,1,4.1,31.07
20,24,32,0,3.1,48.07
20,30,18,0,1.3888888888888888,46.06
20,56,20,0,3.125,27.52
20,17,24,1,2.9285714285714284,38.6
20,52,22,0,2.4444444444444446,28.13
50,25,32,1,1.3333333333333333,4.35
20,34,32,1,4.428571428571429,25.45
80,14,16,1,1.1428571428571428,7.29
50,40,32,0,1.2,5.7
20,48,24,0,1.1538461538461535,29.7
20,60,36,0,1.3333333333333333,29.19
20,58,28,1,2.125,21.14
20,60,30,0,1.0909090909090908,27.8
20,30,28,1,1.4285714285714286,24.83
20,21,22,1,2.333333333333333,33.37
50,28,20,0,1.4285714285714286,4.95
50,32,36,0,1.2,5.38
20,23,20,1,5.0,33.55
20,55,16,0,2.272727272727273,45.29
20,27,22,0,1.2222222222222223,43.91
20,25,18,1,1.35,33.34
20,30,20,1,1.0,29.77
20,18,24,1,1.7222222222222223,38.82
20,26,30,1,2.083333333333333,28.41
20,27,20,0,1.3888888888888888,45.45
80,28,18,1,1.0,2.89
50,12,18,1,1.4545454545454546,5.87
20,44,20,0,2.272727272727273,33.9
50,33,34,1,1.2,9.46
20,54,36,0,1.4444444444444444,28.36
20,10,36,1,2.5625,53.81
50,15,26,0,2.5,6.85
20,39,16,0,1.0526315789473684,41.31
20,60,28,1,2.125,19.25
100,14,14,1,1.0,2.57
80,18,14,0,2.0,3.96
20,52,24,1,1.25,19.21
50,45,18,1,1.1666666666666667,4.79
20,57,22,0,1.1538461538461535,28.42
20,26,24,0,1.0526315789473684,46.51
50,30,14,0,3.2,5.81
50,28,30,1,1.8,4.17
50,20,34,1,2.0,4.33
50,40,18,0,2.2,4.64
20,50,14,0,1.1764705882352942,43.42
80,12,16,0,3.0,4.87
80,10,36,1,1.0,2.42
20,24,24,0,4.1,54.16
20,26,24,0,2.583333333333333,42.85
20,12,36,1,1.35,43.28
50,10,22,0,2.2222222222222223,9.76
100,14,18,1,1.4,3.98
20,40,36,1,2.5,22.06
20,44,16,1,2.8181818181818183,25.12
50,27,32,0,1.6,8.3
100,10,26,0,1.4,2.21
20,40,18,1,3.3,26.04
100,20,16,0,1.2,4.14
20,32,28,0,5.0,37.2
50,28,18,0,1.125,5.32
20,13,30,0,4.166666666666667,77.79
20,25,24,1,1.0,28.56
20,49,16,1,3.1,25.27
20,38,36,1,4.333333333333333,22.54
50,26,14,0,2.142857142857143,6.11
50,58,14,0,1.1666666666666667,5.84
20,30,34,0,2.7777777777777777,40.98
20,42,28,1,2.0,24.06
20,20,32,1,2.583333333333333,30.79
20,27,16,0,1.35,53.33
50,13,34,1,1.5714285714285714,4.77
50,21,20,0,1.1111111111111112,7.28
20,36,20,0,3.3,36.7
20,50,14,0,3.5,49.23
20,56,24,1,3.2857142857142856,17.51
50,15,16,0,4.166666666666667,8.11
20,25,32,1,2.083333333333333,27.37
50,37,30,1,1.2,3.9
20,44,20,0,1.8333333333333333,32.79
50,11,14,0,1.2857142857142858,10.78
100,14,20,1,1.4,2.61
20,15,16,1,1.064516129032258,55.41
20,50,18,1,2.7,20.55
20,44,28,1,2.75,19.45
20,60,36,0,1.625,27.12
50,36,22,1,1.8,3.75
20,48,28,1,3.2857142857142856,22.28
20,30,36,0,2.7777777777777777,38.41
20,25,32,0,2.083333333333333,43.19
20,42,22,1,5.0,22.64
20,55,18,0,4.714285714285714,31.79
20,57,14,1,2.363636363636364,24.6
100,20,14,1,1.4,2.42
20,36,14,0,3.727272727272727,45.16
50,20,28,1,2.4,6.54
50,14,18,0,1.2727272727272727,8.14
80,12,18,1,1.6666666666666667,2.48
80,12,32,0,1.4,3.83
20,48,22,0,1.0,32.02
20,23,24,1,1.05,30.78
50,24,22,1,2.0,4.69
50,25,28,0,2.0,5.19
20,32,32,0,4.428571428571429,36.93
20,38,36,1,1.0,21.07
20,16,36,0,1.8,67.84
20,57,32,1,1.875,19.64
20,60,16,1,1.0666666666666669,20.18
100,17,18,0,1.0,2.9
80,10,34,0,1.1666666666666667,3.43
20,15,28,1,2.9285714285714284,42.46
20,42,30,1,1.0769230769230769,20.23
20,27,20,0,1.6875,45.78
50,32,20,0,2.4,5.61
20,42,22,1,2.0,23.92
20,36,34,0,3.8571428571428568,33.75
20,25,36,1,4.125,29.79
20,46,36,0,2.8571428571428568,29.76
20,10,24,0,1.064516129032258,104.34
20,40,30,0,3.125,32.08
20,34,34,1,1.0,24.5
50,35,26,0,1.4,4.51
50,21,36,1,1.0,4.18
20,51,22,1,1.0714285714285714,22.52
50,13,34,1,3.0,5.34
50,34,32,0,1.2,5.2
20,47,18,0,2.7,31.8
20,45,16,1,3.3,23.61
20,17,18,0,1.0740740740740742,72.08
20,26,18,1,3.4166666666666665,31.89
20,11,24,1,4.133333333333334,52.38
20,31,24,0,1.25,38.88
50,10,28,0,2.8571428571428568,8.53
20,14,30,0,1.9411764705882355,70.01
20,47,32,1,1.5,21.75
20,17,18,0,3.928571428571429,70.56
20,13,24,0,1.9,78.03
20,49,18,0,2.7,32.34
20,59,16,1,3.875,21.85
20,54,22,1,1.1538461538461535,21.55
20,49,16,1,1.0,22.7
20,30,26,0,4.75,42.85
20,13,34,0,2.7142857142857144,71.85
50,13,18,1,1.3636363636363635,5.57
20,19,20,1,1.04,39.93
50,51,26,1,1.0,5.44
20,44,18,0,1.3333333333333333,32.46
50,48,18,0,1.1666666666666667,4.46
20,44,30,1,1.25,20.34
20,20,22,0,4.545454545454546,59.49
100,17,14,0,1.4,2.11
20,44,30,1,1.4545454545454546,22.01
80,18,14,1,1.3333333333333333,3.23
50,45,22,1,1.0,4.14
20,60,34,0,2.2857142857142856,28.76
80,11,14,1,3.4,2.87
50,12,20,0,1.0833333333333333,9.0
20,55,20,0,2.7777777777777777,28.77
50,54,22,0,1.2,4.23
20,21,34,1,1.6428571428571428,29.76
20,48,28,0,2.5,28.98
50,24,36,0,1.1666666666666667,5.57
50,25,24,1,2.6,5.55
50,23,24,0,1.0,5.52
80,14,24,0,1.4,3.49
50,36,14,1,2.8,4.07
80,25,16,1,1.4,3.13
20,20,30,1,1.0,31.12
20,36,14,0,1.15,45.74
50,29,22,0,1.5,6.44
50,28,34,1,1.4,11.72
20,52,32,1,1.6666666666666667,18.5
20,55,34,0,1.5555555555555556,27.31
20,42,26,1,1.4166666666666667,20.93
50,35,32,1,1.4,3.68
20,37,22,0,1.6923076923076923,36.12
20,17,30,1,2.357142857142857,34.72
20,35,22,0,1.5714285714285714,36.77
20,43,26,0,1.7272727272727273,30.81
50,22,36,1,1.3333333333333333,12.44
20,45,16,0,2.25,36.59
20,21,34,0,3.888888888888889,48.72
20,18,20,1,1.08,39.46
20,18,20,0,1.65,62.36
50,14,30,1,2.333333333333333,5.29
20,54,28,1,3.8333333333333335,17.93
50,33,24,0,1.8,5.1
20,45,34,0,1.2727272727272727,31.52
20,42,34,1,3.2857142857142856,21.49
50,26,18,1,3.2,4.27
20,21,34,0,2.636363636363636,48.25
80,15,24,0,1.0,3.46
50,14,36,0,2.8,7.01
20,32,34,1,4.142857142857143,25.77
20,38,18,0,2.0769230769230766,36.53
20,20,18,1,4.583333333333333,39.22
50,13,28,1,2.142857142857143,6.02
50,20,18,0,1.625,6.28
20,15,30,1,4.545454545454546,38.44
50,48,20,1,1.0,4.09
50,10,24,0,4.166666666666667,10.0
20,12,14,0,1.1714285714285717,127.22
20,15,32,1,3.4166666666666665,39.85
80,10,36,1,1.6,3.19
20,42,36,0,3.8333333333333335,33.87
50,27,18,1,1.5714285714285714,4.34
20,34,18,1,4.5555555555555545,27.49
20,54,14,1,3.888888888888889,23.29
50,21,30,1,1.5,4.3
20,24,30,0,2.25,47.26
50,60,14,1,1.8,3.69
20,48,20,0,1.6666666666666667,31.92
80,16,20,0,1.1666666666666667,4.5
50,27,20,0,2.6,5.66
50,14,22,0,2.571428571428572,12.46
20,15,28,1,2.1875,38.66
80,11,20,0,1.8333333333333333,6.08
20,46,16,1,1.4,24.49
80,28,18,1,1.0,3.17
50,48,14,0,1.5,4.78
20,42,30,1,1.4545454545454546,20.17
50,14,22,0,1.5555555555555556,7.21
20,48,34,1,1.6666666666666667,18.6
20,40,24,1,1.0666666666666669,21.5
100,10,14,0,1.4285714285714286,2.84
20,21,32,0,1.5333333333333334,50.5
20,29,28,0,1.0,41.96
80,12,16,0,1.4285714285714286,3.12
80,36,14,1,1.0,2.72
20,49,18,1,2.090909090909091,25.56
80,11,18,1,2.6,3.88
20,30,36,0,1.818181818181818,37.78
20,28,30,0,1.0625,39.61
50,57,20,1,1.2,5.73
20,16,30,1,2.2,36.86
20,35,18,0,1.4375,38.71
20,60,16,1,1.6666666666666667,22.43
20,15,30,1,1.35,37.83
50,21,22,0,2.333333333333333,5.52
20,13,32,1,2.533333333333333,43.26
50,40,20,1,1.3333333333333333,5.19
20,12,22,1,2.25,52.09
50,50,18,1,1.6,4.29
20,56,24,0,2.5,25.68
50,15,14,0,1.0769230769230769,8.5
20,16,18,1,3.6666666666666665,48.64
20,41,14,0,2.9166666666666665,41.8
20,11,24,0,4.133333333333334,91.76
20,59,24,1,2.5,20.87
20,22,32,0,1.4666666666666666,51.59
20,25,30,1,1.25,27.39
50,30,14,1,1.8571428571428568,4.34
50,21,36,1,1.0,4.2
50,12,20,1,4.166666666666667,5.64
20,55,20,1,1.818181818181818,20.78
50,23,30,1,1.3333333333333333,4.29
20,49,36,0,4.6,36.17
50,11,18,1,1.6363636363636365,6.31
50,11,14,0,3.111111111111111,11.08
20,22,36,1,1.6923076923076923,27.26
20,55,24,1,3.571428571428572,18.0
20,11,20,0,2.272727272727273,99.4
20,55,22,0,2.4444444444444446,27.89
20,44,16,1,1.4666666666666666,26.42
50,15,20,0,1.3,7.18
80,11,16,1,1.5714285714285714,3.39
80,12,16,1,3.0,2.47
20,21,28,0,3.1818181818181817,52.15
50,16,14,1,4.666666666666667,5.93
50,16,14,0,3.571428571428572,8.34
20,44,28,1,1.5454545454545454,19.79
50,22,18,0,2.6666666666666665,5.66
50,20,18,1,4.4,5.83
50,37,14,1,2.8,4.1
50,42,16,0,1.5,6.79
50,25,26,1,1.1428571428571428,4.32
50,20,20,0,1.0,6.18
20,42,28,0,1.5454545454545454,31.52
20,16,26,0,2.533333333333333,65.75
20,16,14,0,1.1290322580645162,94.31
50,39,24,1,1.6,3.8
80,18,20,1,1.0,2.38
20,43,34,1,1.2727272727272727,19.27
20,11,32,0,3.0,88.62
20,50,26,0,2.2222222222222223,27.64
50,17,24,1,1.375,11.63
100,10,24,1,1.6,2.35
20,40,32,0,1.25,34.04
50,17,24,0,3.2,8.04
20,39,18,0,2.25,35.44
20,32,14,1,1.8235294117647056,33.45
20,36,18,0,4.5555555555555545,38.55
20,60,16,0,1.6666666666666667,33.28
50,13,36,1,3.2,4.83
80,20,30,1,1.0,2.92
80,22,14,1,1.6,2.31
20,33,34,1,1.0714285714285714,22.96
50,28,36,0,1.4,9.44
20,35,34,1,1.0,22.35
80,20,20,1,1.4,2.31
50,30,14,0,1.8571428571428568,5.52
20,12,34,0,1.45,83.8
20,36,24,1,2.7,23.0
20,45,24,1,1.818181818181818,20.11
20,39,16,0,2.583333333333333,38.45
20,20,36,0,1.25,51.93
20,46,28,0,2.625,32.95
50,14,18,1,1.2727272727272727,5.36
20,17,36,0,2.230769230769231,57.64
50,29,32,1,1.0,4.48
20,17,20,0,1.16,67.38
80,12,28,0,1.4,4.06
80,20,18,1,1.6,2.77
20,12,30,0,2.5625,81.6
50,19,34,0,2.2,6.43
80,22,22,0,1.0,3.17
50,54,26,1,1.0,4.44
20,48,28,0,1.3636363636363635,27.99
100,16,14,1,1.1666666666666667,2.79
80,14,20,0,1.3333333333333333,3.92
20,44,20,0,3.4444444444444446,33.49
20,56,24,0,1.3636363636363635,27.76
20,41,34,0,4.833333333333333,35.24
20,24,14,0,1.3478260869565215,62.95
20,31,32,0,1.0666666666666669,37.88
20,38,30,1,3.25,32.1
20,50,32,1,4.166666666666667,19.82
50,14,30,0,1.8571428571428568,6.88
20,21,22,1,4.090909090909091,35.43
20,44,32,1,1.3636363636363635,19.6
20,46,32,0,3.0,29.27
50,10,16,0,1.6666666666666667,10.48
50,35,20,1,1.1428571428571428,4.15
20,28,20,0,2.2142857142857144,47.03
20,18,16,1,2.05,46.06
50,36,34,0,1.0,5.89
50,15,28,1,2.333333333333333,4.62
50,13,36,0,3.2,7.8
80,10,18,0,1.25,3.23
20,33,22,1,1.4666666666666666,24.58
20,55,32,1,3.6666666666666665,19.85
50,26,20,1,3.0,4.1
20,42,34,0,1.2727272727272727,29.67
20,48,34,0,1.6666666666666667,29.01
50,23,22,0,1.125,5.36
20,40,24,0,4.714285714285714,32.39
20,21,30,1,3.0,30.96
100,10,14,1,2.8,2.57
20,32,34,0,1.0714285714285714,38.34
20,57,14,0,1.7692307692307692,33.67
80,33,16,0,1.0,2.92
20,16,24,1,2.7333333333333334,38.98
20,12,14,1,3.55,76.83
50,37,18,0,2.2,4.61
50,21,30,1,2.2,5.15
