x_length,y_length,grid_step,ni,nj,n_nodes,n_cores,n_procs,dx,dy,nx,ny,subdomain_ratio,single_precision,physics_on,estimated_duration
10000,10000,20,500,500,54,32,1728,13,10,36,48,1.3,0,1,22.289586305278178
10000,10000,20,500,500,54,32,1728,13,10,36,48,1.3,1,1,15.602710413694723
10000,10000,20,500,500,54,32,1728,15,9,32,54,1.6666666666666667,0,1,22.289586305278178
10000,10000,20,500,500,54,32,1728,15,9,32,54,1.6666666666666667,1,1,15.602710413694723
10000,10000,20,500,500,54,32,1728,18,7,27,64,2.5714285714285716,0,1,22.289586305278178
10000,10000,20,500,500,54,32,1728,18,7,27,64,2.5714285714285716,1,1,15.602710413694723
10000,10000,20,500,500,54,32,1728,20,6,24,72,3.3333333333333335,0,1,22.289586305278178
10000,10000,20,500,500,54,32,1728,20,6,24,72,3.3333333333333335,1,1,15.602710413694723
10000,10000,20,500,500,54,34,1836,13,9,36,51,1.4444444444444444,0,1,20.97843416967358
10000,10000,20,500,500,54,34,1836,13,9,36,51,1.4444444444444444,1,1,14.684903918771505
10000,10000,20,500,500,54,34,1836,14,9,34,54,1.5555555555555556,0,1,20.97843416967358
10000,10000,20,500,500,54,34,1836,14,9,34,54,1.5555555555555556,1,1,14.684903918771505
10000,10000,20,500,500,54,34,1836,18,7,27,68,2.5714285714285716,0,1,20.97843416967358
10000,10000,20,500,500,54,34,1836,18,7,27,68,2.5714285714285716,1,1,14.684903918771505
10000,10000,20,500,500,54,36,1944,13,9,36,54,1.4444444444444444,0,1,19.812965604691712
10000,10000,20,500,500,54,36,1944,13,9,36,54,1.4444444444444444,1,1,13.869075923284198
10000,10000,20,500,500,54,36,1944,18,6,27,72,3.0,0,1,19.812965604691712
10000,10000,20,500,500,54,36,1944,18,6,27,72,3.0,1,1,13.869075923284198
10000,10000,20,500,500,54,36,1944,20,6,24,81,3.3333333333333335,0,1,19.812965604691712
10000,10000,20,500,500,54,36,1944,20,6,24,81,3.3333333333333335,1,1,13.869075923284198
10000,10000,20,500,500,55,14,770,22,14,22,35,1.5714285714285714,0,1,50.02130537080609
10000,10000,20,500,500,55,14,770,22,14,22,35,1.5714285714285714,1,1,35.01491375956426
10000,10000,20,500,500,55,14,770,35,9,14,55,3.888888888888889,0,1,50.02130537080609
10000,10000,20,500,500,55,14,770,35,9,14,55,3.888888888888889,1,1,35.01491375956426
10000,10000,20,500,500,55,16,880,22,12,22,40,1.8333333333333333,0,1,43.76864219945533
10000,10000,20,500,500,55,16,880,22,12,22,40,1.8333333333333333,1,1,30.638049539618727
10000,10000,20,500,500,55,16,880,25,11,20,44,2.272727272727273,0,1,43.76864219945533
10000,10000,20,500,500,55,16,880,25,11,20,44,2.272727272727273,1,1,30.638049539618727
10000,10000,20,500,500,55,16,880,31,9,16,55,3.4444444444444446,0,1,43.76864219945533
10000,10000,20,500,500,55,16,880,31,9,16,55,3.4444444444444446,1,1,30.638049539618727
10000,10000,20,500,500,55,18,990,16,15,30,33,1.0666666666666667,0,1,38.90545973284918
10000,10000,20,500,500,55,18,990,16,15,30,33,1.0666666666666667,1,1,27.233821812994425
10000,10000,20,500,500,55,18,990,22,11,22,45,2.0,0,1,38.90545973284918
10000,10000,20,500,500,55,18,990,22,11,22,45,2.0,1,1,27.233821812994425
10000,10000,20,500,500,55,18,990,27,9,18,55,3.0,0,1,38.90545973284918
10000,10000,20,500,500,55,18,990,27,9,18,55,3.0,1,1,27.233821812994425
10000,10000,20,500,500,55,18,990,33,7,15,66,4.714285714285714,0,1,38.90545973284918
10000,10000,20,500,500,55,18,990,33,7,15,66,4.714285714285714,1,1,27.233821812994425
10000,10000,20,500,500,55,20,1100,20,11,25,44,1.8181818181818181,0,1,35.014913759564266
10000,10000,20,500,500,55,20,1100,20,11,25,44,1.8181818181818181,1,1,24.510439631694986
10000,10000,20,500,500,55,20,1100,22,10,22,50,2.2,0,1,35.014913759564266
10000,10000,20,500,500,55,20,1100,22,10,22,50,2.2,1,1,24.510439631694986
10000,10000,20,500,500,55,20,1100,25,9,20,55,2.7777777777777777,0,1,35.014913759564266
10000,10000,20,500,500,55,20,1100,25,9,20,55,2.7777777777777777,1,1,24.510439631694986
10000,10000,20,500,500,55,22,1210,22,9,22,55,2.4444444444444446,0,1,31.83173978142206
10000,10000,20,500,500,55,22,1210,22,9,22,55,2.4444444444444446,1,1,22.28221784699544
10000,10000,20,500,500,55,24,1320,15,12,33,40,1.25,0,1,29.179094799636886
10000,10000,20,500,500,55,24,1320,15,12,33,40,1.25,1,1,20.42536635974582
10000,10000,20,500,500,55,24,1320,16,11,30,44,1.4545454545454546,0,1,29.179094799636886
10000,10000,20,500,500,55,24,1320,16,11,30,44,1.4545454545454546,1,1,20.42536635974582
10000,10000,20,500,500,55,24,1320,20,9,24,55,2.2222222222222223,0,1,29.179094799636886
10000,10000,20,500,500,55,24,1320,20,9,24,55,2.2222222222222223,1,1,20.42536635974582
10000,10000,20,500,500,55,24,1320,22,8,22,60,2.75,0,1,29.179094799636886
10000,10000,20,500,500,55,24,1320,22,8,22,60,2.75,1,1,20.42536635974582
10000,10000,20,500,500,55,24,1320,25,7,20,66,3.5714285714285716,0,1,29.179094799636886
10000,10000,20,500,500,55,24,1320,25,7,20,66,3.5714285714285716,1,1,20.42536635974582
10000,10000,20,500,500,55,26,1430,19,9,26,55,2.111111111111111,0,1,26.934549045818667
10000,10000,20,500,500,55,26,1430,19,9,26,55,2.111111111111111,1,1,18.854184332073064
10000,10000,20,500,500,55,26,1430,22,7,22,65,3.142857142857143,0,1,26.934549045818667
10000,10000,20,500,500,55,26,1430,22,7,22,65,3.142857142857143,1,1,18.854184332073064
10000,10000,20,500,500,55,28,1540,14,11,35,44,1.2727272727272727,0,1,25.010652685403045
10000,10000,20,500,500,55,28,1540,14,11,35,44,1.2727272727272727,1,1,17.50745687978213
10000,10000,20,500,500,55,28,1540,17,9,28,55,1.8888888888888888,0,1,25.010652685403045
10000,10000,20,500,500,55,28,1540,17,9,28,55,1.8888888888888888,1,1,17.50745687978213
10000,10000,20,500,500,55,28,1540,22,7,22,70,3.142857142857143,0,1,25.010652685403045
10000,10000,20,500,500,55,28,1540,22,7,22,70,3.142857142857143,1,1,17.50745687978213
10000,10000,20,500,500,55,28,1540,25,6,20,77,4.166666666666667,0,1,25.010652685403045
10000,10000,20,500,500,55,28,1540,25,6,20,77,4.166666666666667,1,1,17.50745687978213
10000,10000,20,500,500,55,30,1650,15,10,33,50,1.5,0,1,23.343275839709513
10000,10000,20,500,500,55,30,1650,15,10,33,50,1.5,1,1,16.34029308779666
10000,10000,20,500,500,55,30,1650,16,9,30,55,1.7777777777777777,0,1,23.343275839709513
10000,10000,20,500,500,55,30,1650,16,9,30,55,1.7777777777777777,1,1,16.34029308779666
10000,10000,20,500,500,55,30,1650,20,7,25,66,2.857142857142857,0,1,23.343275839709513
10000,10000,20,500,500,55,30,1650,20,7,25,66,2.857142857142857,1,1,16.34029308779666
10000,10000,20,500,500,55,30,1650,22,6,22,75,3.6666666666666665,0,1,23.343275839709513
10000,10000,20,500,500,55,30,1650,22,6,22,75,3.6666666666666665,1,1,16.34029308779666
10000,10000,20,500,500,55,32,1760,12,11,40,44,1.0909090909090908,0,1,21.884321099727664
10000,10000,20,500,500,55,32,1760,12,11,40,44,1.0909090909090908,1,1,15.319024769809364
10000,10000,20,500,500,55,32,1760,15,9,32,55,1.6666666666666667,0,1,21.884321099727664
10000,10000,20,500,500,55,32,1760,15,9,32,55,1.6666666666666667,1,1,15.319024769809364
10000,10000,20,500,500,55,32,1760,22,6,22,80,3.6666666666666665,0,1,21.884321099727664
10000,10000,20,500,500,55,32,1760,22,6,22,80,3.6666666666666665,1,1,15.319024769809364
10000,10000,20,500,500,55,32,1760,25,5,20,88,5.0,0,1,21.884321099727664
10000,10000,20,500,500,55,32,1760,25,5,20,88,5.0,1,1,15.319024769809364
10000,10000,20,500,500,55,34,1870,14,9,34,55,1.5555555555555556,0,1,20.597008093861334
10000,10000,20,500,500,55,34,1870,14,9,34,55,1.5555555555555556,1,1,14.417905665702932
10000,10000,20,500,500,55,34,1870,22,5,22,85,4.4,0,1,20.597008093861334
10000,10000,20,500,500,55,34,1870,22,5,22,85,4.4,1,1,14.417905665702932
10000,10000,20,500,500,55,36,1980,11,11,45,44,1.0,0,1,19.45272986642459
10000,10000,20,500,500,55,36,1980,11,11,45,44,1.0,1,1,13.616910906497212
10000,10000,20,500,500,55,36,1980,11,11,44,45,1.0,0,1,19.45272986642459
10000,10000,20,500,500,55,36,1980,11,11,44,45,1.0,1,1,13.616910906497212
10000,10000,20,500,500,55,36,1980,13,9,36,55,1.4444444444444444,0,1,19.45272986642459
10000,10000,20,500,500,55,36,1980,13,9,36,55,1.4444444444444444,1,1,13.616910906497212
10000,10000,20,500,500,55,36,1980,15,8,33,60,1.875,0,1,19.45272986642459
10000,10000,20,500,500,55,36,1980,15,8,33,60,1.875,1,1,13.616910906497212
10000,10000,20,500,500,55,36,1980,16,7,30,66,2.2857142857142856,0,1,19.45272986642459
10000,10000,20,500,500,55,36,1980,16,7,30,66,2.2857142857142856,1,1,13.616910906497212
10000,10000,20,500,500,55,36,1980,22,5,22,90,4.4,0,1,19.45272986642459
10000,10000,20,500,500,55,36,1980,22,5,22,90,4.4,1,1,13.616910906497212
10000,10000,20,500,500,55,36,1980,25,5,20,99,5.0,0,1,19.45272986642459
10000,10000,20,500,500,55,36,1980,25,5,20,99,5.0,1,1,13.616910906497212
10000,10000,20,500,500,56,14,784,17,17,28,28,1.0,0,1,49.12806777489884
10000,10000,20,500,500,56,14,784,17,17,28,28,1.0,1,1,34.38964744242919
10000,10000,20,500,500,56,14,784,31,10,16,49,3.1,0,1,49.12806777489884
10000,10000,20,500,500,56,14,784,31,10,16,49,3.1,1,1,34.38964744242919
10000,10000,20,500,500,56,14,784,35,8,14,56,4.375,0,1,49.12806777489884
10000,10000,20,500,500,56,14,784,35,8,14,56,4.375,1,1,34.38964744242919
10000,10000,20,500,500,56,16,896,17,15,28,32,1.1333333333333333,0,1,42.98705930303649
10000,10000,20,500,500,56,16,896,17,15,28,32,1.1333333333333333,1,1,30.09094151212554
10000,10000,20,500,500,56,16,896,31,8,16,56,3.875,0,1,42.98705930303649
10000,10000,20,500,500,56,16,896,31,8,16,56,3.875,1,1,30.09094151212554
10000,10000,20,500,500,56,16,896,35,7,14,64,5.0,0,1,42.98705930303649
10000,10000,20,500,500,56,16,896,35,7,14,64,5.0,1,1,30.09094151212554
10000,10000,20,500,500,56,18,1008,17,13,28,36,1.3076923076923077,0,1,38.210719380476874
10000,10000,20,500,500,56,18,1008,17,13,28,36,1.3076923076923077,1,1,26.747503566333812
10000,10000,20,500,500,56,18,1008,20,11,24,42,1.8181818181818181,0,1,38.210719380476874
10000,10000,20,500,500,56,18,1008,20,11,24,42,1.8181818181818181,1,1,26.747503566333812
10000,10000,20,500,500,56,18,1008,23,10,21,48,2.3,0,1,38.210719380476874
10000,10000,20,500,500,56,18,1008,23,10,21,48,2.3,1,1,26.747503566333812
10000,10000,20,500,500,56,18,1008,27,8,18,56,3.375,0,1,38.210719380476874
10000,10000,20,500,500,56,18,1008,27,8,18,56,3.375,1,1,26.747503566333812
10000,10000,20,500,500,56,18,1008,31,7,16,63,4.428571428571429,0,1,38.210719380476874
10000,10000,20,500,500,56,18,1008,31,7,16,63,4.428571428571429,1,1,26.747503566333812
10000,10000,20,500,500,56,20,1120,15,14,32,35,1.0714285714285714,0,1,34.38964744242919
10000,10000,20,500,500,56,20,1120,15,14,32,35,1.0714285714285714,1,1,24.07275320970043
10000,10000,20,500,500,56,20,1120,17,12,28,40,1.4166666666666667,0,1,34.38964744242919
10000,10000,20,500,500,56,20,1120,17,12,28,40,1.4166666666666667,1,1,24.07275320970043
10000,10000,20,500,500,56,20,1120,25,8,20,56,3.125,0,1,34.38964744242919
10000,10000,20,500,500,56,20,1120,25,8,20,56,3.125,1,1,24.07275320970043
10000,10000,20,500,500,56,20,1120,31,7,16,70,4.428571428571429,0,1,34.38964744242919
10000,10000,20,500,500,56,20,1120,31,7,16,70,4.428571428571429,1,1,24.07275320970043
10000,10000,20,500,500,56,22,1232,17,11,28,44,1.5454545454545454,0,1,31.26331585675381
10000,10000,20,500,500,56,22,1232,17,11,28,44,1.5454545454545454,1,1,21.884321099727664
10000,10000,20,500,500,56,22,1232,22,8,22,56,2.75,0,1,31.26331585675381
10000,10000,20,500,500,56,22,1232,22,8,22,56,2.75,1,1,21.884321099727664
10000,10000,20,500,500,56,24,1344,15,11,32,42,1.3636363636363635,0,1,28.65803953535766
10000,10000,20,500,500,56,24,1344,15,11,32,42,1.3636363636363635,1,1,20.06062767475036
10000,10000,20,500,500,56,24,1344,17,10,28,48,1.7,0,1,28.65803953535766
10000,10000,20,500,500,56,24,1344,17,10,28,48,1.7,1,1,20.06062767475036
10000,10000,20,500,500,56,24,1344,20,8,24,56,2.5,0,1,28.65803953535766
10000,10000,20,500,500,56,24,1344,20,8,24,56,2.5,1,1,20.06062767475036
10000,10000,20,500,500,56,24,1344,23,7,21,64,3.2857142857142856,0,1,28.65803953535766
10000,10000,20,500,500,56,24,1344,23,7,21,64,3.2857142857142856,1,1,20.06062767475036
10000,10000,20,500,500,56,26,1456,17,9,28,52,1.8888888888888888,0,1,26.45357495571476
10000,10000,20,500,500,56,26,1456,17,9,28,52,1.8888888888888888,1,1,18.51750246900033
10000,10000,20,500,500,56,26,1456,19,8,26,56,2.375,0,1,26.45357495571476
10000,10000,20,500,500,56,26,1456,19,8,26,56,2.375,1,1,18.51750246900033
10000,10000,20,500,500,56,28,1568,15,10,32,49,1.5,0,1,24.56403388744942
10000,10000,20,500,500,56,28,1568,15,10,32,49,1.5,1,1,17.194823721214593
10000,10000,20,500,500,56,28,1568,17,8,28,56,2.125,0,1,24.56403388744942
10000,10000,20,500,500,56,28,1568,17,8,28,56,2.125,1,1,17.194823721214593
10000,10000,20,500,500,56,30,1680,12,11,40,42,1.0909090909090908,0,1,22.926431628286124
10000,10000,20,500,500,56,30,1680,12,11,40,42,1.0909090909090908,1,1,16.048502139800288
10000,10000,20,500,500,56,30,1680,14,10,35,48,1.4,0,1,22.926431628286124
10000,10000,20,500,500,56,30,1680,14,10,35,48,1.4,1,1,16.048502139800288
10000,10000,20,500,500,56,30,1680,16,8,30,56,2.0,0,1,22.926431628286124
10000,10000,20,500,500,56,30,1680,16,8,30,56,2.0,1,1,16.048502139800288
10000,10000,20,500,500,56,30,1680,17,8,28,60,2.125,0,1,22.926431628286124
10000,10000,20,500,500,56,30,1680,17,8,28,60,2.125,1,1,16.048502139800288
10000,10000,20,500,500,56,30,1680,20,7,24,70,2.857142857142857,0,1,22.926431628286124
10000,10000,20,500,500,56,30,1680,20,7,24,70,2.857142857142857,1,1,16.048502139800288
10000,10000,20,500,500,56,30,1680,23,6,21,80,3.8333333333333335,0,1,22.926431628286124
10000,10000,20,500,500,56,30,1680,23,6,21,80,3.8333333333333335,1,1,16.048502139800288
10000,10000,20,500,500,56,30,1680,25,5,20,84,5.0,0,1,22.926431628286124
10000,10000,20,500,500,56,30,1680,25,5,20,84,5.0,1,1,16.048502139800288
10000,10000,20,500,500,56,32,1792,15,8,32,56,1.875,0,1,21.493529651518244
10000,10000,20,500,500,56,32,1792,15,8,32,56,1.875,1,1,15.04547075606277
10000,10000,20,500,500,56,32,1792,17,7,28,64,2.4285714285714284,0,1,21.493529651518244
10000,10000,20,500,500,56,32,1792,17,7,28,64,2.4285714285714284,1,1,15.04547075606277
10000,10000,20,500,500,56,34,1904,14,8,34,56,1.75,0,1,20.229204377899524
10000,10000,20,500,500,56,34,1904,14,8,34,56,1.75,1,1,14.160443064529666
10000,10000,20,500,500,56,34,1904,17,7,28,68,2.4285714285714284,0,1,20.229204377899524
10000,10000,20,500,500,56,34,1904,17,7,28,68,2.4285714285714284,1,1,14.160443064529666
10000,10000,20,500,500,56,36,2016,11,10,42,48,1.1,0,1,19.105359690238437
10000,10000,20,500,500,56,36,2016,11,10,42,48,1.1,1,1,13.373751783166906
10000,10000,20,500,500,56,36,2016,13,8,36,56,1.625,0,1,19.105359690238437
10000,10000,20,500,500,56,36,2016,13,8,36,56,1.625,1,1,13.373751783166906
10000,10000,20,500,500,56,36,2016,15,7,32,63,2.142857142857143,0,1,19.105359690238437
10000,10000,20,500,500,56,36,2016,15,7,32,63,2.142857142857143,1,1,13.373751783166906
10000,10000,20,500,500,56,36,2016,17,6,28,72,2.8333333333333335,0,1,19.105359690238437
10000,10000,20,500,500,56,36,2016,17,6,28,72,2.8333333333333335,1,1,13.373751783166906
10000,10000,20,500,500,56,36,2016,20,5,24,84,4.0,0,1,19.105359690238437
10000,10000,20,500,500,56,36,2016,20,5,24,84,4.0,1,1,13.373751783166906
10000,10000,20,500,500,56,36,2016,23,5,21,96,4.6,0,1,19.105359690238437
10000,10000,20,500,500,56,36,2016,23,5,21,96,4.6,1,1,13.373751783166906
10000,10000,20,500,500,57,14,798,23,13,21,38,1.7692307692307692,0,1,48.26617184902342
10000,10000,20,500,500,57,14,798,23,13,21,38,1.7692307692307692,1,1,33.78632029431639
10000,10000,20,500,500,57,14,798,26,11,19,42,2.3636363636363638,0,1,48.26617184902342
10000,10000,20,500,500,57,14,798,26,11,19,42,2.3636363636363638,1,1,33.78632029431639
10000,10000,20,500,500,57,14,798,35,8,14,57,4.375,0,1,48.26617184902342
10000,10000,20,500,500,57,14,798,35,8,14,57,4.375,1,1,33.78632029431639
10000,10000,20,500,500,57,16,912,20,13,24,38,1.5384615384615385,0,1,42.23290036789549
10000,10000,20,500,500,57,16,912,20,13,24,38,1.5384615384615385,1,1,29.56303025752684
10000,10000,20,500,500,57,16,912,26,10,19,48,2.6,0,1,42.23290036789549
10000,10000,20,500,500,57,16,912,26,10,19,48,2.6,1,1,29.56303025752684
10000,10000,20,500,500,57,16,912,31,8,16,57,3.875,0,1,42.23290036789549
10000,10000,20,500,500,57,16,912,31,8,16,57,3.875,1,1,29.56303025752684
10000,10000,20,500,500,57,18,1026,18,13,27,38,1.3846153846153846,0,1,37.54035588257377
10000,10000,20,500,500,57,18,1026,18,13,27,38,1.3846153846153846,1,1,26.27824911780164
10000,10000,20,500,500,57,18,1026,26,9,19,54,2.888888888888889,0,1,37.54035588257377
10000,10000,20,500,500,57,18,1026,26,9,19,54,2.888888888888889,1,1,26.27824911780164
10000,10000,20,500,500,57,18,1026,27,8,18,57,3.375,0,1,37.54035588257377
10000,10000,20,500,500,57,18,1026,27,8,18,57,3.375,1,1,26.27824911780164
10000,10000,20,500,500,57,20,1140,16,13,30,38,1.2307692307692308,0,1,33.7863202943164
10000,10000,20,500,500,57,20,1140,16,13,30,38,1.2307692307692308,1,1,23.650424206021476
10000,10000,20,500,500,57,20,1140,25,8,20,57,3.125,0,1,33.7863202943164
10000,10000,20,500,500,57,20,1140,25,8,20,57,3.125,1,1,23.650424206021476
10000,10000,20,500,500,57,20,1140,26,8,19,60,3.25,0,1,33.7863202943164
10000,10000,20,500,500,57,20,1140,26,8,19,60,3.25,1,1,23.650424206021476
10000,10000,20,500,500,57,22,1254,15,13,33,38,1.1538461538461537,0,1,30.714836631196725
10000,10000,20,500,500,57,22,1254,15,13,33,38,1.1538461538461537,1,1,21.500385641837706
10000,10000,20,500,500,57,22,1254,22,8,22,57,2.75,0,1,30.714836631196725
10000,10000,20,500,500,57,22,1254,22,8,22,57,2.75,1,1,21.500385641837706
10000,10000,20,500,500,57,22,1254,26,7,19,66,3.7142857142857144,0,1,30.714836631196725
10000,10000,20,500,500,57,22,1254,26,7,19,66,3.7142857142857144,1,1,21.500385641837706
10000,10000,20,500,500,57,24,1368,13,13,38,36,1.0,0,1,28.15526691193033
10000,10000,20,500,500,57,24,1368,13,13,38,36,1.0,1,1,19.70868683835123
10000,10000,20,500,500,57,24,1368,13,13,36,38,1.0,0,1,28.15526691193033
10000,10000,20,500,500,57,24,1368,13,13,36,38,1.0,1,1,19.70868683835123
10000,10000,20,500,500,57,24,1368,20,8,24,57,2.5,0,1,28.15526691193033
10000,10000,20,500,500,57,24,1368,20,8,24,57,2.5,1,1,19.70868683835123
10000,10000,20,500,500,57,24,1368,26,6,19,72,4.333333333333333,0,1,28.15526691193033
10000,10000,20,500,500,57,24,1368,26,6,19,72,4.333333333333333,1,1,19.70868683835123
10000,10000,20,500,500,57,24,1368,27,6,18,76,4.5,0,1,28.15526691193033
10000,10000,20,500,500,57,24,1368,27,6,18,76,4.5,1,1,19.70868683835123
10000,10000,20,500,500,57,26,1482,13,12,38,39,1.0833333333333333,0,1,25.989477149474148
10000,10000,20,500,500,57,26,1482,13,12,38,39,1.0833333333333333,1,1,18.192634004631902
10000,10000,20,500,500,57,26,1482,19,8,26,57,2.375,0,1,25.989477149474148
10000,10000,20,500,500,57,26,1482,19,8,26,57,2.375,1,1,18.192634004631902
10000,10000,20,500,500,57,26,1482,26,6,19,78,4.333333333333333,0,1,25.989477149474148
10000,10000,20,500,500,57,26,1482,26,6,19,78,4.333333333333333,1,1,18.192634004631902
10000,10000,20,500,500,57,28,1596,13,11,38,42,1.1818181818181819,0,1,24.13308592451171
10000,10000,20,500,500,57,28,1596,13,11,38,42,1.1818181818181819,1,1,16.893160147158195
10000,10000,20,500,500,57,28,1596,17,8,28,57,2.125,0,1,24.13308592451171
10000,10000,20,500,500,57,28,1596,17,8,28,57,2.125,1,1,16.893160147158195
10000,10000,20,500,500,57,28,1596,23,6,21,76,3.8333333333333335,0,1,24.13308592451171
10000,10000,20,500,500,57,28,1596,23,6,21,76,3.8333333333333335,1,1,16.893160147158195
10000,10000,20,500,500,57,30,1710,13,11,38,45,1.1818181818181819,0,1,22.524213529544266
10000,10000,20,500,500,57,30,1710,13,11,38,45,1.1818181818181819,1,1,15.766949470680984
10000,10000,20,500,500,57,30,1710,16,8,30,57,2.0,0,1,22.524213529544266
10000,10000,20,500,500,57,30,1710,16,8,30,57,2.0,1,1,15.766949470680984
10000,10000,20,500,500,57,32,1824,13,10,38,48,1.3,0,1,21.116450183947745
10000,10000,20,500,500,57,32,1824,13,10,38,48,1.3,1,1,14.78151512876342
10000,10000,20,500,500,57,32,1824,15,8,32,57,1.875,0,1,21.116450183947745
10000,10000,20,500,500,57,32,1824,15,8,32,57,1.875,1,1,14.78151512876342
10000,10000,20,500,500,57,32,1824,20,6,24,76,3.3333333333333335,0,1,21.116450183947745
10000,10000,20,500,500,57,32,1824,20,6,24,76,3.3333333333333335,1,1,14.78151512876342
10000,10000,20,500,500,57,34,1938,13,9,38,51,1.4444444444444444,0,1,19.874306055480233
10000,10000,20,500,500,57,34,1938,13,9,38,51,1.4444444444444444,1,1,13.912014238836163
10000,10000,20,500,500,57,34,1938,14,8,34,57,1.75,0,1,19.874306055480233
10000,10000,20,500,500,57,34,1938,14,8,34,57,1.75,1,1,13.912014238836163
10000,10000,20,500,500,57,36,2052,13,9,38,54,1.4444444444444444,0,1,18.770177941286885
10000,10000,20,500,500,57,36,2052,13,9,38,54,1.4444444444444444,1,1,13.13912455890082
10000,10000,20,500,500,57,36,2052,13,8,36,57,1.625,0,1,18.770177941286885
10000,10000,20,500,500,57,36,2052,13,8,36,57,1.625,1,1,13.13912455890082
10000,10000,20,500,500,57,36,2052,18,6,27,76,3.0,0,1,18.770177941286885
10000,10000,20,500,500,57,36,2052,18,6,27,76,3.0,1,1,13.13912455890082
10000,10000,20,500,500,58,14,812,17,17,29,28,1.0,0,1,47.433996472316124
10000,10000,20,500,500,58,14,812,17,17,29,28,1.0,1,1,33.20379753062129
10000,10000,20,500,500,58,14,812,17,17,28,29,1.0,0,1,47.433996472316124
10000,10000,20,500,500,58,14,812,17,17,28,29,1.0,1,1,33.20379753062129
10000,10000,20,500,500,58,14,812,35,8,14,58,4.375,0,1,47.433996472316124
10000,10000,20,500,500,58,14,812,35,8,14,58,4.375,1,1,33.20379753062129
10000,10000,20,500,500,58,16,928,17,15,29,32,1.1333333333333333,0,1,41.504746913276605
10000,10000,20,500,500,58,16,928,17,15,29,32,1.1333333333333333,1,1,29.05332283929362
10000,10000,20,500,500,58,16,928,31,8,16,58,3.875,0,1,41.504746913276605
10000,10000,20,500,500,58,16,928,31,8,16,58,3.875,1,1,29.05332283929362
10000,10000,20,500,500,58,18,1044,17,13,29,36,1.3076923076923077,0,1,36.89310836735698
10000,10000,20,500,500,58,18,1044,17,13,29,36,1.3076923076923077,1,1,25.825175857149883
10000,10000,20,500,500,58,18,1044,27,8,18,58,3.375,0,1,36.89310836735698
10000,10000,20,500,500,58,18,1044,27,8,18,58,3.375,1,1,25.825175857149883
10000,10000,20,500,500,58,20,1160,17,12,29,40,1.4166666666666667,0,1,33.20379753062129
10000,10000,20,500,500,58,20,1160,17,12,29,40,1.4166666666666667,1,1,23.242658271434898
10000,10000,20,500,500,58,20,1160,25,8,20,58,3.125,0,1,33.20379753062129
10000,10000,20,500,500,58,20,1160,25,8,20,58,3.125,1,1,23.242658271434898
10000,10000,20,500,500,58,22,1276,17,11,29,44,1.5454545454545454,0,1,30.185270482382986
10000,10000,20,500,500,58,22,1276,17,11,29,44,1.5454545454545454,1,1,21.12968933766809
10000,10000,20,500,500,58,22,1276,22,8,22,58,2.75,0,1,30.185270482382986
10000,10000,20,500,500,58,22,1276,22,8,22,58,2.75,1,1,21.12968933766809
10000,10000,20,500,500,58,24,1392,17,10,29,48,1.7,0,1,27.66983127551774
10000,10000,20,500,500,58,24,1392,17,10,29,48,1.7,1,1,19.36888189286242
10000,10000,20,500,500,58,24,1392,20,8,24,58,2.5,0,1,27.66983127551774
10000,10000,20,500,500,58,24,1392,20,8,24,58,2.5,1,1,19.36888189286242
10000,10000,20,500,500,58,26,1508,17,9,29,52,1.8888888888888888,0,1,25.54138271586253
10000,10000,20,500,500,58,26,1508,17,9,29,52,1.8888888888888888,1,1,17.87896790110377
10000,10000,20,500,500,58,26,1508,19,8,26,58,2.375,0,1,25.54138271586253
10000,10000,20,500,500,58,26,1508,19,8,26,58,2.375,1,1,17.87896790110377
10000,10000,20,500,500,58,28,1624,17,8,29,56,2.125,0,1,23.716998236158062
10000,10000,20,500,500,58,28,1624,17,8,29,56,2.125,1,1,16.601898765310644
10000,10000,20,500,500,58,28,1624,17,8,28,58,2.125,0,1,23.716998236158062
10000,10000,20,500,500,58,28,1624,17,8,28,58,2.125,1,1,16.601898765310644
10000,10000,20,500,500,58,30,1740,16,8,30,58,2.0,0,1,22.13586502041419
10000,10000,20,500,500,58,30,1740,16,8,30,58,2.0,1,1,15.495105514289932
10000,10000,20,500,500,58,30,1740,17,8,29,60,2.125,0,1,22.13586502041419
10000,10000,20,500,500,58,30,1740,17,8,29,60,2.125,1,1,15.495105514289932
10000,10000,20,500,500,58,30,1740,25,5,20,87,5.0,0,1,22.13586502041419
10000,10000,20,500,500,58,30,1740,25,5,20,87,5.0,1,1,15.495105514289932
10000,10000,20,500,500,58,32,1856,15,8,32,58,1.875,0,1,20.752373456638303
10000,10000,20,500,500,58,32,1856,15,8,32,58,1.875,1,1,14.52666141964681
10000,10000,20,500,500,58,32,1856,17,7,29,64,2.4285714285714284,0,1,20.752373456638303
10000,10000,20,500,500,58,32,1856,17,7,29,64,2.4285714285714284,1,1,14.52666141964681
10000,10000,20,500,500,58,34,1972,14,8,34,58,1.75,0,1,19.531645606247814
10000,10000,20,500,500,58,34,1972,14,8,34,58,1.75,1,1,13.67215192437347
10000,10000,20,500,500,58,34,1972,17,7,29,68,2.4285714285714284,0,1,19.531645606247814
10000,10000,20,500,500,58,34,1972,17,7,29,68,2.4285714285714284,1,1,13.67215192437347
10000,10000,20,500,500,58,36,2088,13,8,36,58,1.625,0,1,18.44655418367849
